text,count,langs,bpe_unique_signatures,fxt_unique_signatures,most_common_bpe,most_common_fxt,fxt_seed_signature_count
"Los ocelotes disfrutan alimentarse de criaturas pequeñas. En lo posible, cazarán monos, serpientes, roedores y aves. Casi todas sus presas tendrán un tamaño muy inferior al suyo.",1,{'es': 1},1,1,"Los|Ġo|cel|otes|Ġdisfrut|an|Ġaliment|arse|Ġde|Ġcri|aturas|ĠpequeÃ±as|.|ĠEn|Ġlo|Ġposible|,|Ġca|zar|Ã¡n|Ġmon|os|,|Ġser|p|ientes|,|Ġro|edores|Ġy|Ġaves|.|ĠCas|i|Ġtodas|Ġsus|Ġpres|as|ĠtendrÃ¡n|Ġun|ĠtamaÃ±o|Ġmuy|Ġinferior|Ġal|Ġsuyo|.",<ERROR>,1
"El del tigre no es un rugido plenamente sonoro como el del león, sino, antes bien, como una oración de palabras dichas a gruñidos y a los gritos.",1,{'es': 1},1,1,"El|Ġdel|Ġt|ig|re|Ġno|Ġes|Ġun|Ġrug|ido|Ġplen|amente|Ġson|oro|Ġcomo|Ġel|Ġdel|Ġle|Ã³n|,|Ġsino|,|Ġantes|Ġbien|,|Ġcomo|Ġuna|ĠoraciÃ³n|Ġde|Ġpalabras|Ġdichas|Ġa|Ġgr|u|Ã±|idos|Ġy|Ġa|Ġlos|Ġgr|itos|.",<ERROR>,1
"El tigre es del mismo género (Panthera) que los leones, leopardos y jaguares. Estos son los únicos cuatro felinos capaces de emitir rugidos.",1,{'es': 1},1,1,"El|Ġt|ig|re|Ġes|Ġdel|Ġmismo|ĠgÃ©nero|Ġ(|P|anth|era|)|Ġque|Ġlos|Ġle|ones|,|Ġle|op|ard|os|Ġy|Ġj|agu|ares|.|ĠEstos|Ġson|Ġlos|ĠÃºnicos|Ġcuatro|Ġfel|inos|Ġcapaces|Ġde|Ġemit|ir|Ġrug|idos|.",<ERROR>,1
"Atleta integral, el tigre tiene la habilidad de trepar (pero no demasiado bien), nadar, dar extensos saltos y jalar cinco veces más fuerte que una persona robusta.",1,{'es': 1},1,1,"A|tle|ta|Ġintegral|,|Ġel|Ġt|ig|re|Ġtiene|Ġla|Ġhabilidad|Ġde|Ġtre|par|Ġ(|pero|Ġno|Ġdemasiado|Ġbien|),|Ġn|adar|,|Ġdar|Ġextens|os|Ġsal|tos|Ġy|Ġj|al|ar|Ġcinco|Ġveces|ĠmÃ¡s|Ġfuerte|Ġque|Ġuna|Ġpersona|Ġrob|usta|.",<ERROR>,1
"Las manadas de leones tienen el mismo comportamiento que las de los lobos o los perros, con quienes guardan una sorprendente similitud (a diferencia de los otros grandes felinos) tanto en su conducta como en que son altamente letales para sus presas.",1,{'es': 1},1,1,"Las|Ġman|adas|Ġde|Ġle|ones|Ġtienen|Ġel|Ġmismo|Ġcomportamiento|Ġque|Ġlas|Ġde|Ġlos|Ġlob|os|Ġo|Ġlos|Ġperros|,|Ġcon|Ġquienes|Ġguard|an|Ġuna|Ġsorprend|ente|Ġsimil|itud|Ġ(|a|Ġdiferencia|Ġde|Ġlos|Ġotros|Ġgrandes|Ġfel|inos|)|Ġtanto|Ġen|Ġsu|Ġconducta|Ġcomo|Ġen|Ġque|Ġson|Ġaltamente|Ġlet|ales|Ġpara|Ġsus|Ġpres|as|.",<ERROR>,1
"Por lo general, las hembras se relacionan estrechamente entre sí, lo que las hace una gran familia de hermanas e hijas.",1,{'es': 1},1,1,"Por|Ġlo|Ġgeneral|,|Ġlas|Ġh|emb|ras|Ġse|Ġrelacion|an|Ġestre|ch|amente|Ġentre|ĠsÃŃ|,|Ġlo|Ġque|Ġlas|Ġhace|Ġuna|Ġgran|Ġfamilia|Ġde|Ġherman|as|Ġe|Ġhi|jas|.",<ERROR>,1
"Las manadas están formadas por uno a tres machos adultos del mismo grupo familiar, unidos con hasta treinta hembras y sus crías.",1,{'es': 1},1,1,"Las|Ġman|adas|ĠestÃ¡n|Ġform|adas|Ġpor|Ġuno|Ġa|Ġtres|Ġmach|os|Ġadultos|Ġdel|Ġmismo|Ġgrupo|Ġfamiliar|,|Ġun|idos|Ġcon|Ġhasta|Ġtreinta|Ġh|emb|ras|Ġy|Ġsus|Ġcr|ÃŃas|.",<ERROR>,1
Los leones son los felinos que más socializan y su vida transcurre dentro de grupos de gran tamaño denominados manadas.,1,{'es': 1},1,1,Los|Ġle|ones|Ġson|Ġlos|Ġfel|inos|Ġque|ĠmÃ¡s|Ġsocial|izan|Ġy|Ġsu|Ġvida|Ġtrans|cur|re|Ġdentro|Ġde|Ġgrupos|Ġde|Ġgran|ĠtamaÃ±o|Ġdenomin|ados|Ġman|adas|.,<ERROR>,1
"El secreto de su éxito es el concepto de nicho: cada felino tiene una función particular, que evita que compita con otros.",1,{'es': 1},1,1,"El|Ġsecreto|Ġde|Ġsu|ĠÃ©xito|Ġes|Ġel|Ġconcepto|Ġde|Ġn|icho|:|Ġcada|Ġfel|ino|Ġtiene|Ġuna|ĠfunciÃ³n|Ġparticular|,|Ġque|Ġev|ita|Ġque|Ġcomp|ita|Ġcon|Ġotros|.",<ERROR>,1
"Finalmente, existen muchos felinos pequeños (que incluyen a los gatos domésticos independientes) que se alimentan de especies de poco tamaño que existen en mucha más cantidad, como insectos, roedores, lagartijas y aves.",1,{'es': 1},1,1,"Finalmente|,|Ġexisten|Ġmuchos|Ġfel|inos|ĠpequeÃ±os|Ġ(|que|Ġincluyen|Ġa|Ġlos|Ġg|atos|ĠdomÃ©st|icos|Ġindependientes|)|Ġque|Ġse|Ġaliment|an|Ġde|Ġespecies|Ġde|Ġpoco|ĠtamaÃ±o|Ġque|Ġexisten|Ġen|Ġmucha|ĠmÃ¡s|Ġcantidad|,|Ġcomo|Ġinsect|os|,|Ġro|edores|,|Ġla|g|art|i|jas|Ġy|Ġaves|.",<ERROR>,1
"Por debajo, existen felinos de tamaño más moderado que se alimentan de presas medianas, desde conejos hasta antílopes y ciervos.",1,{'es': 1},1,1,"Por|Ġdebajo|,|Ġexisten|Ġfel|inos|Ġde|ĠtamaÃ±o|ĠmÃ¡s|Ġmoder|ado|Ġque|Ġse|Ġaliment|an|Ġde|Ġpres|as|Ġmed|ianas|,|Ġdesde|Ġcon|e|jos|Ġhasta|Ġant|ÃŃ|lo|pes|Ġy|Ġcier|vos|.",<ERROR>,1
"Gracias a ella hoy tenemos muchos medios de transporte, como el ferrocarril o el automóvil, entre tantos otros.",1,{'es': 1},1,1,"Gracias|Ġa|Ġella|Ġhoy|Ġtenemos|Ġmuchos|Ġmedios|Ġde|Ġtransporte|,|Ġcomo|Ġel|Ġfer|rocar|ril|Ġo|Ġel|ĠautomÃ³|vil|,|Ġentre|Ġtantos|Ġotros|.",<ERROR>,1
La rueda ha modificado al mundo de formas sorprendentes. Lo más relevante que ha hecho por nosotros fue brindarnos un transporte mucho más simple y veloz.,1,{'es': 1},1,1,La|Ġrueda|Ġha|Ġmod|ificado|Ġal|Ġmundo|Ġde|Ġformas|Ġsorprend|entes|.|ĠLo|ĠmÃ¡s|Ġrelevante|Ġque|Ġha|Ġhecho|Ġpor|Ġnosotros|Ġfue|Ġbrind|arnos|Ġun|Ġtransporte|Ġmucho|ĠmÃ¡s|Ġsimple|Ġy|Ġvel|oz|.,<ERROR>,1
"Se precisa un cohete gigante, de más de 100 pies de altura, para poder llevar un satélite o telescopio al espacio exterior.",1,{'es': 1},1,1,"Se|Ġprecisa|Ġun|Ġco|h|ete|Ġgigante|,|Ġde|ĠmÃ¡s|Ġde|Ġ|100|Ġpies|Ġde|Ġaltura|,|Ġpara|Ġpoder|Ġllevar|Ġun|Ġsat|Ã©l|ite|Ġo|Ġtel|es|cop|io|Ġal|Ġespacio|Ġexterior|.",<ERROR>,1
"El satélite fue enviado al espacio a través de un cohete. Los científicos utilizan telescopios en el espacio, dado que la luz de la atmósfera de la Terra distorsiona parte de la luz y vista que tenemos.",1,{'es': 1},1,1,"El|Ġsat|Ã©l|ite|Ġfue|Ġenviado|Ġal|Ġespacio|Ġa|ĠtravÃ©s|Ġde|Ġun|Ġco|h|ete|.|ĠLos|ĠcientÃŃficos|Ġutilizan|Ġtel|es|cop|ios|Ġen|Ġel|Ġespacio|,|Ġdado|Ġque|Ġla|Ġluz|Ġde|Ġla|ĠatmÃ³s|fera|Ġde|Ġla|ĠTer|ra|Ġdist|ors|iona|Ġparte|Ġde|Ġla|Ġluz|Ġy|Ġvista|Ġque|Ġtenemos|.",<ERROR>,1
"Julia Gillard, primera ministra interina, sostuvo, durante la campaña de las elecciones federales de 2010, que consideraba que Australia debería pasar a ser una república una vez finalizado el mandato de la reina Isabel II.",1,{'es': 1},1,1,"Jul|ia|ĠG|ill|ard|,|Ġprimera|Ġmin|istra|Ġinter|ina|,|Ġsostuvo|,|Ġdurante|Ġla|ĠcampaÃ±a|Ġde|Ġlas|Ġelecciones|Ġfeder|ales|Ġde|Ġ|201|0|,|Ġque|Ġconsider|aba|Ġque|ĠAustralia|ĠdeberÃŃa|Ġpasar|Ġa|Ġser|Ġuna|Ġrep|Ãºblica|Ġuna|Ġvez|Ġfinal|izado|Ġel|Ġmandato|Ġde|Ġla|Ġreina|ĠIsabel|ĠII|.",<ERROR>,1
"Dustin Oro en Polvo Runnels declaró: «Luna era tan rara como yo; hasta, incluso, más. La amo y la extrañaré. Espero que se encuentre en un lugar mejor».",1,{'es': 1},1,1,"D|ustin|ĠOro|Ġen|ĠPol|vo|ĠRun|n|els|ĠdeclarÃ³|:|ĠÂ«|L|una|Ġera|Ġtan|Ġr|ara|Ġcomo|Ġyo|;|Ġhasta|,|Ġincluso|,|ĠmÃ¡s|.|ĠLa|Ġamo|Ġy|Ġla|Ġextra|Ã±ar|Ã©|.|ĠEs|pero|Ġque|Ġse|Ġencuentre|Ġen|Ġun|Ġlugar|Ġmejor|Â».",<ERROR>,1
"No tenemos la seguridad, pero podría haber tenido la viperina. Su dieta incluía tortugas, peces grandes, otros mosasáuridos e, incluso, podría haber sido un caníbal.",1,{'es': 1},1,1,"No|Ġtenemos|Ġla|Ġseguridad|,|Ġpero|ĠpodrÃŃa|Ġhaber|Ġtenido|Ġla|Ġv|iper|ina|.|ĠSu|Ġdieta|Ġinclu|ÃŃa|Ġtort|ugas|,|Ġpe|ces|Ġgrandes|,|Ġotros|Ġm|osas|Ã¡|ur|idos|Ġe|,|Ġincluso|,|ĠpodrÃŃa|Ġhaber|Ġsido|Ġun|Ġcan|ÃŃ|bal|.",<ERROR>,1
"En su otra carrera, el eslalon gigante, obtuvo el décimo lugar en el grupo femenino de sentadas con un tiempo de ejecución combinado de 4:41.30, 2:11.60 minutos por detrás de la primera finalista austríaca, Claudia Loesch, y 1:09.02 minutos por debajo del noveno finalista, Gyöngyi Dani, de Hungría.",1,{'es': 1},1,1,"En|Ġsu|Ġotra|Ġcarrera|,|Ġel|Ġes|l|al|on|Ġgigante|,|Ġobtuvo|Ġel|ĠdÃ©|ci|mo|Ġlugar|Ġen|Ġel|Ġgrupo|Ġfemenino|Ġde|Ġsent|adas|Ġcon|Ġun|Ġtiempo|Ġde|ĠejecuciÃ³n|Ġcombin|ado|Ġde|Ġ|4|:|41|.|30|,|Ġ|2|:|11|.|60|Ġminutos|Ġpor|ĠdetrÃ¡s|Ġde|Ġla|Ġprimera|Ġfinal|ista|Ġa|ustr|ÃŃa|ca|,|ĠCla|ud|ia|ĠLo|es|ch|,|Ġy|Ġ|1|:|09|.|02|Ġminutos|Ġpor|Ġdebajo|Ġdel|Ġno|ven|o|Ġfinal|ista|,|ĠG|y|Ã¶|n|gy|i|ĠDan|i|,|Ġde|ĠH|un|gr|ÃŃa|.",<ERROR>,1
"Es una práctica común en otras regiones del Reino Unido, pero como la justicia escocesa funciona de otro modo, los tribunales consideraron la publicación de fotografías como algo potencialmente perjudicial.",1,{'es': 1},1,1,"Es|Ġuna|ĠprÃ¡ctica|ĠcomÃºn|Ġen|Ġotras|Ġregiones|Ġdel|ĠReino|ĠUnido|,|Ġpero|Ġcomo|Ġla|Ġjusticia|Ġes|co|cesa|Ġfunciona|Ġde|Ġotro|Ġmodo|,|Ġlos|Ġtrib|unales|Ġconsider|aron|Ġla|ĠpublicaciÃ³n|Ġde|ĠfotografÃŃas|Ġcomo|Ġalgo|Ġpotencial|mente|Ġperjud|icial|.",<ERROR>,1
"Si bien ella se encuentra bajo custodia a la espera de la acusación y el juicio, cualquier declaración de un testigo ocular puede ser cuestionable, ya que su imagen ha sido objeto de una amplia difusión.",1,{'es': 1},1,1,"Si|Ġbien|Ġella|Ġse|Ġencuentra|Ġbajo|Ġcust|odia|Ġa|Ġla|Ġespera|Ġde|Ġla|Ġacus|aciÃ³n|Ġy|Ġel|Ġjuicio|,|Ġcualquier|ĠdeclaraciÃ³n|Ġde|Ġun|Ġtest|igo|Ġo|cular|Ġpuede|Ġser|Ġcuestion|able|,|Ġya|Ġque|Ġsu|Ġimagen|Ġha|Ġsido|Ġobjeto|Ġde|Ġuna|Ġamplia|ĠdifusiÃ³n|.",<ERROR>,1
"Desde entonces, Adekoya ha estado en el Tribunal del condado de Edimburgo, acusada del asesinato de su hijo.",1,{'es': 1},1,1,"Desde|Ġentonces|,|ĠA|de|k|oya|Ġha|Ġestado|Ġen|Ġel|ĠTribunal|Ġdel|Ġcond|ado|Ġde|ĠEd|im|bur|go|,|Ġacus|ada|Ġdel|Ġasesinato|Ġde|Ġsu|Ġhijo|.",<ERROR>,1
"Luego lo trasladaron al Hospital Addenbrooke, en Cambridge.",1,{'es': 1},1,1,"Luego|Ġlo|Ġtraslad|aron|Ġal|ĠHospital|ĠAd|den|bro|oke|,|Ġen|ĠCambridge|.",<ERROR>,1
"En un principio, se lo trasladó al Hospital James Paget de Great Yarmouth.",1,{'es': 1},1,1,"En|Ġun|Ġprincipio|,|Ġse|Ġlo|Ġtraslad|Ã³|Ġal|ĠHospital|ĠJames|ĠP|ag|et|Ġde|ĠGreat|ĠY|arm|outh|.",<ERROR>,1
La carretera donde se produjo el accidente fue cerrada temporalmente mientras los servicios de emergencia sacaban de su interior al conductor del Audi TT rojo.,1,{'es': 1},1,1,La|Ġcarretera|Ġdonde|Ġse|Ġprodujo|Ġel|Ġaccidente|Ġfue|Ġcer|rada|Ġtempor|almente|Ġmientras|Ġlos|Ġservicios|Ġde|Ġemergencia|Ġsac|aban|Ġde|Ġsu|Ġinterior|Ġal|Ġconductor|Ġdel|ĠAudi|ĠT|T|Ġrojo|.,<ERROR>,1
"No obstante, el conductor sufrió lesiones graves en su cabeza.",1,{'es': 1},1,1,"No|Ġobstante|,|Ġel|Ġconductor|ĠsufriÃ³|Ġlesiones|Ġgraves|Ġen|Ġsu|Ġcabeza|.",<ERROR>,1
"A pesar de que había tres personas en el interior de la vivienda en el momento del impacto del automóvil, ninguna de ellas sufrió lesiones.",1,{'es': 1},1,1,"A|Ġpesar|Ġde|Ġque|ĠhabÃŃa|Ġtres|Ġpersonas|Ġen|Ġel|Ġinterior|Ġde|Ġla|Ġvivienda|Ġen|Ġel|Ġmomento|Ġdel|Ġimpacto|Ġdel|ĠautomÃ³|vil|,|Ġninguna|Ġde|Ġellas|ĠsufriÃ³|Ġlesiones|.",<ERROR>,1
"Según manifestara el superintendente de la policía, Chandra Shekhar Solanki, los acusados se presentaron ante el tribunal con sus rostros cubiertos.",1,{'es': 1},1,1,"SegÃºn|Ġmanifest|ara|Ġel|Ġsuper|intend|ente|Ġde|Ġla|ĠpolicÃŃa|,|ĠCh|andra|ĠShe|k|har|ĠSol|ank|i|,|Ġlos|Ġacus|ados|Ġse|Ġpresent|aron|Ġante|Ġel|Ġtribunal|Ġcon|Ġsus|Ġr|ostr|os|Ġcub|iertos|.",<ERROR>,1
"Baba, Bhutha, Rampro, Gaza y Vishnu Kanjar son los imputados.",1,{'es': 1},1,1,"B|aba|,|ĠBh|ut|ha|,|ĠRam|pro|,|ĠGa|za|Ġy|ĠV|ish|n|u|ĠK|an|jar|Ġson|Ġlos|Ġimput|ados|.",<ERROR>,1
"El inspector general adjunto, D.K. Arya, declaró: «Hemos puesto bajo arresto a cinco individuos que abusaron de la mujer suiza y recuperamos su teléfono móvil y su computadora portátil».",1,{'es': 1},1,1,"El|Ġinspect|or|Ġgeneral|Ġadj|unto|,|ĠD|.K|.|ĠA|ry|a|,|ĠdeclarÃ³|:|ĠÂ«|Hemos|Ġpuesto|Ġbajo|Ġarrest|o|Ġa|Ġcinco|Ġindividuos|Ġque|Ġabus|aron|Ġde|Ġla|Ġmujer|Ġsu|iza|Ġy|Ġrecuper|amos|Ġsu|ĠtelÃ©fono|ĠmÃ³vil|Ġy|Ġsu|Ġcomputadora|Ġport|Ã¡til|Â».",<ERROR>,1
La fuerza policial de Madhya Pradesh pudo recuperar el ordenador portátil y el teléfono celular sustraídos.,1,{'es': 1},1,1,La|Ġfuerza|Ġpolicial|Ġde|ĠMad|h|ya|ĠPradesh|Ġpudo|Ġrecuperar|Ġel|Ġordenador|Ġport|Ã¡til|Ġy|Ġel|ĠtelÃ©fono|Ġcelular|Ġsust|ra|ÃŃdos|.,<ERROR>,1
Cuatro esquiadoras de la categoría sentadas no lograron completar sus carreras y un total de 45 participantes de 117 del Slalom Gigante no alcanzaron la clasificación en la carrera.,1,{'es': 1},1,1,Cu|atro|Ġes|qu|i|adoras|Ġde|Ġla|ĠcategorÃŃa|Ġsent|adas|Ġno|Ġlogr|aron|Ġcompletar|Ġsus|Ġcarreras|Ġy|Ġun|Ġtotal|Ġde|Ġ|45|Ġparticipantes|Ġde|Ġ|117|Ġdel|ĠSl|al|om|ĠG|ig|ante|Ġno|Ġalcan|z|aron|Ġla|ĠclasificaciÃ³n|Ġen|Ġla|Ġcarrera|.,<ERROR>,1
"El primero fue el slalom, en el que obtuvo un «No Terminó la primera carrera», al igual que 36 de los 116 participantes de esa carrera.",1,{'es': 1},1,1,"El|Ġprimero|Ġfue|Ġel|Ġsl|al|om|,|Ġen|Ġel|Ġque|Ġobtuvo|Ġun|ĠÂ«|No|ĠTer|min|Ã³|Ġla|Ġprimera|Ġcarrera|Â»,|Ġal|Ġigual|Ġque|Ġ|36|Ġde|Ġlos|Ġ|116|Ġparticipantes|Ġde|Ġesa|Ġcarrera|.",<ERROR>,1
"Tommy Dreamer manifestó: «Luna fue la primera reina del Extremo. Falleció la noche de las dos lunas, algo único, como ella. Una mujer fuerte».",1,{'es': 1},1,1,"Tom|my|ĠDream|er|ĠmanifestÃ³|:|ĠÂ«|L|una|Ġfue|Ġla|Ġprimera|Ġreina|Ġdel|ĠExt|remo|.|ĠFal|le|ciÃ³|Ġla|Ġnoche|Ġde|Ġlas|Ġdos|Ġl|unas|,|Ġalgo|ĠÃºnico|,|Ġcomo|Ġella|.|ĠUna|Ġmujer|Ġfuerte|Â».",<ERROR>,1
Carpanedo participó en dos carreras individuales del campeonato aparte de la competencia del miércoles.,1,{'es': 1},1,1,Car|pan|edo|Ġparticip|Ã³|Ġen|Ġdos|Ġcarreras|Ġindividuales|Ġdel|Ġcampeonato|Ġaparte|Ġde|Ġla|Ġcompetencia|Ġdel|ĠmiÃ©rcoles|.,<ERROR>,1
Schneider prestó testimonio a través de un enlace virtual desde una base de la Fuerza Aérea de los Estados Unidos en su país de origen.,1,{'es': 1},1,1,S|ch|ne|ider|Ġprest|Ã³|Ġtestimonio|Ġa|ĠtravÃ©s|Ġde|Ġun|Ġenlace|Ġvirtual|Ġdesde|Ġuna|Ġbase|Ġde|Ġla|ĠFuer|za|ĠA|Ã©|rea|Ġde|Ġlos|ĠEstados|ĠUnidos|Ġen|Ġsu|ĠpaÃŃs|Ġde|Ġorigen|.,<ERROR>,1
"El arma de Uka se atascó mientras apuntaba hacia la cabeza de un quinto hombre. Schneider sufre dolor permanente, no ve con uno de sus ojos, le falta una parte del cráneo y su rostro debió ser reconstruido con titanio.",1,{'es': 1},1,1,"El|Ġarma|Ġde|ĠU|ka|Ġse|Ġat|as|cÃ³|Ġmientras|Ġapunt|aba|Ġhacia|Ġla|Ġcabeza|Ġde|Ġun|Ġqu|into|Ġhombre|.|ĠSch|ne|ider|Ġsufre|Ġdolor|Ġpermanente|,|Ġno|Ġve|Ġcon|Ġuno|Ġde|Ġsus|Ġojos|,|Ġle|Ġfalta|Ġuna|Ġparte|Ġdel|Ġcr|Ã¡neo|Ġy|Ġsu|Ġrostro|Ġdeb|iÃ³|Ġser|Ġreconstru|ido|Ġcon|Ġtit|an|io|.",<ERROR>,1
"Edgar Veguilla sufrió heridas en el brazo y en la mandíbula, mientras que para Kristoffer Schneider fue necesaria una cirugía de reconstrucción facial.",1,{'es': 1},1,1,"Ed|gar|ĠVe|gu|illa|ĠsufriÃ³|Ġheridas|Ġen|Ġel|Ġbrazo|Ġy|Ġen|Ġla|Ġmand|ÃŃb|ula|,|Ġmientras|Ġque|Ġpara|ĠKrist|of|fer|ĠSch|ne|ider|Ġfue|Ġnecesaria|Ġuna|ĠcirugÃŃa|Ġde|Ġreconstru|cciÃ³n|Ġfacial|.",<ERROR>,1
"Nicholas Alden y Zachary Cuddeback, de 25 y 21 años, respectivamente, fallecieron. Este último iba al volante.",1,{'es': 1},1,1,"N|ich|olas|ĠA|ld|en|Ġy|ĠZ|ach|ary|ĠC|ud|de|back|,|Ġde|Ġ|25|Ġy|Ġ|21|ĠaÃ±os|,|Ġrespectivamente|,|Ġfalle|cieron|.|ĠEste|ĠÃºltimo|Ġiba|Ġal|Ġvol|ante|.",<ERROR>,1
El 16 de febrero es la fecha en la cual se ha programado que Huhne y Pryce se presenten ante el Tribunal de Magistrados de Westminster.,1,{'es': 1},1,1,El|Ġ|16|Ġde|Ġfebrero|Ġes|Ġla|Ġfecha|Ġen|Ġla|Ġcual|Ġse|Ġha|Ġprogram|ado|Ġque|ĠHu|h|ne|Ġy|ĠP|ry|ce|Ġse|Ġpresent|en|Ġante|Ġel|ĠTribunal|Ġde|ĠMag|istr|ados|Ġde|ĠWest|min|ster|.,<ERROR>,1
"Huhne ha renunciado, y Ed Davey MP lo reemplazará en el gabinete. Se espera que Norman Lamb MP asuma el puesto de ministro de negocios que Davey deja vacante.",1,{'es': 1},1,1,"H|u|h|ne|Ġha|Ġrenunci|ado|,|Ġy|ĠEd|ĠDave|y|ĠMP|Ġlo|Ġreemp|laz|arÃ¡|Ġen|Ġel|Ġg|ab|inete|.|ĠSe|Ġespera|Ġque|ĠNor|man|ĠLamb|ĠMP|Ġas|uma|Ġel|Ġpuesto|Ġde|Ġministro|Ġde|Ġnegocios|Ġque|ĠDave|y|Ġdeja|Ġvac|ante|.",<ERROR>,1
"El director de la Procuraduría General, Kier Starmer QC, hizo una declaración esta mañana informando que Huhne y Pryce sería llevado a juicio.",1,{'es': 1},1,1,"El|Ġdirector|Ġde|Ġla|ĠPro|cur|ad|urÃŃa|ĠGeneral|,|ĠK|ier|ĠStar|mer|ĠQ|C|,|Ġhizo|Ġuna|ĠdeclaraciÃ³n|Ġesta|ĠmaÃ±ana|Ġinform|ando|Ġque|ĠHu|h|ne|Ġy|ĠP|ry|ce|ĠserÃŃa|Ġllevado|Ġa|Ġjuicio|.",<ERROR>,1
El proyecto de ley dispone que los videojuegos violentos que se vendan en el estado de California deben etiquetarse con una calcomanía con la leyenda «18» y penaliza su venta a menores de edad con una multa de $1000 por incumplimiento.,1,{'es': 1},1,1,El|Ġproyecto|Ġde|Ġley|Ġdispone|Ġque|Ġlos|Ġvideojuegos|Ġviol|entos|Ġque|Ġse|Ġvend|an|Ġen|Ġel|Ġestado|Ġde|ĠCalifornia|Ġdeben|Ġetique|t|arse|Ġcon|Ġuna|Ġcal|com|anÃŃa|Ġcon|Ġla|Ġleyenda|ĠÂ«|18|Â»|Ġy|Ġpenal|iza|Ġsu|Ġventa|Ġa|Ġmenores|Ġde|Ġedad|Ġcon|Ġuna|Ġm|ulta|Ġde|Ġ$|100|0|Ġpor|Ġincumpl|imiento|.,<ERROR>,1
"Una propuesta de ley fue dictada por el gobernador de California, Arnold Schwarzenegger, que no permite vender o rentar videojuegos violentos a menores de edad.",1,{'es': 1},1,1,"Una|Ġpropuesta|Ġde|Ġley|Ġfue|Ġdict|ada|Ġpor|Ġel|Ġgobernador|Ġde|ĠCalifornia|,|ĠAr|n|old|ĠSch|war|z|ene|g|ger|,|Ġque|Ġno|Ġpermite|Ġvender|Ġo|Ġrent|ar|Ġvideojuegos|Ġviol|entos|Ġa|Ġmenores|Ġde|Ġedad|.",<ERROR>,1
Lo único que le digo a la gente es que ustedes nos tratan igual que nosotros los tratamos a ustedes.,1,{'es': 1},1,1,Lo|ĠÃºnico|Ġque|Ġle|Ġdigo|Ġa|Ġla|Ġgente|Ġes|Ġque|Ġustedes|Ġnos|Ġtrat|an|Ġigual|Ġque|Ġnosotros|Ġlos|Ġtrat|amos|Ġa|Ġustedes|.,<ERROR>,1
A mí me pareció que eso no tenía sentido; definitivamente no fue justo.,1,{'es': 1},1,1,A|ĠmÃŃ|Ġme|Ġpare|ciÃ³|Ġque|Ġeso|Ġno|ĠtenÃŃa|Ġsentido|;|Ġdefinitivamente|Ġno|Ġfue|Ġjusto|.,<ERROR>,1
"Aun así, los países de América Central gravaron con aranceles el ochenta por ciento de los productos que nosotros elaboramos. los tratamos a ustedes.",1,{'es': 1},1,1,"A|un|ĠasÃŃ|,|Ġlos|ĠpaÃŃses|Ġde|ĠAmÃ©rica|ĠCentral|Ġgrav|aron|Ġcon|Ġar|an|cel|es|Ġel|Ġo|ch|enta|Ġpor|Ġciento|Ġde|Ġlos|Ġproductos|Ġque|Ġnosotros|Ġelabor|amos|.|Ġlos|Ġtrat|amos|Ġa|Ġustedes|.",<ERROR>,1
"La profesora Pamela Ferguson de la Universidad de Dundee señaló: «al parecer, los periodistas caminan sobre terreno peligroso cuando publican fotos u otra información de los sospechosos».",1,{'es': 1},1,1,"La|Ġprofes|ora|ĠP|am|ela|ĠF|erg|us|on|Ġde|Ġla|ĠUniversidad|Ġde|ĠDun|de|e|ĠseÃ±alÃ³|:|ĠÂ«|al|Ġparecer|,|Ġlos|Ġperiodistas|Ġcamin|an|Ġsobre|Ġterreno|Ġpelig|roso|Ġcuando|Ġpublic|an|Ġfotos|Ġu|Ġotra|ĠinformaciÃ³n|Ġde|Ġlos|Ġsospe|chos|os|Â».",<ERROR>,1
"La Oficina de la Corona, que tiene a su cargo los procesamientos, señaló a los periodistas que no se harían comentarios adicionales al menos hasta que se dicte el auto de procesamiento.",1,{'es': 1},1,1,"La|ĠOficina|Ġde|Ġla|ĠCor|ona|,|Ġque|Ġtiene|Ġa|Ġsu|Ġcargo|Ġlos|Ġproces|amientos|,|ĠseÃ±alÃ³|Ġa|Ġlos|Ġperiodistas|Ġque|Ġno|Ġse|Ġhar|ÃŃan|Ġcomentarios|Ġadicionales|Ġal|Ġmenos|Ġhasta|Ġque|Ġse|Ġd|ic|te|Ġel|Ġauto|Ġde|Ġproces|amiento|.",<ERROR>,1
"Según la información que se filtró, el documento tratará sobre el conflicto fronterizo, que Palestina pretende resolver basándose en los límites vigentes en forma previa a la Guerra del Medio Oriente de 1967.",1,{'es': 1},1,1,"SegÃºn|Ġla|ĠinformaciÃ³n|Ġque|Ġse|Ġfiltr|Ã³|,|Ġel|Ġdocumento|Ġtrat|arÃ¡|Ġsobre|Ġel|Ġconflicto|Ġfron|ter|izo|,|Ġque|ĠPal|est|ina|Ġpretende|Ġresolver|Ġbas|Ã¡ndose|Ġen|Ġlos|ĠlÃŃmites|Ġvig|entes|Ġen|Ġforma|Ġprevia|Ġa|Ġla|ĠGuerra|Ġdel|ĠMedio|ĠOriente|Ġde|Ġ|196|7|.",<ERROR>,1
