segment,segment_display,count,example_occurrences
ica.,'ica.',6,"[{""sentence_id"": 398, ""text"": ""Italy's main goals were African countries. To capture those countries, they would need to have a troop launching pad, so as troops could sail across the Mediterranean Sea and invade Africa.""}, {""sentence_id"": 956, ""text"": ""Don't forget to add in the extra costs of additional visas, departure taxes, ground transportation, etc. for all those places outside of Africa.""}, {""sentence_id"": 1098, ""text"": ""However, the percentage of XDR-TB in the entire group of people with tuberculosis still seems to be low; 6,000 of the total 330,000 people infected at any particular moment in South Africa.""}]"
"ions, ","'ions, '",6,"[{""sentence_id"": 399, ""text"": ""For that, they had to get rid of British bases and ships in Egypt. Besides those actions, Italy's battleships were not supposed to do anything else.""}, {""sentence_id"": 709, ""text"": ""That said, expect to be out of breath, and take care in the steeper portions, especially when wet, as it can become dangerous quickly.""}, {""sentence_id"": 1298, ""text"": ""The sometimes-violent protests were triggered by failure to hold elections, some due since 2011.""}]"
anyt,'anyt',6,"[{""sentence_id"": 399, ""text"": ""For that, they had to get rid of British bases and ships in Egypt. Besides those actions, Italy's battleships were not supposed to do anything else.""}, {""sentence_id"": 774, ""text"": ""International Horticultural Expositions are specialised events which showcase floral displays, botanical gardens and anything else to do with plants.""}, {""sentence_id"": 939, ""text"": ""Make sure you know what you can and cannot bring in and declare anything over the legal limits.""}]"
ub,'ub',6,"[{""sentence_id"": 401, ""text"": ""Submarines are ships designed to travel underwater, and remain there for an extended amount of time.""}, {""sentence_id"": 402, ""text"": ""Submarines were used in World War I and World War II. Back then they were very slow and had a very limited shooting range.""}, {""sentence_id"": 1493, ""text"": ""Subsistence agriculture is agriculture carried out for the production of enough food to meet just the needs of the agriculturalist and his/her family.""}]"
oping ,'oping ',6,"[{""sentence_id"": 403, ""text"": ""In the beginning of the war they mostly travelled on top of the sea, but as radar began developing and becoming more accurate the submarines were forced to go under water to avoid being seen.""}, {""sentence_id"": 615, ""text"": ""However, new evidence suggests that the Moriori were a group of mainland Maori who migrated from New Zealand to the Chatham Islands, developing their own distinctive, peaceful culture.""}, {""sentence_id"": 866, ""text"": ""If traveling in a developing country for the first time – or in a new part of the world – don't underestimate the potential culture shock.""}]"
virt,'virt',6,"[{""sentence_id"": 408, ""text"": ""However, the discovery of his tomb in 1922 made him a celebrity. While many tombs of the past were robbed, this tomb was left virtually undisturbed.""}, {""sentence_id"": 654, ""text"": ""Crime, and ill-will toward foreigners in general, is virtually unknown in Greenland. Even in the towns, there are no \""rough areas.\""""}, {""sentence_id"": 1507, ""text"": ""Scaffolds can be both virtual and real, in other words, a teacher is a form of scaffold but so is the little paperclip man in Microsoft Office.""}]"
dep en ding ,'dep en ding ',6,"[{""sentence_id"": 417, ""text"": ""The number of native speakers varies depending on whether or not very closely related dialects are counted.""}, {""sentence_id"": 567, ""text"": ""There are many different constructions of eyes, ranging in complexity depending on the requirements of the organism.""}, {""sentence_id"": 1342, ""text"": ""The cabbage juice changes color depending on how acidic or basic (alkaline) the chemical is.""}]"
ac te r,'ac te r',6,"[{""sentence_id"": 422, ""text"": ""It was based on the German alphabet and one character \""Õ/õ\"" was added.""}, {""sentence_id"": 484, ""text"": ""Mysticism can be distinguished from other forms of religious belief and worship by its emphasis on the direct personal experience of a unique state of consciousness, particularly those of a peaceful, insightful, blissful, or even ecstatic character.""}, {""sentence_id"": 756, ""text"": ""The old fashioned fittings, the lack of the latest amenities, and a certain graceful agedness are also part of their character.""}]"
crossin,'crossin',6,"[{""sentence_id"": 448, ""text"": ""Every year around October nearly 1.5 million herbivores travel towards the southern plains, crossing the Mara River, from the northern hills for the rains.""}, {""sentence_id"": 449, ""text"": ""And then back to the north through the west, once again crossing the Mara river, after the rains in around April.""}, {""sentence_id"": 856, ""text"": ""Carrying for others - Never let your bags out of your sight, especially when you are crossing international borders.""}]"
hi ll,'hi ll',6,"[{""sentence_id"": 448, ""text"": ""Every year around October nearly 1.5 million herbivores travel towards the southern plains, crossing the Mara River, from the northern hills for the rains.""}, {""sentence_id"": 690, ""text"": ""The gloomy atmosphere of the temple and the view over the Tonle Sap lake make the climb to the hill worthwhile.""}, {""sentence_id"": 992, ""text"": ""The tourist season for the hill stations generally peaks during the Indian summer.""}]"
aud,'aud',6,"[{""sentence_id"": 451, ""text"": ""Learning to create interactive media requires conventional and traditional skills, as well as tools mastered in interactive classes (storyboarding, audio and video editing, story telling, etc.)""}, {""sentence_id"": 1002, ""text"": ""Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.""}, {""sentence_id"": 1067, ""text"": ""After a week of losses in the midterm election, Bush told an audience about the expansion of trade in Asia.""}]"
learn ,'learn ',6,"[{""sentence_id"": 452, ""text"": ""Interactive design requires that you re-assess your assumptions about media production and learn to think in a non-linear ways.""}, {""sentence_id"": 502, ""text"": ""For instance, children who identify with a racial minority that is stereotyped as not doing well in school tend to not do well in school once they learn about the stereotype associated with their race.""}, {""sentence_id"": 513, ""text"": ""As the ability to obtain knowledge and to learn changed in such a way as mentioned above the base rate at which knowledge was obtained changed.""}]"
qualit,'qualit',6,"[{""sentence_id"": 456, ""text"": ""This has allowed zoom lenses to produce pictures of a quality comparable to that achieved by lenses with fixed focal length.""}, {""sentence_id"": 881, ""text"": ""One of strong points of Charlotte, North Carolina, is that it has an abundance of high-quality options for families.""}, {""sentence_id"": 907, ""text"": ""They normally offer higher bandwidth and better quality of service. They are encrypted and thus harder to spy on.""}]"
oo ,'oo ',6,"[{""sentence_id"": 463, ""text"": ""Unfortunately, when you make a DVD, it's borders will most likely be cut too, and if the video had subtitles too close to the bottom, they won't be fully shown.""}, {""sentence_id"": 800, ""text"": ""When people don't see moose as potentially dangerous, they may approach too closely and put themselves at risk.""}, {""sentence_id"": 1225, ""text"": ""Del Potro had the early advantage in the second set, but this too required a tie break after reaching 6-6.""}]"
prev en t,'prev en t',6,"[{""sentence_id"": 471, ""text"": ""The concept was that all European nations had to seek to prevent one nation from becoming powerful, and thus national governments often changed their alliances in order to maintain the balance.""}, {""sentence_id"": 546, ""text"": ""General James Ewing would take 700 militia across the river at Trenton Ferry, seize the bridge over the Assunpink Creek and prevent any enemy troops from escaping.""}, {""sentence_id"": 908, ""text"": ""The media companies routinely lie about the purpose of this, claiming that it is to \""prevent piracy\"".""}]"
Great,'Great',6,"[{""sentence_id"": 476, ""text"": ""The Greek historian Strabo later noted the name, which is how we know today. The temple was destroyed on the same night that Alexander the Great was born.""}, {""sentence_id"": 614, ""text"": ""The theory then established the idea that the Maori people migrated from Polynesia in a Great Fleet and took New Zealand from the Moriori, establishing an agricultural society.""}, {""sentence_id"": 1117, ""text"": ""His 1,000th stamp was the magnificent \""Great Deeds by Swedish Kings\"" by David Klöcker Ehrenstrahl in 2000, which is listed in the Guinness Book of World Records.""}]"
reb,'reb',6,"[{""sentence_id"": 477, ""text"": ""Alexander, as king, offered to pay to rebuild the temple, but his offer was denied. Later, after Alexander died, the temple was rebuilt in 323 BCE.""}, {""sentence_id"": 1268, ""text"": ""Uka's weapon failed whilst pointed at a fifth man's head. Schneider has ongoing pain, blindness in one eye, a missing section of skull and a face rebuilt from titanium.""}, {""sentence_id"": 1425, ""text"": ""Most of the buildings on the edges of the complex have been rebuilt in order to give tourists a better idea of how they originally appeared.""}]"
iv es  ,'iv es  ',6,"[{""sentence_id"": 492, ""text"": ""The civilisation flourished in the basins of the Indus River wherefore it derives its name.""}, {""sentence_id"": 496, ""text"": ""Surgeons had knowledge of various sedatives including morphine from extracts of poppy seeds and scopolamine from herbane seeds.""}, {""sentence_id"": 798, ""text"": ""Also give policy/contact copies to traveling companions and relatives or friends back home willing to help.""}]"
si te s ,'si te s ',6,"[{""sentence_id"": 493, ""text"": ""Although some scholars speculate that since the civilisation also existed in the basins of the now dried up Sarasvati River, it should be aptly called the Indus-Sarasvati Civilization, while some call it the Harappan Civilization after Harappa, the first of its sites to be excavated in the 1920s.""}, {""sentence_id"": 696, ""text"": ""Due to the religious significance of the city, and in particular the many sites of the Old City area, Jerusalem is one of the main tourist destinations in Israel.""}, {""sentence_id"": 711, ""text"": ""Seeing the sites and wildlife of the Galapagos is best done by boat, just as Charles Darwin did it in 1835.""}]"
eot,'eot',6,"[{""sentence_id"": 501, ""text"": ""Children develop an awareness of race and racial stereotypes quite young and these racial stereotypes affect behavior.""}, {""sentence_id"": 502, ""text"": ""For instance, children who identify with a racial minority that is stereotyped as not doing well in school tend to not do well in school once they learn about the stereotype associated with their race.""}, {""sentence_id"": 1864, ""text"": ""Though it is widely used, especially among non-Romani, the word \""Gypsy\"" is often considered offensive because of its associations with negative stereotypes and inaccurate perceptions of Romani people.""}]"
en joy ,'en joy ',6,"[{""sentence_id"": 510, ""text"": ""Children with ADD have a hard time focusing on things like school work, but they can concentrate on things they enjoy doing like playing games or watching their favorite cartoons or writing sentences without punctuation.""}, {""sentence_id"": 731, ""text"": ""For those who enjoy outdoor activities, a trek up the Sea to Sky corridor is essential.""}, {""sentence_id"": 733, ""text"": ""In the winter, enjoy some of the best skiing in North America, and in the summer try some authentic mountain biking.""}]"
brain ,'brain ',6,"[{""sentence_id"": 511, ""text"": ""These children tend to get into a lot of trouble, because they \""engage in risky behaviors, get into fights, and challenge authority\"" in order to stimulate their brain, since their brain can not be stimulated by normal methods.""}, {""sentence_id"": 524, ""text"": ""The effect is dependent on how often your brain attempts to lucidly dream per night.""}, {""sentence_id"": 1520, ""text"": ""Oliver Sacks, in his paper The President's Speech, indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately.""}]"
te xt,'te xt',6,"[{""sentence_id"": 514, ""text"": ""The approach to obtaining information was different. No longer did pressure reside within individual recall, but the ability to recall text became more of a focus.""}, {""sentence_id"": 914, ""text"": ""Real-time text translator apps – applications that are capable of automatically translating whole segments of text from one language into another.""}, {""sentence_id"": 915, ""text"": ""Some of the applications in this category can even translate texts in foreign languages on signs or other objects in the real world when the user points the smartphone towards those objects.""}]"
sleep ,'sleep ',6,"[{""sentence_id"": 522, ""text"": ""With fewer REMs per night, this state in which you experience actual sleep and your body recovers becomes infrequent enough to become a problem.""}, {""sentence_id"": 657, ""text"": ""The very long days in the summer can lead to problems getting sufficient sleep and associated health issues.""}, {""sentence_id"": 831, ""text"": ""On night sleeper trains, passports may be collected by the conductor so that you do not have your sleep interrupted.""}]"
eer,'eer',6,"[{""sentence_id"": 526, ""text"": ""In an ambush east of Bardia, the British captured the Italian Tenth Army's Engineer-in-Chief, General Lastucci.""}, {""sentence_id"": 809, ""text"": ""Canyoning (or: canyoneering) is about going in a bottom of a canyon, which is either dry or full of water.""}, {""sentence_id"": 838, ""text"": ""Architecture overlaps considerably with other fields including urban planning, civil engineering, decorative arts, interior design and landscape design.""}]"
i,'i',6,"[{""sentence_id"": 539, ""text"": ""The Colonists, seeing this activity, had also called for reinforcements.""}, {""sentence_id"": 686, ""text"": ""Anyone interested in seeing evidence of the damage to the mummy done during attempts to remove it from the coffin will be disappointed as only the head and shoulders are visible.""}, {""sentence_id"": 711, ""text"": ""Seeing the sites and wildlife of the Galapagos is best done by boat, just as Charles Darwin did it in 1835.""}]"
ng ,'ng ',6,"[{""sentence_id"": 539, ""text"": ""The Colonists, seeing this activity, had also called for reinforcements.""}, {""sentence_id"": 686, ""text"": ""Anyone interested in seeing evidence of the damage to the mummy done during attempts to remove it from the coffin will be disappointed as only the head and shoulders are visible.""}, {""sentence_id"": 928, ""text"": ""Nowadays air travel is only rarely booked directly through the airline without first searching and comparing prices.""}]"
quick,'quick',6,"[{""sentence_id"": 542, ""text"": ""When low tide opened a gap along the Mystic River along the northeast of the peninsula, they quickly extended the fence with a short stone wall to the north ending at the water's edge on a small beach.""}, {""sentence_id"": 643, ""text"": ""Students can also submit questions to instructors at any time of day and expect reasonably quick responses, rather than waiting until the next face-to-face meeting.""}, {""sentence_id"": 709, ""text"": ""That said, expect to be out of breath, and take care in the steeper portions, especially when wet, as it can become dangerous quickly.""}]"
cross ,'cross ',6,"[{""sentence_id"": 547, ""text"": ""The main assault force of 2,400 men would cross the river nine miles north of Trenton, and then split into two groups, one under Greene and one under Sullivan, in order to launch a pre-dawn attack.""}, {""sentence_id"": 550, ""text"": ""Some cross country running during the winter, combined with gymnasium work for the upper part of the body, is the best preparation for the running season.""}, {""sentence_id"": 682, ""text"": ""You are guaranteed to get wet if you cross the bridge or walk along the trails winding near the Falls.""}]"
absol,'absol',6,"[{""sentence_id"": 548, ""text"": ""With the change from the quarter to the half mile run, speed becomes of much less importance and endurance becomes an absolute necessity.""}, {""sentence_id"": 644, ""text"": ""The postmodern approach to learning offers the freedom from absolutes. There is no one good way to learn.""}, {""sentence_id"": 909, ""text"": ""In fact, region codes have absolutely no effect on illegal copying; a bit-for-bit copy of a disk will play just fine on any device where the original will.""}]"
hat,'hat',6,"[{""sentence_id"": 557, ""text"": ""Its a very complex entity which consists, according to a simplified Bohr model, of a central nucleus orbited by electrons, somewhat similar to planets orbiting the sun - see Figure 1.1.""}, {""sentence_id"": 576, ""text"": ""What is a cell? The word cell comes from the Latin word \""cella\"", meaning \""small room\"", and it was first coined by a microscopist observing the structure of cork.""}, {""sentence_id"": 1429, ""text"": ""The 35mm format is actually, somewhat confusingly, 36mm in width by 24mm in height.""}]"
prot,'prot',6,"[{""sentence_id"": 558, ""text"": ""The nucleus consists of two particles - neutrons and protons.""}, {""sentence_id"": 1208, ""text"": ""The hospital has followed protocol for infection control, including separating the patient from others to prevent possible infection of others.""}, {""sentence_id"": 1344, ""text"": ""Hydrogen ions are protons that had their electrons stripped off them (since Hydrogen atoms consist of one proton and one electron).""}]"
movem en t,'movem en t',6,"[{""sentence_id"": 565, ""text"": ""Those participating in regular activity required more support in terms of negative perception of pain distinguishing the differences of chronic pain and discomfort feel from normal physical movement.""}, {""sentence_id"": 1235, ""text"": ""This will allow players to control actions and movements in video games by moving the device through the air.""}, {""sentence_id"": 1518, ""text"": ""The use of video recording has led to important discoveries in the interpretation of micro-expressions, facial movements which last a few milliseconds.""}]"
ving ,'ving ',6,"[{""sentence_id"": 576, ""text"": ""What is a cell? The word cell comes from the Latin word \""cella\"", meaning \""small room\"", and it was first coined by a microscopist observing the structure of cork.""}, {""sentence_id"": 609, ""text"": ""You can mark the passing of time yourself by observing the repetition of a cyclical event. A cyclical event is something that happens again and again regularly.""}, {""sentence_id"": 624, ""text"": ""Convergent thinking patterns are problem solving techniques that unite different ideas or fields to find a solution.""}]"
flow ,'flow ',6,"[{""sentence_id"": 579, ""text"": ""The Nervous System maintains homeostasis by sending nerve impulses through out the body to keep the flow of blood going as well as undisturbed.""}, {""sentence_id"": 700, ""text"": ""These requirements are designed to provide an organized migratory flow between both countries.""}, {""sentence_id"": 989, ""text"": ""The glaciers are not stable, but flow down the mountain. This will cause cracks, crevasses, which may be obscured by snow bridges.""}]"
chem,'chem',6,"[{""sentence_id"": 604, ""text"": ""Although its physical state may change, its chemical state remains the same.""}, {""sentence_id"": 1341, ""text"": ""This is called a chemical's pH. You can make an indicator using red cabbage juice.""}, {""sentence_id"": 1342, ""text"": ""The cabbage juice changes color depending on how acidic or basic (alkaline) the chemical is.""}]"
arl,'arl',6,"[{""sentence_id"": 609, ""text"": ""You can mark the passing of time yourself by observing the repetition of a cyclical event. A cyclical event is something that happens again and again regularly.""}, {""sentence_id"": 975, ""text"": ""Similarly, a British traveller in Spain may mistake a wave goodbye involving the palm facing the waver (rather than the person being waved at) as a gesture to come back.""}, {""sentence_id"": 1059, ""text"": ""In many other cities of Italy and in the rest of the world, particularly in Poland, similar setups were made, which were viewed by a great number of people.""}]"
ica te d ,'ica te d ',6,"[{""sentence_id"": 611, ""text"": ""Sophisticated animations can be constructed on computers, and this kind of animation is increasingly being used in television and films.""}, {""sentence_id"": 612, ""text"": ""Music is often recorded using sophisticated computers to process and mix sounds together.""}, {""sentence_id"": 1105, ""text"": ""Dr. Malar Balasubramanian, 29, was found in Blue Ash, Ohio, a suburb approximately 15 miles north of Cincinnati lying on the ground beside the road in a T-shirt and underwear in an apparently heavily medicated state.""}]"
share ,'share ',6,"[{""sentence_id"": 619, ""text"": ""While listening to individuals share their individual, family, and organizational stories, we gained valuable insight into the past and some of the personalities who influenced for good or ill the culture of the organization.""}, {""sentence_id"": 948, ""text"": ""Be assured that once you hit the marinas everything will be pretty obvious. You will meet other boat hitchhikers and they will share their information with you.""}, {""sentence_id"": 1321, ""text"": ""34 per cent of those in the poll share this view, wanting Queen Elizabeth II to be Australia's last monarch.""}]"
repr,'repr',6,"[{""sentence_id"": 622, ""text"": ""In this instance, recalling previous instances of entrepreneurial behavior and resulting successes helped people to be open to new changes and new direction for the local church.""}, {""sentence_id"": 664, ""text"": ""Traveling to Walt Disney World represents a major pilgrimage for many American families.""}, {""sentence_id"": 1414, ""text"": ""The Articles required unanimous consent from all the states before they could be amended and states took the central government so lightly that their representatives were often absent.""}]"
ying ,'ying ',6,"[{""sentence_id"": 625, ""text"": ""The focus of this mindset is speed, logic and accuracy, also identification of facts, reapplying existing techniques, gathering information.""}, {""sentence_id"": 791, ""text"": ""Buying food in supermarkets is usually the cheapest way to get fed. Without cooking opportunities, choices are however limited to ready-made food.""}, {""sentence_id"": 856, ""text"": ""Carrying for others - Never let your bags out of your sight, especially when you are crossing international borders.""}]"
sci en c,'sci en c',6,"[{""sentence_id"": 627, ""text"": ""This type of thinking is associated with certain science or standard procedures.""}, {""sentence_id"": 772, ""text"": ""A World's Fair (commonly called World Exposition, or simply Expo) is large international festival of arts and sciences.""}, {""sentence_id"": 1325, ""text"": ""Curtis Cooper, a mathematician and computer science professor at the University of Central Missouri, has discovered the largest known prime number to date on January 25.""}]"
lear,'lear',6,"[{""sentence_id"": 646, ""text"": ""Our current experience with all the do-it-yourself and information presenting, learning-based television shows illustrates this point.""}, {""sentence_id"": 943, ""text"": ""Living and volunteering in a foreign country is a great way to get to know a different culture, meet new people, learn about yourself, get a sense of perspective and even gain new skills.""}, {""sentence_id"": 1505, ""text"": ""While project based learning should make learning easier and more interesting, scaffolding goes a step beyond.""}]"
priva te  ,'priva te  ',6,"[{""sentence_id"": 650, ""text"": ""Your hotel or hosts (if staying in a guesthouse or private home) will likely have wifi or an internet connected PC, and all settlements have an internet cafe or some location with public wifi.""}, {""sentence_id"": 751, ""text"": ""Setting up a tent on private property or in a town of any size can easily attract unwanted attention.""}, {""sentence_id"": 765, ""text"": ""Families with children are a rare sight, but some hostels do allow them in private rooms.""}]"
e),'e)',6,"[{""sentence_id"": 650, ""text"": ""Your hotel or hosts (if staying in a guesthouse or private home) will likely have wifi or an internet connected PC, and all settlements have an internet cafe or some location with public wifi.""}, {""sentence_id"": 716, ""text"": ""Before the Spanish arrived in the 16th century, northern Chile was under Inca rule while the indigenous Araucanians (Mapuche) inhabited central and southern Chile.""}, {""sentence_id"": 810, ""text"": ""Canyoning combines elements from swimming, climbing and jumping--but requires relatively little training or physical shape to get started (compared to rock climbing, scuba diving or alpine skiing, for example).""}]"
getting ,'getting ',6,"[{""sentence_id"": 657, ""text"": ""The very long days in the summer can lead to problems getting sufficient sleep and associated health issues.""}, {""sentence_id"": 792, ""text"": ""Increasingly supermarkets are getting a more varied section of ready-made food. Some even provide a microwave oven or other means to heat food.""}, {""sentence_id"": 805, ""text"": ""Consider getting an eye exam at home, especially if insurance covers it, and bringing the prescription along to be filed elsewhere.""}]"
frequ en t,'frequ en t',6,"[{""sentence_id"": 661, ""text"": ""Its frequent portrayal in music, films, literature and popular culture has helped make the city and its landmarks known throughout the world.""}, {""sentence_id"": 823, ""text"": ""It can be better to use an agent who frequently books similar trips to yours.""}, {""sentence_id"": 875, ""text"": ""If you live in a city with a varied drinking culture, go to bars or pubs in neighborhoods you don't frequent.""}]"
music,'music',6,"[{""sentence_id"": 661, ""text"": ""Its frequent portrayal in music, films, literature and popular culture has helped make the city and its landmarks known throughout the world.""}, {""sentence_id"": 1467, ""text"": ""Feel free to pencil in your own marks, but remember the printed bowing marks are there for a musical reason, so they should usually be respected.""}, {""sentence_id"": 1790, ""text"": ""For some festivals, the vast majority of the attendants to music festivals decide to camp on site, and most attendants consider it a vital part of the experience.""}]"
aurant,'aurant',6,"[{""sentence_id"": 662, ""text"": ""San Francisco has developed a large tourist infrastructure with numerous hotels, restaurants, and top-notch convention facilities.""}, {""sentence_id"": 697, ""text"": ""Jerusalem has many historic, archeological and cultural sites, along with vibrant and crowded shopping centers, cafés, and restaurants.""}, {""sentence_id"": 726, ""text"": ""There are a number of restaurants surrounding the garden, and in the afternoons and evening there free concerts are often given from the central gazebo.""}]"
variation,'variation',6,"[{""sentence_id"": 666, ""text"": ""There are infinite variations possible, but this remains what most people mean when they talk of \""going to Disney World\"".""}, {""sentence_id"": 1156, ""text"": ""Infrared images show that the temperature variations from night and day show that they are likely caves.""}, {""sentence_id"": 1523, ""text"": ""Mutation adds new genetic variation, and selection removes it from the pool of expressed variation.""}]"
ickets ,'ickets ',6,"[{""sentence_id"": 667, ""text"": ""Many tickets sold online through auction websites such as eBay or Craigslist are partially used multi-day park-hopper tickets.""}, {""sentence_id"": 668, ""text"": ""While this is a very common activity, it is prohibited by Disney: the tickets are non-transferable.""}, {""sentence_id"": 854, ""text"": ""MetroPlus is more comfortable and less crowded but slightly more expensive, though still cheaper than normal metro tickets in Europe.""}]"
"it, ","'it, '",6,"[{""sentence_id"": 687, ""text"": ""The fabulous riches of the tomb are no longer in it, but have been removed to the Egyptian Museum in Cairo.""}, {""sentence_id"": 805, ""text"": ""Consider getting an eye exam at home, especially if insurance covers it, and bringing the prescription along to be filed elsewhere.""}, {""sentence_id"": 1278, ""text"": ""Although three people were inside the house when the car impacted it, none of them were hurt.""}]"
elsewher,'elsewher',6,"[{""sentence_id"": 688, ""text"": ""Visitors with limited time would be best to spend their time elsewhere.""}, {""sentence_id"": 805, ""text"": ""Consider getting an eye exam at home, especially if insurance covers it, and bringing the prescription along to be filed elsewhere.""}, {""sentence_id"": 852, ""text"": ""Several places in Rotorua offer geothermal hangi, while other hangi can be sampled in Christchurch, Wellington and elsewhere.""}]"
ours ,'ours ',6,"[{""sentence_id"": 703, ""text"": ""Tours are cheaper for larger groups, so if you're by yourself or with just one friend, try to meet other people and form a group of four to six for a better per-person rate.""}, {""sentence_id"": 816, ""text"": ""The Global Running Tours successor, Go Running Tours networks dozens of sightrunning providers on four continents.""}, {""sentence_id"": 817, ""text"": ""With roots in Barcelona's Running Tours Barcelona and Copenhagen's Running Copenhagen, it was quickly joined by Running Tours Prague based in Prague and others.""}]"
cave ,'cave ',6,"[{""sentence_id"": 710, ""text"": ""There's a tiny cave near the top that must be passed through, it is quite low and a rather tight squeeze.""}, {""sentence_id"": 1155, ""text"": ""All of the cave entrances, which were named \""The Seven Sisters\"", are at least 100 to 250 meters (328 to 820 feet) in diameter.""}, {""sentence_id"": 1455, ""text"": ""Muhammad was deeply interested in matters beyond this mundane life. He used to frequent a cave that became known as “Hira‘” on the Mountain of “Noor” (light) for contemplation.""}]"
Hait,'Hait',6,"[{""sentence_id"": 719, ""text"": ""The Dominican Republic (Spanish: República Dominicana) is a Caribbean country that occupies the eastern half of the island of Hispaniola, which it shares with Haiti""}, {""sentence_id"": 1201, ""text"": ""UN peacekeepers, whom arrived in Haiti after the 2010 earthquake, are being blamed for the spread of the disease which started near the troop's encampment.""}, {""sentence_id"": 1202, ""text"": ""According to the lawsuit, waste from the UN camp was not properly sanitized, causing bacteria to enter the tributary of the Artibonite River, one of Haiti's largest.""}]"
beach es  ,'beach es  ',6,"[{""sentence_id"": 720, ""text"": ""Besides white sand beaches and mountain landscapes, the country is home to the oldest European city in the Americas, now part of Santo Domingo.""}, {""sentence_id"": 1771, ""text"": ""North Shore beaches (in North Harbour district) are on the Pacific Ocean and stretch from Long Bay in the north to Devonport in the south.""}, {""sentence_id"": 1772, ""text"": ""They are almost all sandy beaches with safe swimming, and most have shade provided by pohutukawa trees.""}]"
ival ,'ival ',6,"[{""sentence_id"": 722, ""text"": ""Within a few short years following the arrival of European explorers, the population of Tainos had significantly been reduced by the Spanish conquerors""}, {""sentence_id"": 769, ""text"": ""Most of the temples do have an Annual festival starting from November end to Mid of May, which varies according to each temple's annual calendar.""}, {""sentence_id"": 772, ""text"": ""A World's Fair (commonly called World Exposition, or simply Expo) is large international festival of arts and sciences.""}]"
free ,'free ',6,"[{""sentence_id"": 726, ""text"": ""There are a number of restaurants surrounding the garden, and in the afternoons and evening there free concerts are often given from the central gazebo.""}, {""sentence_id"": 739, ""text"": ""The Cook Islands are an island country in free association with New Zealand, located in Polynesia, in the middle of the South Pacific Ocean.""}, {""sentence_id"": 763, ""text"": ""He emailed students at the local university and received an overwhelming number of offers for free accommodation.""}]"
exp en siv,'exp en siv',6,"[{""sentence_id"": 732, ""text"": ""Whistler (1.5 hour drive from Vancouver) is expensive but well-known because of the 2010 Winter Olympics.""}, {""sentence_id"": 806, ""text"": ""High-end brand-name frames available in such areas may have two problems; some may be knock-offs, and the real imported ones may be more expensive than at home.""}, {""sentence_id"": 854, ""text"": ""MetroPlus is more comfortable and less crowded but slightly more expensive, though still cheaper than normal metro tickets in Europe.""}]"
–,'–',6,"[{""sentence_id"": 764, ""text"": ""Hostels cater primarily to young people – a typical guest is in their twenties – but you can often find older travellers there too.""}, {""sentence_id"": 866, ""text"": ""If traveling in a developing country for the first time – or in a new part of the world – don't underestimate the potential culture shock.""}, {""sentence_id"": 914, ""text"": ""Real-time text translator apps – applications that are capable of automatically translating whole segments of text from one language into another.""}]"
es ),'es )',6,"[{""sentence_id"": 768, ""text"": ""Other skiing events will be at the Taizicheng ski area in Zhangjiakou, about 220 km (140 miles) from Beijing.""}, {""sentence_id"": 1052, ""text"": ""Current senator and Argentine First Lady Cristina Fernandez de Kirchner announced her presidential candidacy yesterday evening in La Plata, a city 50 kilometers (31 miles) away from Buenos Aires.""}, {""sentence_id"": 1180, ""text"": ""The earthquake was centered about 20 km (15 miles) north-northeast of Dillon, and about 65 km (40 miles) south of Butte.""}]"
giv es  ,'giv es  ',6,"[{""sentence_id"": 778, ""text"": ""It can usually be replenished fairly easily if you run out, and gives resolution roughly comparable to a current DSLR.""}, {""sentence_id"": 780, ""text"": ""This gives resolution almost four times that of a 35 mm negative (3136 mm2 versus 864).""}, {""sentence_id"": 1456, ""text"": ""he cave itself, which survived the times, gives a very vivid image of Muhammad’s spiritual inclinations.""}]"
consu,'consu',6,"[{""sentence_id"": 802, ""text"": ""Possible long term health events from excessive drinking can include liver damage and even blindness and death. The potential danger is increased when consuming illegally produced alcohol.""}, {""sentence_id"": 1165, ""text"": ""But the consumer market on laptop computer will be radically varied and changed after ASUS was awarded in the 2007 Taiwan Sustainable Award by Executive Yuan of the Republic of China.""}, {""sentence_id"": 1171, ""text"": ""Bishkek was described as sinking into a state of \""anarchy\"" by one observer, as gangs of people roamed the streets and plundered stores of consumer goods.""}]"
visa ,'visa ',6,"[{""sentence_id"": 832, ""text"": ""Registration is an additional requirement for the visa process. In some countries, you must register your presence and address where you are staying with the local authorities.""}, {""sentence_id"": 930, ""text"": ""While you may not need a visa for short visits to certain countries as a tourist or for business, going there as an international student generally requires a longer stay than going there just as a casual tourist.""}, {""sentence_id"": 931, ""text"": ""In general, staying in any foreign country for an extended period of time will require you to obtain a visa in advance.""}]"
pr es en c,'pr es en c',6,"[{""sentence_id"": 832, ""text"": ""Registration is an additional requirement for the visa process. In some countries, you must register your presence and address where you are staying with the local authorities.""}, {""sentence_id"": 1290, ""text"": ""Israel demands an ongoing military presence in the valley for ten years once an agreement is signed while the PA agrees to leave such presence only for five years.""}, {""sentence_id"": 1593, ""text"": ""Many observed rhythms in physiology and behavior often crucially depend on the presence of endogenous cycles and their production through biological clocks.""}]"
