sentence_id,split,row_index,text,segments,segment_count
667,dev,667,"Багато квитків, що продаються онлайн через аукціонні сайти, такі як eBay або Craigslist, є часткововикористаними багатоденними квитками до парків.","[""Б"",""ага"",""о "",""квитків, "",""що "",""прод"",""аються "",""он"",""лайн"","" "",""чер"",""з "",""аук"",""ціон"",""ні "",""сайти, "",""так"",""і "",""як"","" "",""eBay "",""або "",""Craigsl"",""ist, "",""є частков"",""ов"",""икористан"",""ими "",""бага"",""од"",""ен"",""ними "",""квитками "",""до "",""пар"",""ів.""]",36
668,dev,668,"Ця практика дуже поширена, проте Діснейленд її забороняє: передавати квитки не можна.","[""Ц"","" "",""прак"",""тик"",""а "",""дуже "",""по"",""ирен"",""а, "",""про"",""е "",""Дісн"",""ейлен"",""д "",""її "",""заб"",""орон"",""яє: "",""пер"",""давати "",""квитки "",""не "",""можн"",""а.""]",24
669,dev,669,Будь-який кемпінг у Великому каньйоні нижче кільця потребує дозволу на відвідування віддалених районів штату.,"[""Б"",""уд"",""-"",""як"",""ий "",""кем"",""пін"",""г "",""у "",""Велик"",""ому "",""кан"",""ьйон"",""і "",""нижче "",""кільця "",""по"",""реб"",""ує "",""дозв"",""олу "",""на "",""від"",""ід"",""ван"",""ня "",""від"",""ален"",""их "",""район"",""ів "",""шта"",""у.""]",33
670,dev,670,"Щоб захистити каньйон, існують обмеження щодо дозволів, які стають доступними у перший день місяця за чотири місяці до початкового.","[""Щ"",""об"","" "",""за"",""исти"",""и "",""кан"",""ьйон"","", "",""існ"",""ують "",""обм"",""ежен"",""ня "",""щод"","" "",""дозв"",""олів, "",""як"",""і "",""ста"",""ть "",""до"",""тупн"",""ими "",""у "",""пер"",""ий "",""ден"",""ь "",""міс"",""ця "",""за "",""чо"",""ири "",""міс"",""ці "",""до "",""по"",""атков"",""ого.""]",41
671,dev,671,"Таким чином, дозвіл на відвідування віддалених районів штату на будь-яку дату старту стає доступним 1 січня.","[""Т"",""ак"",""им "",""чин"",""ом, "",""дозв"",""іл "",""на "",""від"",""ідуван"",""ня "",""від"",""ален"",""их "",""район"",""ів "",""шта"",""у "",""на "",""буд"",""-"",""як"",""у "",""дату "",""ста"",""ту "",""ста"","" "",""до"",""тупн"",""им "",""1 січн"",""я.""]",33
672,dev,672,"Місця в найбільш популярних районах, таких як Брайт Енджел Кемпграунд коло Фентом Ранч, в основному заповнюються за разунок запитів, отриманих в перший же день початку бронювання.","[""М"",""іс"",""я "",""в "",""найбільш"","" "",""поп"",""улярн"",""их "",""район"",""ах, "",""так"",""их "",""як"","" "",""Брай"","" "",""Ен"",""джел "",""Кем"",""пг"",""аун"",""д "",""кол"","" "",""Фен"",""том "",""Ран"",""ч, "",""в "",""основ"",""н"",""ому "",""зап"",""ов"",""нюються "",""за "",""раз"",""н"",""ок "",""зап"",""итів, "",""отр"",""ман"",""их "",""в "",""пер"",""ий "",""же "",""ден"",""ь "",""по"",""атку "",""брон"",""юван"",""ня.""]",56
673,dev,673,"Є обмежена кількість дозволів, що можуть бути видані як запрошення на вхід, які є доступними за принципом хто прийшов першим, той першим і обслуговується.","[""Є "",""обм"",""ежен"",""а "",""кільк"",""ість "",""дозв"",""олів, "",""що "",""можуть "",""бути "",""вид"",""н"",""і "",""як"","" "",""зап"",""ро"",""ен"",""ня "",""на "",""вхід, "",""як"",""і "",""є до"",""тупн"",""ими "",""за "",""при"","""",""ципом"","" "",""хто "",""при"",""ш"",""ов"","" "",""пер"",""им, "",""той "",""пер"",""им "",""і "",""обслуг"",""ов"",""ується.""]",46
674,dev,674,"Автомобільна подорож Південною Африкою — це дивовижний спосіб побачити всю красу регіону, а також відвідати місця за межами звичайних туристичних маршрутів.","[""Ав"",""то"","""",""об"",""ільн"",""а "",""под"","""",""ож "",""Півден"",""ною "",""Африк"",""ою "",""— "",""це "",""дивов"",""ижн"",""ий "",""спо"",""іб "",""поб"",""ачити "",""всю "",""кра"",""у "",""рег"",""он"",""у, "",""а так"",""ож "",""від"",""ідати "",""міс"",""я "",""за "",""межами "",""звичайн"",""их "",""тур"",""стичн"",""их "",""мар"",""рутів.""]",43
675,dev,675,"Це можна зробити на звичайній машині якщо ретельно все спланувати, але дуже радимо 4x4,  та й у багато місцин можна дістатися тільки на 4x4 із довгою колісною базою.","[""Ц"","" "",""можн"",""а "",""зробити "",""на "",""звичайн"",""ій "",""машин"",""і "",""як"",""що "",""ретельн"",""о "",""все "",""сплан"",""увати, "",""але "",""дуже "",""рад"",""м"",""о "",""4x4, "","" "",""та "",""й "",""у "",""бага"",""о "",""міс"",""ин"","" "",""можн"",""а "",""діста"",""ися "",""тільк"",""и "",""на "",""4x4 "",""із "",""дов"",""го"","" "",""колі"",""н"",""ою "",""базо"","".""]",49
676,dev,676,"Майте на увазі, що хоча Південна Африка — стабільна, не всі сусідні країни такі.","[""М"",""ай"",""е "",""на "",""уваз"","", "",""що "",""хо"",""а "",""Півден"",""на "",""Африк"",""а "",""— "",""стабільн"",""а, "",""не "",""всі "",""сусід"","""",""і "",""кра"",""н"",""и "",""так"",""і.""]",26
677,dev,677,"Візові вимоги та витрати відрізняються від країни до країни, і залежать від того, звідки ви приїхали.","[""В"",""ізов"",""і "",""вим"",""оги "",""та "",""вит"",""ати "",""від"",""ізн"",""яються "",""від "",""кра"",""н"",""и "",""до "",""кра"",""н"",""и, "",""і "",""зал"",""жать "",""від "",""того, "",""звідк"",""и "",""ви при"",""хали.""]",28
678,dev,678,"У кожній країні також існують унікальні закони, що встановлюють перелік предметів першої необхідності, які мають бути у машині.","[""У "",""кожн"",""ій "",""кра"",""н"",""і "",""так"",""ож "",""існ"",""ують "",""ун"",""ікальн"",""і "",""зак"",""он"",""и, "",""що "",""встан"",""ов"",""люють "",""пер"",""лік"","" "",""пред"",""метів "",""пер"",""о"","" "",""необхідн"",""ості, "",""як"",""і "",""мають "",""бути "",""у "",""машин"",""і.""]",37
679,dev,679,"Вікторія Фолз — містечко на заході Зімбабве, через кордон від Лівінгстона, Замбія, та біля Ботсвани.","[""В"",""ік"",""то"",""ія "",""Фолз "",""— "",""міс"",""ечк"",""о "",""на "",""за"",""оді "",""Зімбаб"",""ве, "",""чер"",""з "",""ко"",""дон"","" "",""від "",""Лівін"",""гстон"",""а, "",""Зам"",""бія, "",""та "",""біля "",""Бо"",""сван"",""и.""]",30
680,dev,680,"Містечко розташоване поблизу водоспадів, і вони є головною туристичною принадою; але цей популярний туристичний напрямок пропонує і шукачам пригод, і прихильникам екскурсій безліч можливостей, щоб залишитися на довше.","[""М"",""іс"",""ечк"",""о "",""роз"",""ашов"",""ан"",""е "",""поб"",""лиз"","" "",""водо"",""п"",""адів, "",""і "",""вон"",""и "",""є голов"",""н"",""ою "",""тур"",""стичн"",""ою "",""при"","""",""адо"",""; "",""але "",""цей "",""поп"",""улярн"",""ий "",""тур"",""стичн"",""ий "",""нап"",""рям"",""ок"","" "",""проп"",""он"",""ує "",""і "",""шукачам "",""при"",""од, "",""і "",""при"",""ильн"",""икам "",""ек"",""ск"",""урсій "",""без"",""і"","" "",""можлив"",""о"",""тей, "",""щоб "",""зал"",""шитися "",""на "",""дов"",""ше.""]",65
681,dev,681,"У сезон дощів (з листопада до березня) обсяг води буде більшим, а водоспади будуть більш вражаючими.","[""У "",""сезон"","" "",""до"",""ів "",""(з "",""листоп"",""ада "",""до "",""бер"",""зн"",""я) "",""обсяг "",""води "",""буде "",""більш"",""им, "",""а водо"",""п"",""ади "",""буд"",""ть "",""більш"","" "",""вражаюч"",""им"",""и.""]",27
682,dev,682,"Ви точно змокнете, якщо переходитимете міст або гулятимете тропами, що звиваються поруч із водоспадами.","[""В"",""и то"",""н"",""о "",""змок"",""нете, "",""як"",""що "",""пер"",""ходи"",""им"",""ете "",""міс"","" "",""або "",""гуля"",""им"",""ете "",""троп"",""ами, "",""що "",""звиваються "",""по"",""уч "",""із "",""водо"",""п"",""адами.""]",28
683,dev,683,"З іншого боку, якраз через те що об'єм води такий великий, спостереження вами власне водопаду може бути обмежене — всією водою!","[""З"","" "",""ін"",""шого "",""бок"",""у, "",""як"",""раз "",""чер"",""з "",""те "",""що "",""об'"",""єм "",""води "",""так"",""ий "",""велик"",""ий, "",""спо"",""тер"",""жен"",""ня "",""вами "",""вла"",""н"",""е "",""водоп"",""ад"","" "",""може "",""бути "",""обм"",""ежен"",""е "",""— "",""всією "",""водо"",""!""]",39
684,dev,684,"Гробниця Тутанхамона (KV62). KV62, можливо, найвідоміша з гробниць у Долині, місці відкриття Говардом Картером у 1922 році майже неторканого королівського поховання молодого монарха.","[""Г"",""роб"",""н"",""иця "",""Тутан"",""хамон"",""а "",""(KV62). "",""KV62, "",""можлив"",""о, "",""найв"",""ід"",""м"",""іша "",""з "",""гроб"",""н"",""иць "",""у "",""Долин"",""і, "",""міс"",""і "",""від"","""",""риття "",""Гова"",""дом"","" "",""Картер"",""м "",""у "",""1922 "",""році "",""майже "",""нет"","""",""кан"",""ого "",""ко"",""олівськ"",""ого "",""по"",""ов"",""ан"",""ня "",""молод"",""ог"",""о "",""мон"",""арха.""]",52
685,dev,685,"Однак у порівнянні з більшістю інших королівських гробниць могилу Тутанхамона заледве варто відвідувати, оскільки вона набагато менша та скупо прикрашена.","[""Од"",""н"",""ак "",""у "",""по"",""івн"",""ян"",""ні "",""з "",""більш"",""істю "",""ін"",""ших "",""ко"",""олівськ"",""их "",""гроб"",""н"",""иць "",""могилу "",""Тутан"",""хамон"",""а "",""зал"",""дв"",""е "",""вар"",""о "",""від"",""ід"",""ва"",""и, "",""оск"",""ільк"",""и "",""вон"",""а "",""наб"",""ага"",""о "",""мен"",""ша "",""та "",""ск"",""упо "",""при"","""",""рашен"",""а.""]",49
686,dev,686,"Будь-хто, кому цікаво побачити докази пошкоджень, завданих мумії під час спроб вийняти її з саркофагу, буде розчарований, оскільки видно лише голову й плечі.","[""Б"",""уд"",""-"",""хто, "",""ком"",""у "",""цік"",""ав"",""о "",""поб"",""ачити "",""док"",""ази "",""по"",""коджен"",""ь, "",""зав"",""дан"",""их "",""мумії "",""під "",""час "",""спроб"","" "",""вийн"",""яти "",""її "",""з "",""саркофагу, "",""буд"","" "",""роз"",""аров"",""ан"",""ий, "",""оск"",""ільк"",""и "",""вид"","""",""о "",""лише "",""голов"",""у "",""й "",""пле"",""і.""]",47
687,dev,687,"Знамениті скарби гробниці більше не знаходяться у ній, а були перенесені до Єгипетського Музею в Каїрі.","[""З"",""н"",""амен"",""иті "",""ск"",""арби "",""гроб"",""н"",""иці "",""більш"",""е "",""не "",""зн"",""аходяться "",""у "",""ній, "",""а були "",""пер"",""н"",""есен"",""і "",""до "",""Єгипетськ"",""ого "",""Музе"","" "",""в "",""Каї"",""і.""]",29
688,dev,688,"Відвідувачам, які мають обмежений час, краще присвятити його іншому місцю.","[""В"",""ід"","""",""ід"",""ва"",""ам"","", "",""як"",""і "",""мають "",""обм"",""ежен"",""ий "",""час, "",""кра"",""е "",""при"",""вятити "",""його "",""ін"",""шому "",""міс"",""ю.""]",23
689,dev,689,"Краом в 12 км на північний захід від Сіємреапа. Цей храм на вершині пагорба був побудований в кінці 9 століття, під час правління короля Ясовармана.","[""К"",""раом"","" "",""в "",""12 "",""км "",""на "",""півн"",""ічн"",""ий "",""за"",""ід "",""від "",""Сіємреап"",""а. "",""Цей "",""храм "",""на "",""вер"",""ин"",""і "",""паго"",""ба "",""був "",""поб"",""удов"",""ан"",""ий "",""в "",""кін"",""ці "",""9 стол"",""іття, "",""під "",""час "",""прав"",""лін"",""ня "",""ко"",""оля "",""Ясов"",""арм"",""ан"",""а.""]",44
690,dev,690,"На схил варто видертися заради похмурої атмосфери замку та краєвиду, що відкривається на озеро Тонлесап.","[""Н"",""а "",""схил "",""вар"",""о "",""вид"",""р"",""ися "",""за"",""ади "",""по"",""муро"","" "",""атмо"",""фер"","" "",""зам"",""ку "",""та "",""кра"",""в"",""ид"","", "",""що "",""від"","""",""ривається "",""на "",""озеро "",""Тон"",""ле"",""ап"","".""]",33
691,dev,691,Подорож на місце можна зручно поєднати з прогулянкою озером у човні.,"[""П"",""од"","""","""",""ож "",""на "",""міс"",""е "",""можн"",""а "",""зр"",""чн"",""о "",""по"",""дн"",""ати "",""з "",""прог"",""улян"",""кою "",""озером "",""у "",""чов"",""н"",""і.""]",25
692,dev,692,"На шляху до храму необхідно перейти Ангкорський перевал, тож не забудьте захопити паспорт, збираючись до Тонлесапу.","[""Н"",""а "",""шля"",""у "",""до "",""храму "",""необхідн"",""о "",""пер"",""йти "",""Ан"",""гкорськ"",""ий "",""пер"",""в"",""ал, "",""тож "",""не "",""заб"",""уд"",""те "",""за"",""оп"",""ити "",""паспо"",""т, "",""зби"",""аюч"",""ись "",""до "",""Тон"",""ле"",""ап"",""у.""]",34
693,dev,693,"Єрусалим – це столиця і найбільше місто Ізраїлю, однак більшість інших країн та ООН не визнають його як столицю Ізраїлю.","[""Є"","""",""салим"","" "",""– "",""це "",""стол"",""иця "",""і "",""найбільш"",""е "",""міс"",""о "",""Із"",""а"",""лю, "",""одн"",""ак "",""більш"",""ість "",""ін"",""ших "",""кра"",""н"","" "",""та "",""ООН"","" "",""не "",""визн"",""ають "",""його "",""як"","" "",""стол"",""ицю "",""Ізра"",""лю.""]",38
694,dev,694,"Стародавнє місто на Юдейських пагорбах має захопливу історію, що налічує тисячі років.","[""С"",""а"",""одавн"",""є "",""міс"",""о "",""на "",""Юдейськ"",""их "",""паго"",""б"",""ах "",""має "",""за"",""оп"",""лив"",""у "",""істо"",""ію, "",""що "",""нал"","""",""ує "",""ти"",""ячі "",""рок"",""ів.""]",27
695,dev,695,"Місто є священним для трьох монотеїстичних віросповідань – юдаїзму, християнства та ісламу, і виступає в ролі духовного, релігійного і культурного центру.","[""М"",""іс"",""о "",""є свя"",""ен"",""ним "",""для "",""тр"",""о"","" "",""мон"",""отеїстичн"",""их "",""ві"",""о"",""п"",""ов"",""ідан"",""ь "",""– "",""юдаїзм"",""у, "",""хри"",""тиян"",""ств"",""а "",""та "",""ісламу, "",""і "",""вис"",""упає "",""в "",""ролі "",""духов"",""н"",""ого, "",""рел"",""гійн"",""ого "",""і "",""культу"",""н"",""ого "",""цен"",""тру.""]",45
696,dev,696,"Через релігійне значення міста і, зокрема, безліч пам'яток у районі Старого міста, Єрусалим є одним з основних туристичних напрямків в Ізраїлі.","[""Че"","""",""з "",""рел"",""гійн"",""е "",""зн"",""ачен"",""ня "",""міс"",""а "",""і, "",""зок"",""рем"",""а, "",""без"",""і"","" "",""пам'"",""яток"","" "",""у "",""район"",""і "",""Ста"",""ог"",""о "",""міс"",""а, "",""Єрусалим"","" "",""є одн"",""им "",""з "",""основ"",""н"",""их "",""тур"",""стичн"",""их "",""нап"",""рям"",""ків "",""в "",""Ізраїлі.""]",45
697,dev,697,"В Єрусалимі є багато історичних, археологічних і культурних пам'яток, а також яскравих і багатолюдних торгових центрів, кафе і ресторанів.","[""В"","" "",""Єрусалим"",""і "",""є бага"",""о "",""істо"",""ичн"",""их, "",""ар"",""еол"",""ог"",""ічн"",""их "",""і "",""культу"",""н"",""их "",""пам'"",""яток"","", "",""а так"",""ож "",""яск"",""рав"",""их "",""і "",""бага"",""ол"",""юдн"",""их "",""то"",""гов"",""их "",""цен"",""трів, "",""кафе "",""і "",""рес"",""о"",""ан"",""ів.""]",42
698,dev,698,Еквадор вимагає від громадян Куби лист із запрошенням для в’їзду в Еквадор через міжнародні аеропорти або прикордонні пункти пропуску.,"[""Ек"",""вадо"","" "",""вим"",""агає "",""від "",""гром"",""адян"","" "",""Куби "",""лист "",""із "",""зап"",""ро"",""ен"",""ням "",""для "",""в’"",""їзд"","" "",""в "",""Ек"",""вадо"","" "",""чер"",""з "",""міжн"",""ародн"",""і "",""аер"",""п"",""о"",""ти "",""або "",""при"","""",""ордон"",""ні "",""пун"",""кти "",""проп"",""уск"",""у.""]",43
699,dev,699,Цей лист має бути складеним відповідно до певних вимог та узаконеним Міністерством закордонних справ Еквадору.,"[""Ц"",""й "",""ли"",""т "",""має "",""бути "",""ск"",""ладен"",""им "",""від"",""ов"",""ідн"",""о "",""до "",""певн"",""их "",""вим"",""ог "",""та "",""узак"",""он"",""ен"",""им "",""Мін"",""істер"",""тв"",""ом "",""зак"",""ордон"",""них "",""справ"","" "",""Ек"",""вадо"",""у.""]",35
700,dev,700,Ці вимоги розроблені для забезпечення організованого міграційного потоку між двома країнами.,"[""Ц"","" "",""вим"",""оги "",""роз"",""облен"",""і "",""для "",""заб"",""езп"",""ечен"",""ня "",""орган"",""ізов"",""ан"",""ого "",""міг"",""аційн"",""ого "",""по"",""ок"",""у "",""між "",""двома "",""кра"",""н"",""ами.""]",27
701,dev,701,"Громадянам Куби, які є власниками ""зеленої карти"" США, необхідно відвідати Консульство Еквадору, щоб отримати звільнення від цієї вимоги.","[""Г"",""ром"",""ад"",""н"",""ам "",""Куби, "",""як"",""і "",""є вла"",""н"",""иками "",""\""зелен"",""ої "",""карти\"" "",""США, "",""необхідн"",""о "",""від"",""ідати "",""Кон"",""сульств"",""о "",""Ек"",""вадо"",""у, "",""щоб "",""отр"",""мати "",""звільн"",""ен"",""ня "",""від "",""ціє"","" "",""вим"",""оги.""]",36
702,dev,702,Ваш паспорт повинен бути дійсним протягом щонайменше 6 місяців після дат поїздки. Для підтвердження тривалості поїздки необхідний зворотній квиток або квиток в третю країну.,"[""В"",""а"","""","" "",""паспо"",""т "",""пов"",""ин"",""ен"","" "",""бути "",""дійсн"",""им "",""про"",""ягом "",""щон"",""айм"",""ен"",""ше "",""6 місяців "",""пі"",""ля "",""дат "",""по"",""здк"",""и. "",""Для "",""під"",""вер"",""жен"",""ня "",""три"",""ало"",""ті "",""по"",""здк"",""и "",""необхідн"",""ий "",""зво"",""отн"",""ій "",""квиток"","" "",""або "",""квиток"","" "",""в "",""тре"",""ю "",""кра"",""н"",""у.""]",53
703,dev,703,"Для великих груп тури дешевші, тож якщо ви мандруєте на самоті або з одним другом, спробуйте знайти інших людей і сформувати групу з чотирьох-шести осіб, щоб отримати найкращу ціну на одну людину.","[""Д"",""ля "",""велик"",""их "",""гр"",""п "",""тури "",""дешев"",""ші, "",""тож "",""як"",""що "",""ви ман"",""друєте "",""на "",""сам"",""оті "",""або "",""з "",""одн"",""им "",""друг"",""ом, "",""спроб"",""уйте "",""зн"",""айти "",""ін"",""ших "",""людей "",""і "",""сформувати "",""гр"",""пу "",""з "",""чо"",""ир"",""о"",""-"",""шести "",""осіб, "",""щоб "",""отр"",""мати "",""найк"",""ра"","""",""у "",""цін"",""у "",""на "",""одн"",""у "",""людин"",""у.""]",55
704,dev,704,"Проте це насправді не мало б вас турбувати, оскільки часто туристи розподілені так, аби заповнили машини.","[""П"",""ро"",""е "",""це "",""насп"",""рав"",""ді "",""не "",""мал"","" "",""б "",""вас "",""тур"","""",""ува"",""и, "",""оск"",""ільк"",""и "",""часто "",""тур"",""сти "",""розп"",""од"",""лен"",""і "",""так"","", "",""аби "",""зап"",""ов"",""нили "",""машин"",""и.""]",34
705,dev,705,"Насправді це більше схоже на спосіб, як змусити людей повірити в те, що їм необхідно платити більше.","[""Н"",""а"",""п"",""рав"",""ді "",""це "",""більш"",""е "",""схоже "",""на "",""спо"",""іб, "",""як"","" "",""змусити "",""людей "",""пов"",""ірити "",""в "",""те, "",""що "",""їм "",""необхідн"",""о "",""пла"",""ити "",""більш"",""е.""]",28
706,dev,706,"Над північним краєм Мачу-Пікчу височить ця крута гора, і часто стає фоном для численних фотографій руїн.","[""Н"",""ад "",""півн"",""ічн"",""им "",""кра"",""м"","" "",""Мачу-"",""Пік"",""чу "",""висо"",""ить "",""ця кру"",""а "",""го"",""а, "",""і "",""часто "",""ста"","" "",""фон"",""ом "",""для "",""чи"",""лен"",""них "",""фото"","""",""ра"",""ій "",""руїн"","".""]",33
707,dev,707,"Знизу це виглядає трохи бентежно, це крутий і важкий підйом, але більшість людей в хорошій фізичній формі мали б його подолати приблизно за 45 хвилин.","[""З"",""н"",""из"","" "",""це "",""виглядає "",""тро"",""и "",""бен"",""тежн"",""о, "",""це "",""кру"",""ий "",""і "",""важк"",""ий "",""під"",""ом"","", "",""але "",""більш"",""ість "",""людей "",""в "",""хо"",""ош"",""ій "",""фізичн"",""ій "",""форм"",""і "",""мал"","" "",""б "",""його "",""под"",""лати "",""при"",""лизн"",""о "",""за "",""45 "",""хвилин"","".""]",45
708,dev,708,"Більша частина шляху викладена кам'яними сходинками, а місця з крутішим схилом обладнані сталевими тросами, які служать додатковим поруччям.","[""Б"",""ільш"",""а "",""частин"",""а "",""шля"",""у "",""вик"",""ладен"",""а "",""кам'"",""ян"",""ими "",""сходин"",""ками, "",""а міс"",""я "",""з "",""кру"",""і"",""им "",""схилом"","" "",""облад"","""",""ан"",""і "",""сталев"",""ими "",""тро"",""ам"",""и, "",""як"",""і "",""служать "",""дода"",""ков"",""им "",""по"",""учч"",""ям.""]",41
709,dev,709,"Проте, очікуйте, що ви не зможете вдихнути повітря і подбайте про більш круті ділянки, особливо коли вони мокрі, так як вони можуть стати небезпечними в короткий проміжок часу.","[""П"",""ро"",""е, "",""очікуйте, "",""що "",""ви не "",""зможете "",""вдихн"",""ути "",""пов"",""ітря "",""і "",""под"",""айте "",""про "",""більш"","" "",""кру"",""і "",""ділян"",""ки, "",""особ"",""лив"",""о "",""кол"","" "",""вон"",""и "",""мок"",""рі, "",""так"","" "",""як"","" "",""вон"",""и "",""можуть "",""ста"",""и "",""небезп"",""ечн"",""ими "",""в "",""ко"",""о"",""кий "",""пром"",""іжок"","" "",""часу.""]",50
710,dev,710,"Біля вершини є крихітна печера, яка має бути пройдена, вона доволі низька і дещо тісна.","[""Б"",""іля "",""вер"",""ин"",""и "",""є крихітн"",""а "",""печер"","", "",""як"",""а "",""має "",""бути "",""пройден"",""а, "",""вон"",""а "",""дов"",""олі "",""низ"",""к"",""а "",""і "",""дещо "",""ті"",""н"",""а.""]",27
711,dev,711,"Відвідати цікавинки та побачити дику природу Галапагоських островів найкраще на човні, беручи приклад Чарльза Дарвіна у 1835 році.","[""В"",""ід"","""",""ід"",""ти "",""цік"",""ав"",""ин"",""ки "",""та "",""поб"",""ачити "",""дик"",""у "",""при"",""оду "",""Галап"",""аг"",""о"",""ьк"",""их "",""остров"",""ів "",""найк"",""ра"","""",""е "",""на "",""чов"",""н"",""і, "",""бер"",""чи "",""при"","""",""лад "",""Ча"","""",""ьза "",""Дарвін"",""а "",""у "",""1835 "",""році.""]",44
712,dev,712,Понад 60 круїзних лайнерів місткістю від 8 до 100 пасажирів здійснюють круїзи по Галапагоським водам.,"[""П"",""он"",""ад "",""60 "",""круїзн"",""их "",""лайн"",""ер"",""в "",""міс"",""к"",""істю "",""від "",""8 до "",""100 "",""пасажир"",""в "",""зд"",""йсн"",""юють "",""кру"",""зи "",""по "",""Галапаго"",""ьк"",""им "",""водам.""]",27
713,dev,713,Більшість людей резервують свої місця завчасно (оскільки у високий сезон човни зазвичай заповнені).,"[""Б"",""ільш"",""ість "",""людей "",""рез"","""",""вують "",""сво"","" "",""міс"",""я "",""зав"",""часн"",""о "",""(оск"",""ільк"",""и "",""у "",""висок"",""ий "",""сезон"","" "",""чов"",""н"",""и "",""зазв"",""ичай "",""зап"",""ов"",""нен"",""і).""]",31
714,dev,714,"Переконайтесь, що агент, через якого ви здійснюєте бронювання, є фахівцем з Галапагоських островів, який добре знає різноманітні кораблі.","[""П"",""ер"",""к"",""он"",""айтес"",""ь, "",""що "",""аген"",""т, "",""чер"",""з "",""як"",""ого "",""ви зд"",""йсн"",""юєте "",""брон"",""юван"",""ня, "",""є фахів"",""ем"","" "",""з "",""Галапаго"",""ьк"",""их "",""остров"",""ів, "",""як"",""ий "",""доб"",""ре "",""зн"",""ає "",""різн"",""оман"",""ітн"",""і "",""ко"",""аблі.""]",40
715,dev,715,"Це гарантуватиме, що ваші конкретні інтереси та/або обмеження відповідатимуть судну, яке найбільше їм підходить.","[""Ц"","" "",""га"",""ан"",""тува"",""им"",""е, "",""що "",""ваш"",""і "",""кон"",""кретн"",""і "",""ін"",""тер"",""си "",""та/"",""або "",""обм"",""ежен"",""ня "",""від"",""ов"",""ідатим"",""уть "",""суд"","""",""у, "",""як"",""е "",""найбільш"",""е "",""їм "",""під"",""оди"",""ь.""]",36
716,dev,716,"До того, як у 16 столітті прибули іспанці, північна частина Чилі перебувала під владою Інків, в той час як корінні Арауканці (Мапуче) жили у центральній і південній частині Чилі.","[""Д"",""о "",""того, "",""як"","" "",""у "",""16 "",""стол"",""ітті "",""при"",""ули "",""іспан"",""ці, "",""півн"",""ічн"",""а "",""частин"",""а "",""Чилі "",""пер"",""б"",""увала "",""під "",""владо"","" "",""Ін"",""ків, "",""в "",""той "",""час "",""як"","" "",""ко"",""ін"",""ні "",""Араукан"",""ці "",""(Мап"",""уче) "",""жили "",""у "",""цен"",""тральн"",""ій "",""і "",""півден"",""ній "",""частин"",""і "",""Чилі.""]",50
717,dev,717,"Мапуче були також однією з останніх незалежних корінних груп американців, яку не поглинуло іспаномовне володарювання аж до незалежності Чилі.","[""М"",""ап"",""уче "",""були "",""так"",""ож "",""одн"",""ією "",""з "",""остан"",""ніх "",""нез"",""лежн"",""их "",""ко"",""ін"",""них "",""гр"",""п "",""американ"",""ців, "",""як"",""у "",""не "",""пог"",""лин"",""уло "",""іспан"",""омовн"",""е "",""волод"",""арюван"",""ня "",""аж "",""до "",""нез"",""лежн"",""ості "",""Чилі.""]",39
718,dev,718,"Хоча Чілі проголосила незалежність 1810-го (посеред наполеонівських війн, які залишили Іспанію без функціонального центрального уряду на кілька років), рішуча перемога над Іспанією не була досягнута аж до 1818-го.","[""Х"",""о"",""а "",""Чілі "",""прог"",""оло"",""ила "",""нез"",""лежн"",""ість "",""1810-"",""го "",""(по"",""еред "",""нап"",""олеон"",""івськ"",""их "",""війн"","", "",""як"",""і "",""зал"",""шили "",""Іспан"",""ію "",""без "",""фун"",""кціон"",""альн"",""ого "",""цен"",""тральн"",""ого "",""ур"",""ду "",""на "",""кільк"",""а "",""рок"",""ів), "",""рішуча "",""пер"",""м"",""ога "",""над "",""Іспан"",""ією "",""не "",""була "",""до"",""ягн"",""ута "",""аж "",""до "",""1818-"",""го.""]",57
719,dev,719,"Домініканська Республіка (ісп. República Dominicana) — карибська країна, яка займає східну половину острова Еспаньйол, який вона розділяє з Гаїті.","[""Д"",""ом"",""ін"",""ікан"",""ськ"",""а "",""Республік"",""а "",""(ісп. "",""Repúblic"",""a "",""Domin"",""ican"",""a) "",""— "",""кар"",""бськ"",""а "",""кра"",""н"",""а, "",""як"",""а "",""займ"",""ає "",""східн"",""у "",""пол"",""в"",""ину "",""остров"",""а "",""Еспан"",""ьйол"","", "",""як"",""ий "",""вон"",""а "",""розд"",""ляє "",""з "",""Гаїті.""]",43
720,dev,720,"Окрім пляжів із білим піском і гірських ландшафтів, країна є домом для найстаршого європейського міста в Америках, що тепер є частиною Санто-Домінго.","[""Ок"",""рім "",""пл"",""жів "",""із "",""білим"","" "",""пі"",""к"",""ом "",""і "",""гі"",""ськ"",""их "",""лан"",""дшафтів, "",""кра"",""н"",""а "",""є дом"",""ом "",""для "",""най"",""та"",""шого "",""європ"",""ейськ"",""ого "",""міс"",""а "",""в "",""Америк"",""ах, "",""що "",""теп"",""ер "",""є частин"",""ою "",""Сан"",""то-"",""Дом"",""ін"",""го.""]",43
