sentence_id,split,row_index,text,segments,segment_count
420,dev,420,"Around the 15th century, northern Estonia was under great cultural influence of Germany.","[""Ar"",""ou"",""nd"","" "",""t"",""he "",""15t"",""h "",""c en t"",""ury, "",""nor"",""t"",""hern "",""Est"",""onia "",""was "",""under"","" "",""great"","" "",""cult"",""ural "",""infl"",""u en ce "",""of "",""Ger"",""man"",""y.""]",28
421,dev,421,"Some German monks wanted to bring God closer to the native people, so they invented the Estonian literal language.","[""S"",""om"",""e "",""Ger"",""man"","" "",""mon"",""ks "",""wan te d "",""t"",""o "",""bring "",""God "",""close"",""r"","" "",""t"",""o "",""t"",""he "",""nat"",""ive "",""people, "",""so "",""t"",""hey "",""inv en te d "",""t"",""he "",""Est"",""onian"","" "",""li te ral "",""languag"",""e.""]",35
422,dev,422,"It was based on the German alphabet and one character ""Õ/õ"" was added.","[""It"","" "",""was "",""base"",""d "",""on "",""t"",""he "",""Ger"",""man"","" "",""alphab"",""et"","" "",""and "",""one "",""char"",""ac te r"","" "",""\"""",""Õ/"",""õ\"""","" "",""was "",""added.""]",25
423,dev,423,"As time passed, many words that were borrowed from German coalesced. This was the beginning of enlightenment.","[""As"","" t"",""ime "",""pass"",""ed, "",""man"",""y "",""wor"",""ds "",""t"",""hat "",""were "",""bor"",""rowed "",""fr"",""om "",""Ger"",""man"","" "",""coal es ced. "",""T"",""hi s "",""was "",""t"",""he "",""beginning "",""of "",""en ligh te nm en t"","".""]",29
424,dev,424,"Traditionally, the heir to the throne would go straight into the military after finishing school.","[""T"",""radit"",""ion"",""all"",""y, "",""t"",""he "",""heir "",""t"",""o "",""t"",""he "",""t"",""hrone "",""would"","" "",""go "",""st"",""raight"","" "",""int"",""o "",""t"",""he "",""mil"",""it"",""ary "",""af te r"","" "",""fin"",""is hi n"",""g "",""school"","".""]",34
425,dev,425,"However, Charles went to university at Trinity College, Cambridge where he studied Anthropology and Archaeology, and later History, earning a 2:2 (a lower second class degree).","[""H"",""ow"",""ever"","", "",""Char"",""l"",""es  "",""w en t"","" "",""t"",""o "",""univer"",""sit"",""y "",""at"","" "",""T"",""rinit"",""y "",""Col"",""l"",""ege, "",""Cambr"",""idg"",""e "",""wher"",""e "",""he "",""st"",""udied "",""Ant"",""hrop"",""ol"",""og"",""y "",""and "",""Archaeol"",""og"",""y, "",""and "",""la te r "",""Hist"",""ory, "",""earning "",""a "",""2:2"","" "",""(a "",""lower "",""second"","" "",""class"","" "",""degree)"","".""]",55
426,dev,426,Charles was the first member of the British Royal Family to be awarded a degree.,"[""C"",""h"",""ar"",""l"",""es  "",""was "",""t"",""he "",""first"","" "",""member"","" "",""of "",""t"",""he "",""Brit"",""ish "",""Royal "",""Famil"",""y "",""t"",""o "",""be "",""awar"",""ded "",""a "",""degree.""]",27
427,dev,427,European Turkey (eastern Thrace or Rumelia in the Balkan peninsula) includes 3% of the country.,"[""E"",""ur"",""op"",""ean"","" "",""T"",""urkey "",""(eas te r"",""n "",""T"",""hrace "",""or "",""Rumel"",""ia "",""in "",""t"",""he "",""Balk"",""an "",""p en insu"",""la) "",""incl"",""ud es  "",""3% "",""of "",""t"",""he "",""count"",""ry.""]",29
428,dev,428,"The territory of Turkey is more than 1,600 kilometres (1,000 mi) long and 800 km (500 mi) wide, with a roughly rectangular shape.","[""T"",""he "",""te rr"",""it"",""ory "",""of "",""T"",""urkey "",""is "",""mor"",""e "",""t"",""han "",""1,600 "",""kilomet"",""r es  "",""(1,0"",""00 "",""mi) "",""long "",""and "",""800 "",""km "",""(500 "",""mi) "",""wide, "",""wit"",""h "",""a "",""rough"",""l"",""y "",""rect"",""angul"",""ar "",""shape.""]",36
429,dev,429,"Turkey's area, including lakes, occupies 783,562 square kilometres (300,948 sq mi), of which 755,688 square kilometres (291,773 sq mi) are in south west Asia and 23,764 square kilometres (9,174 sq mi) in Europe.","[""T"",""ur"",""key'"",""s "",""area, "",""incl"",""udin"",""g "",""lak es, "",""occup"",""i es  "",""783,5"",""62 "",""squar"",""e "",""kilomet"",""r es  "",""(300,9"",""48 "",""sq "",""mi), "",""of "",""w hi ch "",""755,6"",""88 "",""square "",""kilomet"",""r es  "",""(291,7"",""73 "",""sq "",""mi) "",""are "",""in "",""sout"",""h "",""w es t"","" "",""Asia "",""and "",""23,7"",""64 "",""square "",""kilomet"",""r es  "",""(9,1"",""74 "",""sq "",""mi) "",""in "",""Europ"",""e.""]",52
430,dev,430,"Turkey's area makes it the world's 37th-largest country, and is about the size of Metropolitan France and the United Kingdom combined.","[""T"",""ur"",""key'"",""s "",""area "",""mak es  "",""it "",""t"",""he "",""wor"",""ld'"",""s "",""37t"",""h-"",""lar"",""g es t"","" "",""count"",""ry, "",""and "",""is "",""about"","" "",""t"",""he "",""size "",""of "",""Met"",""ropol"",""it"",""an "",""Fr"",""ance "",""and "",""t"",""he "",""Uni te d "",""Kin"",""gdom"","" "",""comb"",""ined.""]",42
431,dev,431,"Turkey is encircled by seas on three sides: the Aegean Sea to the west, the Black Sea to the north and the Mediterranean Sea to the south.","[""T"",""ur"",""key "",""is "",""en circl"",""ed "",""by "",""seas "",""on "",""t"",""hree "",""sid"",""es : "",""t"",""he "",""Aegean "",""Sea "",""t"",""o "",""t"",""he "",""w es t"","", "",""t"",""he "",""Black"","" "",""Sea "",""t"",""o "",""t"",""he "",""nor"",""t"",""h "",""and "",""t"",""he "",""Med"",""i te rr"",""anean"","" "",""Sea "",""t"",""o "",""t"",""he "",""sout"",""h.""]",49
432,dev,432,Luxembourg has a long history but its independence dates from 1839.,"[""L"",""uxem"",""bour"",""g"","" "",""has "",""a "",""lon"",""g "",""hi st"",""ory "",""but"","" "",""its "",""indep en d en c"",""e "",""da te s "",""from "",""1839.""]",19
433,dev,433,Present-day parts of Belgium were part of Luxembourg in the past but became Belgian after the 1830s Belgian Revolution.,"[""P"",""r"",""es en t"",""-"",""day "",""part"",""s "",""of "",""Bel"",""gium "",""were "",""part"","" "",""of "",""Luxembour"",""g "",""in "",""t"",""he "",""past"","" "",""but"","" "",""became "",""Bel"",""gian"","" "",""af te r"","" "",""t"",""he "",""1830s "",""Bel"",""gian"","" "",""Rev"",""olution"","".""]",38
434,dev,434,Luxembourg has always tried to remain a neutral country but it was occupied in both World War I and World War II by Germany.,"[""L"",""uxem"",""bour"",""g"","" "",""has "",""always "",""t"",""ried "",""t"",""o "",""rem"",""ain "",""a "",""neut"",""ral "",""count"",""ry "",""but"","" "",""it "",""was "",""occup"",""ied "",""in "",""bot"",""h "",""Wor"",""ld "",""War"","" "",""I "",""and "",""Wor"",""ld "",""War"","" "",""II "",""by "",""Ger"",""man"",""y.""]",42
435,dev,435,In 1957 Luxembourg became a founding member of the organization which is today known as the European Union.,"[""In "",""1957 "",""Luxembour"",""g "",""became "",""a "",""found"",""in"",""g "",""member"","" "",""of "",""t"",""he "",""organizat"",""ion"","" "",""w hi ch "",""is "",""t"",""oday "",""known "",""as "",""t"",""he "",""Europ"",""ean"","" "",""Union"","".""]",30
436,dev,436,The Drukgyal Dzong is a ruined fortress and Buddhist monastery in the upper part of the Paro District (in Phondey Village).,"[""T"",""he "",""D ru kgyal "",""Dzong "",""is "",""a "",""ru ined "",""for"",""t"",""r es s "",""and "",""Budd"",""hi st"","" "",""mon"",""as te r"",""y "",""in "",""t"",""he "",""upper"","" "",""part"","" "",""of "",""t"",""he "",""Paro "",""Dist"",""rict "",""(in "",""Phon"",""dey "",""Vill"",""age)"","".""]",36
437,dev,437,"It is said that in 1649, Zhabdrung Ngawang Namgyel created the fortress to commemorate his victory against the Tibetan-Mongol forces.","[""It"","" "",""is "",""said "",""t"",""hat "",""in "",""1649, "",""Zhabd ru ng "",""Ngawang "",""Namgyel "",""crea te d "",""t"",""he "",""for"",""t"",""r es s "",""t"",""o "",""comm"",""emor"",""a te"","" "",""hi s "",""victory "",""against"","" "",""t"",""he "",""T"",""ibetan-"",""Mon"",""gol"","" "",""for"",""c es.""]",36
438,dev,438,"In 1951, a fire caused for only some of the relics of the Drukgyal Dzong to remain, such as the image of Zhabdrung Ngawang Namgyal.","[""In "",""1951, "",""a "",""fire "",""cause"",""d "",""for"","" "",""only "",""som"",""e "",""of "",""t"",""he "",""rel"",""ics "",""of "",""t"",""he "",""D ru kgyal "",""Dzong "",""t"",""o "",""rem"",""ain, "",""such "",""as "",""t"",""he "",""imag"",""e "",""of "",""Zhabd ru ng "",""Ngawang "",""Namgyal.""]",35
439,dev,439,"After the fire, the fortress was preserved and protected, remaining to be one of Bhutan's most sensational attractions.","[""Af"",""te r"","" "",""t"",""he "",""fire, "",""t"",""he "",""for"",""t"",""r es s "",""was "",""pr es er"",""ved "",""and "",""pro te"",""c te"",""d, "",""rem"",""aining "",""t"",""o "",""be "",""one "",""of "",""Bhutan'"",""s "",""most"","" "",""s en sat"",""ion"",""al "",""at"",""t"",""ract"",""ions.""]",36
440,dev,440,"During the 18th century Cambodia found itself squeezed between two powerful neighbors, Thailand and Vietnam.","[""D"",""ur"",""in"",""g "",""t"",""he "",""18t"",""h "",""c en t"",""ury "",""Cambodia "",""found"","" "",""itself "",""squeez"",""ed "",""bet"",""we en  "",""t"",""wo "",""powerful "",""neighb"",""or"",""s, "",""T"",""hailan"",""d "",""and "",""Viet"",""nam.""]",30
441,dev,441,The Thais invaded Cambodia several times in the 18th century and in 1772 they destroyed Phnom Phen.,"[""T"",""he "",""T"",""hais "",""invaded "",""Cambodia "",""sever"",""al "",""t"",""im es  "",""in "",""t"",""he "",""18t"",""h "",""c en t"",""ury "",""and "",""in "",""1772 "",""t"",""hey "",""d es t"",""royed "",""Phn"",""om"","" "",""Ph en.""]",28
442,dev,442,In the last years of the 18th century the Vietnamese also invaded Cambodia.,"[""In "",""t"",""he "",""last"","" "",""years "",""of "",""t"",""he "",""18t"",""h "",""c en t"",""ury "",""t"",""he "",""Vietnam es e "",""also "",""invaded "",""Cambodia.""]",19
443,dev,443,"Eighteen percent of Venezuelans are unemployed, and most of those who are employed work in the informal economy.","[""E"",""igh te en  "",""perc en t"","" "",""of "",""V en ezuelan"",""s "",""are "",""unemp"",""l"",""oyed, "",""and "",""most"","" "",""of "",""t"",""hose "",""who "",""are "",""emp"",""loyed "",""wor"",""k "",""in "",""t"",""he "",""infor"",""mal "",""econom"",""y.""]",30
444,dev,444,"Two thirds of Venezuelans who work do so in the service sector, nearly a quarter work in industry and a fifth work in agriculture.","[""T"",""wo "",""t"",""hi rds "",""of "",""V en ezuelan"",""s "",""who "",""wor"",""k "",""do "",""so "",""in "",""t"",""he "",""ser"",""vice "",""sect"",""or, "",""near"",""l"",""y "",""a "",""quar"",""te r "",""wor"",""k "",""in "",""indust"",""ry "",""and "",""a "",""fift"",""h "",""wor"",""k "",""in "",""agr"",""icul"",""t"",""ure.""]",41
445,dev,445,"An important industry for Venezuelans is oil, where the country is a net exporter, even though only one percent work in the oil industry.","[""An"","" "",""import"",""ant "",""indust"",""ry "",""for"","" "",""V en ezuelan"",""s "",""is "",""oil, "",""wher"",""e "",""t"",""he "",""count"",""ry "",""is "",""a "",""net"","" "",""expor te"",""r, "",""ev en  "",""t"",""hough"","" "",""only "",""one "",""perc en t"","" "",""wor"",""k "",""in "",""t"",""he "",""oil "",""indust"",""ry.""]",40
446,dev,446,"Early in the nation's independence, Singapore Botanic Gardens' expertise helped to transform the island into a tropical Garden City.","[""E"",""ar"",""l"",""y "",""in "",""t"",""he "",""nat"",""ion'"",""s "",""indep en d en c"",""e, "",""Sin"",""gapore "",""Bot"",""anic "",""Gar"",""d en s'"","" "",""exper"",""t"",""ise "",""hel"",""ped "",""t"",""o "",""t"",""ransf"",""orm "",""t"",""he "",""isl"",""and "",""int"",""o "",""a "",""t"",""ropical "",""Gard en  "",""Cit"",""y.""]",41
447,dev,447,"In 1981, Vanda Miss Joaquim, an orchid hybrid, was chosen as the nation's national flower.","[""In "",""1981, "",""Vanda "",""Miss"","" "",""Joaquim"","", "",""an "",""orc hi"",""d "",""hybr"",""id, "",""was "",""chos en  "",""as "",""t"",""he "",""nat"",""ion'"",""s "",""nat"",""ional "",""flower.""]",23
448,dev,448,"Every year around October nearly 1.5 million herbivores travel towards the southern plains, crossing the Mara River, from the northern hills for the rains.","[""E"",""v"",""er"",""y "",""year"","" "",""around"","" "",""Oct"",""ober"","" "",""near"",""l"",""y "",""1.5"","" "",""mil"",""lion"","" "",""her"",""bivor"",""es  "",""t"",""ravel"","" "",""t"",""owards "",""t"",""he "",""sout"",""hern "",""plains, "",""crossin"",""g "",""t"",""he "",""Mar"",""a "",""River"","", "",""fr"",""om "",""t"",""he "",""nor"",""t"",""hern "",""hi ll"",""s "",""for"","" "",""t"",""he "",""rains.""]",54
449,dev,449,"And then back to the north through the west, once again crossing the Mara river, after the rains in around April.","[""An"",""d"","" "",""t"",""h en  "",""back"","" "",""t"",""o "",""t"",""he "",""nor"",""t"",""h "",""t"",""hrough"","" "",""t"",""he "",""w es t"","", "",""onc"",""e "",""again "",""crossin"",""g "",""t"",""he "",""Mar"",""a "",""river"","", "",""af te r"","" "",""t"",""he "",""rains "",""in "",""around"","" "",""April"","".""]",42
450,dev,450,"The Serengeti region contains the Serengeti National Park, the Ngorongoro Conservation Area and Maswa Game Reserve in Tanzania and the Maasai Mara National Reserve in Kenya.","[""T"",""he "",""Ser"",""en geti "",""region"","" "",""cont"",""ains "",""t"",""he "",""Ser"",""en geti "",""Nat"",""ion"",""al "",""Park, "",""t"",""he "",""Ngor"",""ongor"",""o "",""Conser"",""vat"",""ion"","" "",""Area "",""and "",""Maswa "",""Game "",""R es erve "",""in "",""T"",""anzania "",""and "",""t"",""he "",""Maasai "",""Mar"",""a "",""Nat"",""ion"",""al "",""R es erve "",""in "",""K en ya.""]",45
451,dev,451,"Learning to create interactive media requires conventional and traditional skills, as well as tools mastered in interactive classes (storyboarding, audio and video editing, story telling, etc.)","[""L"",""ear"",""nin"",""g "",""t"",""o "",""crea te  "",""in te r"",""act"",""ive "",""med"",""ia "",""requir"",""es  "",""conv"",""en t"",""ional "",""and "",""t"",""radition"",""al "",""skills, "",""as "",""well"","" "",""as "",""t"",""ools "",""mas te r"",""ed "",""in "",""in te r"",""act"",""ive "",""class"",""es  "",""(st"",""oryb"",""oar"",""d"",""in"",""g, "",""aud"",""io "",""and "",""video "",""edit"",""ing, "",""st"",""ory "",""te lling, "",""et"",""c.)""]",53
452,dev,452,Interactive design requires that you re-assess your assumptions about media production and learn to think in a non-linear ways.,"[""In te r"",""act"",""ive "",""d es ign"","" "",""requir"",""es  "",""t"",""hat "",""you "",""re-"",""ass"",""es s "",""your "",""ass"",""umpt"",""ions "",""about"","" "",""med"",""ia "",""produc"",""t"",""ion "",""and "",""learn "",""t"",""o "",""t"",""hi nk "",""in "",""a "",""non-"",""lin"",""ear"","" "",""ways.""]",37
453,dev,453,"Interactive design requires that components of a project connect to each other, but also make sense as a separate entity.","[""In te r"",""act"",""ive "",""d es ign"","" "",""requir"",""es  "",""t"",""hat "",""comp"",""on en t"",""s "",""of "",""a "",""project"","" "",""conn"",""ect"","" "",""t"",""o "",""each "",""ot"",""her, "",""but"","" "",""also "",""make "",""s en se "",""as "",""a "",""separa te  "",""en t"",""ity.""]",34
454,dev,454,The disadvantage of zoom lenses is that the focal complexity and number of lens elements required to achieve a range of focal lengths is much greater than for prime lenses.,"[""T"",""he "",""disadv"",""ant"",""age "",""of "",""zoom "",""l en s es  "",""is "",""t"",""hat "",""t"",""he "",""focal "",""comp"",""l"",""exit"",""y "",""and "",""number"","" "",""of "",""l en s "",""elem en t"",""s "",""requir"",""ed "",""t"",""o "",""ac hi eve "",""a "",""range "",""of "",""focal "",""l en gt"",""hs "",""is "",""much"","" "",""grea te r "",""t"",""han "",""for"","" "",""prime "",""l en s es.""]",46
455,dev,455,This is becoming less of an issue as lens manufacturers achieve higher standards in lens production.,"[""T"",""hi s "",""is "",""becomin"",""g "",""l es s "",""of "",""an "",""iss"",""ue "",""as "",""l en s "",""man"",""uf"",""act"",""urers "",""ac hi eve "",""hi gher"","" "",""st"",""andard"",""s "",""in "",""l en s "",""produc"",""t"",""ion.""]",27
456,dev,456,This has allowed zoom lenses to produce pictures of a quality comparable to that achieved by lenses with fixed focal length.,"[""T"",""hi s "",""has "",""all"",""owed "",""zoom "",""l en s es  "",""t"",""o "",""produc"",""e "",""pictur es  "",""of "",""a "",""qualit"",""y "",""comp"",""arab"",""le "",""t"",""o "",""t"",""hat "",""ac hi eved "",""by "",""l en s es  "",""wit"",""h "",""fixed "",""focal "",""l en gt"",""h.""]",32
457,dev,457,Another disadvantage of zoom lenses is that the maximum aperture (the speed) of the lens is usually lower.,"[""An"",""ot"",""her"","" "",""disadv"",""ant"",""age "",""of "",""zoom "",""l en s es  "",""is "",""t"",""hat "",""t"",""he "",""maximum "",""aper"",""t"",""ure "",""(t"",""he "",""speed)"","" "",""of "",""t"",""he "",""l en s "",""is "",""usuall"",""y "",""lower.""]",31
458,dev,458,This makes inexpensive zoom lenses hard to use in low-light conditions without a flash.,"[""T"",""hi s "",""mak es  "",""inexp en siv"",""e "",""zoom "",""l en s es  "",""har"",""d"","" "",""t"",""o "",""use "",""in "",""low-"",""light"","" "",""condit"",""ion"",""s "",""wit"",""hout "",""a "",""flash.""]",24
459,dev,459,One of the most common problems when trying to convert a movie to DVD format is the overscan.,"[""On"",""e "",""of "",""t"",""he "",""most"","" "",""comm"",""on "",""problem"",""s "",""wh en  "",""t"",""rying "",""t"",""o "",""conv"",""er"",""t "",""a "",""movie "",""t"",""o "",""DVD "",""for"",""mat "",""is "",""t"",""he "",""over"",""sc"",""an.""]",32
460,dev,460,Most televisions are made in a way to please the general public.,"[""M"",""ost"","" "",""te levision"",""s "",""are "",""made "",""in "",""a "",""way "",""t"",""o "",""please"","" "",""t"",""he "",""g en er"",""al "",""public"","".""]",20
461,dev,461,"For that reason, everything you see on the TV had the borders cut, top, bottom and sides.","[""F"",""or"","" "",""t"",""hat "",""reason"","", "",""ever"",""yt"",""hi ng "",""you "",""see"","" "",""on "",""t"",""he "",""T"",""V "",""had "",""t"",""he "",""bor"",""ders "",""cut"","", "",""t"",""op, "",""bot"",""tom "",""and "",""sid es.""]",31
462,dev,462,This is made to ensure that the image covers the whole screen. That is called overscan.,"[""T"",""hi s "",""is "",""made "",""t"",""o "",""en sure "",""t"",""hat "",""t"",""he "",""imag"",""e "",""cover"",""s "",""t"",""he "",""whol"",""e "",""scr"",""e en. "",""T"",""hat "",""is "",""call"",""ed "",""over"",""sc"",""an.""]",29
463,dev,463,"Unfortunately, when you make a DVD, it's borders will most likely be cut too, and if the video had subtitles too close to the bottom, they won't be fully shown.","[""U"",""n"",""f"",""or"",""t"",""una te l"",""y, "",""wh en  "",""you "",""make "",""a "",""DVD, "",""it's "",""bor"",""der"",""s "",""will"","" "",""most"","" "",""likel"",""y "",""be "",""cut"","" "",""t"",""oo, "",""and "",""if t"",""he "",""video "",""had "",""sub"",""t"",""itl es  "",""t"",""oo "",""close"","" "",""t"",""o "",""t"",""he "",""bot"",""tom, "",""t"",""hey "",""won't"","" "",""be "",""full"",""y "",""show"",""n.""]",54
464,dev,464,"The traditional medieval castle has long inspired the imagination, conjuring up images of jousts, banquets and Arthurian chivalry.","[""T"",""he "",""t"",""radition"",""al "",""med"",""ieval "",""cast"",""le "",""has "",""long "",""insp"",""ired "",""t"",""he "",""imag"",""inat"",""ion"","", "",""conjur"",""ing "",""up "",""imag"",""es  "",""of "",""joust"",""s, "",""banqu"",""et"",""s "",""and "",""Art"",""hurian"","" "",""c hi valr"",""y.""]",36
465,dev,465,"Even standing amidst thousand year-old ruins it is easy to bring to mind the sounds and smells of battles long gone, to almost hear the clatter of hooves on the cobbles and to smell the fear rising from the dungeon pits.","[""E"",""v"",""en  "",""st"",""anding "",""amidst"","" "",""t"",""housand "",""year"",""-"",""old "",""ru ins "",""it "",""is "",""easy "",""t"",""o "",""bring "",""t"",""o "",""min"",""d "",""t"",""he "",""sound"",""s "",""and "",""smell"",""s "",""of "",""bat"",""tl es  "",""long "",""gone, "",""t"",""o almost"","" "",""hear "",""t"",""he "",""clat"",""te r "",""of "",""hoov"",""es  "",""on "",""t"",""he "",""cobbl es  "",""and "",""t"",""o "",""smell"","" "",""t"",""he "",""fear "",""rising "",""from "",""t"",""he "",""dungeon "",""pit"",""s.""]",65
466,dev,466,But is our imagination based on reality? Why were castles built in the first place? How were they designed and built?,"[""B"",""u"",""t"","" "",""is "",""our "",""imag"",""inat"",""ion"","" "",""base"",""d "",""on "",""realit"",""y? "",""Why "",""were "",""cast"",""l es  "",""built"","" "",""in "",""t"",""he "",""first"","" "",""place? "",""How were "",""t"",""hey "",""d es ign"",""ed "",""and "",""built"",""?""]",35
467,dev,467,"Typical for the period, Kirby Muxloe Castle is more of a fortified house than a true castle.","[""T"",""ypical "",""for"","" "",""t"",""he "",""period"","", "",""Kirby "",""Muxl"",""oe "",""Cast"",""le "",""is "",""mor"",""e "",""of "",""a "",""for"",""t"",""ified "",""house"","" "",""t"",""han "",""a "",""t"",""ru e "",""cast"",""le.""]",30
468,dev,468,Its large glazed windows and thin walls would not have been able to resist a determined attack for long.,"[""It"",""s "",""lar"",""ge "",""glazed "",""win"",""dow"",""s "",""and "",""t"",""hi n "",""wall"",""s "",""would"","" "",""not"","" "",""have "",""be en  "",""able "",""t"",""o "",""r es ist"","" "",""a "",""de te rmin"",""ed "",""at"",""t"",""ack "",""for"","" "",""long.""]",33
469,dev,469,"In the 1480s, when its construction was begun by Lord Hastings, the country was relatively peaceful and defense was only required against small bands of roving marauders.","[""In "",""t"",""he "",""1480s, "",""wh en  "",""its "",""const"",""ru ct"",""ion "",""was "",""begun "",""by "",""Lor"",""d "",""Hast"",""ings, "",""t"",""he "",""count"",""ry "",""was "",""rel"",""at"",""ivel"",""y "",""peacef"",""ul "",""and "",""def en se "",""was "",""only "",""requir"",""ed "",""against"","" "",""small"","" "",""bands"","" "",""of "",""roving "",""mar"",""auder"",""s.""]",44
470,dev,470,The balance of power was a system in which European nations sought to maintain the national sovereignty of all European states.,"[""T"",""he "",""balan"",""c"",""e "",""of "",""power "",""was "",""a "",""sys te m"","" "",""in "",""w hi ch "",""Europ"",""ean"","" "",""nat"",""ions "",""sough"",""t"","" "",""t"",""o "",""maint"",""ain "",""t"",""he "",""nat"",""ional "",""sover"",""eign"",""t"",""y "",""of "",""all"","" "",""Europ"",""ean"","" "",""st"",""a te s.""]",41
471,dev,471,"The concept was that all European nations had to seek to prevent one nation from becoming powerful, and thus national governments often changed their alliances in order to maintain the balance.","[""T"",""he "",""conc"",""ept"","" "",""was "",""t"",""hat "",""all"","" "",""Europ"",""ean"","" "",""nat"",""ions "",""had "",""t"",""o "",""see"",""k "",""t"",""o "",""prev en t"","" "",""one "",""nat"",""ion "",""from "",""becomin"",""g "",""powerful, "",""and "",""t"",""hus "",""nat"",""ional "",""governm en t"",""s "",""of te n "",""changed "",""t"",""heir "",""all"",""ianc es  "",""in "",""order"","" "",""t"",""o "",""maint"",""ain "",""t"",""he "",""balan"",""c"",""e.""]",56
472,dev,472,The War of Spanish Succession marked the first war whose central issue was the balance of power.,"[""T"",""he "",""War"","" "",""of "",""Span"",""ish "",""Succ es s"",""ion"","" "",""mar"",""ked "",""t"",""he "",""first"","" "",""war"","" "",""whose "",""c en t"",""ral "",""iss"",""ue "",""was "",""t"",""he "",""balan"",""c"",""e "",""of "",""power.""]",31
473,dev,473,"This marked an important change, as European powers would no longer have the pretext of being religious wars. Thus, the Thirty Years' War would be the last war to be labeled a religious war.","[""T"",""hi s "",""marked "",""an "",""import"",""ant "",""change, "",""as "",""Europ"",""ean"","" "",""powers "",""would"","" "",""no "",""lon"",""ger "",""have "",""t"",""he "",""pre te xt"","" "",""of "",""being "",""rel"",""igious "",""war"",""s. "",""T"",""hus, "",""t"",""he "",""T"",""hi rty "",""Years'"","" "",""War"","" "",""would"","" "",""be "",""t"",""he "",""last"","" "",""war "",""t"",""o "",""be "",""labeled "",""a "",""rel"",""igious "",""war"","".""]",55
474,dev,474,"The temple of Artemis at Ephesus was destroyed on July 21, 356 BCE in an act of arson committed by Herostratus.","[""T"",""he "",""te mple "",""of "",""Ar te mis "",""at"","" "",""Eph es us "",""was "",""d es t"",""royed "",""on "",""Jul"",""y "",""21, "",""356 "",""BCE "",""in "",""an "",""act"","" "",""of "",""arson"","" "",""comm"",""it te d "",""by "",""Her"",""ost"",""ratus.""]",30
475,dev,475,"According to the story, his motivation was fame at any cost. The Ephesians, outraged, announced that Herostratus' name never be recorded.","[""Ac"",""c"",""or"",""din"",""g "",""t"",""o "",""t"",""he "",""st"",""ory, "",""hi s "",""mot"",""ivation"","" "",""was "",""fame "",""at"","" "",""any "",""cost"","". "",""T"",""he "",""Eph es ian"",""s, "",""out"",""raged, "",""ann"",""ounc"",""ed "",""t"",""hat "",""Her"",""ost"",""ratus'"","" "",""name "",""never"","" "",""be "",""recor"",""ded.""]",43
476,dev,476,"The Greek historian Strabo later noted the name, which is how we know today. The temple was destroyed on the same night that Alexander the Great was born.","[""T"",""he "",""Greek "",""hi st"",""orian"","" "",""St"",""rabo "",""la te r "",""no te d "",""t"",""he "",""name, "",""w hi ch "",""is "",""how we "",""know "",""t"",""oday. "",""T"",""he "",""te mple "",""was "",""d es t"",""royed "",""on "",""t"",""he "",""same "",""night"","" "",""t"",""hat "",""Alexander"","" "",""t"",""he "",""Great"","" "",""was "",""bor"",""n.""]",42
477,dev,477,"Alexander, as king, offered to pay to rebuild the temple, but his offer was denied. Later, after Alexander died, the temple was rebuilt in 323 BCE.","[""Al"",""ex"",""ander"","", "",""as "",""king, "",""off"",""er"",""ed "",""t"",""o "",""pay "",""t"",""o "",""reb"",""uild"","" "",""t"",""he "",""te mple, "",""but"","" "",""hi s "",""off"",""er "",""was "",""d en ied. "",""La te r, "",""af te r"","" "",""Alexander"","" "",""died, "",""t"",""he "",""te mple "",""was "",""reb"",""uilt"","" "",""in "",""323 "",""BCE.""]",43
478,dev,478,Make sure your hand is as relaxed as possible while still hitting all the notes correctly - also try not to make much extraneous motion with your fingers.,"[""M"",""ak"",""e "",""sur"",""e "",""your "",""hand"","" "",""is "",""as "",""rel"",""axed "",""as "",""possib"",""le "",""w hi le "",""st"",""ill "",""hi tting "",""all"","" "",""t"",""he "",""no te s "",""cor"",""rect"",""ly "",""- "",""also "",""t"",""ry "",""not"","" "",""t"",""o "",""make "",""much"","" "",""ext"",""raneou"",""s "",""mot"",""ion "",""wit"",""h "",""your "",""fin"",""gers.""]",48
479,dev,479,"This way, you will tire yourself out as little as possible. Remember there's no need to hit the keys with a lot of force for extra volume like on the piano.","[""T"",""hi s "",""way, "",""you "",""will"","" "",""t"",""ire "",""yoursel"",""f "",""out"","" "",""as "",""lit"",""tle "",""as "",""possib"",""le. "",""R"",""em"",""ember"","" "",""t"",""here'"",""s "",""no "",""need "",""t"",""o "",""hi t "",""t"",""he "",""keys "",""wit"",""h "",""a "",""lot "",""of "",""for"",""ce "",""for"","" "",""ext"",""ra "",""volume "",""like "",""on "",""t"",""he "",""piano.""]",50
480,dev,480,"On the accordion, to get extra volume, you use the bellows with more pressure or speed.","[""On"","" "",""t"",""he "",""accor"",""dion"","", "",""t"",""o get "",""ext"",""ra "",""volume, "",""you "",""use "",""t"",""he "",""bel"",""l"",""ows "",""wit"",""h "",""mor"",""e "",""pr es sur"",""e "",""or "",""speed.""]",27
