segment,segment_display,count,example_occurrences
ражен,'ражен',14,"[{""sentence_id"": 242, ""text"": ""Помимо трех важных научных инструментов, лунный зонд также нес на себе изображение государственного флага Индии, нанесенное на каждую из сторон.""}, {""sentence_id"": 360, ""text"": ""На следующем изображении показаны атомы, излучающие фотоны. Конечно, в действительности фотоны намного меньше, чем те, которые изображены на картинке.""}, {""sentence_id"": 438, ""text"": ""В результате пожара 1951 года уцелели только некоторые реликвии Другьел-дзонг, такие как изображение Шабдрунга Нгаванга Намгьяла.""}]"
кажд,'кажд',14,"[{""sentence_id"": 242, ""text"": ""Помимо трех важных научных инструментов, лунный зонд также нес на себе изображение государственного флага Индии, нанесенное на каждую из сторон.""}, {""sentence_id"": 523, ""text"": ""Это было также утомительно, как если бы вам нужно были просыпаться каждые 20-30 минут и смотреть телевизор.""}, {""sentence_id"": 524, ""text"": ""Эффект зависит от того, как часто ваш мозг пытается осознанно видеть сны каждую ночь.""}]"
га ,'га ',14,"[{""sentence_id"": 262, ""text"": ""Комиссар по торговле и промышленности Африканского союза Альберт Мучанга объявил, что Бенин должен был присоединиться.""}, {""sentence_id"": 438, ""text"": ""В результате пожара 1951 года уцелели только некоторые реликвии Другьел-дзонг, такие как изображение Шабдрунга Нгаванга Намгьяла.""}, {""sentence_id"": 735, ""text"": ""Sirena — это единственное лесничество где помимо кэмпинга предлагается жилье студенческого типа и горячее питание. La Leona, San Pedrillo и Los Patos предлагают только кэмпинг без еды.""}]"
выг,'выг',14,"[{""sentence_id"": 370, ""text"": ""Эти растения выглядят как маленькая пальма с короной из острых шипообразных листьев.""}, {""sentence_id"": 587, ""text"": ""Жадность и эгоизм всегда будут нашими спутниками, и природа кооперации состоит в том, что, когда большинству выгодно, в краткосрочной перспективе всегда можно будет получить больше, если действовать только в своих интересах.""}, {""sentence_id"": 599, ""text"": ""Они выглядели как отсеки. Он был первым, кто изучал мёртвые клетки.""}]"
фран,'фран',14,"[{""sentence_id"": 391, ""text"": ""Санскрит — очень сложный и богатый язык, который послужил основой для многих современных индийских языков, как и от латинского произошли европейские языки, такие как французский и испанский.""}, {""sentence_id"": 970, ""text"": ""В Бельгии и Швейцарии говорят на разновидностях французского языка, которые слегка отличаются от французского во Франции, но они достаточно похожи, чтобы быть понятными друг для друга.""}, {""sentence_id"": 971, ""text"": ""В частности, в системе нумерации франко-говорящих районов Бельгии и Швейцарии есть небольшие отличия от французского языка, на котором говорят во Франции, а также слегка отличается произношение некоторых слов.""}]"
прак,'прак',14,"[{""sentence_id"": 408, ""text"": ""Однако, обнаружение его могилы в 1922 году сделало его знаменитым. В то время как многие захоронения прошлого были разграблены, эта могила осталась практически нетронутой.""}, {""sentence_id"": 551, ""text"": ""Сама по себе практика правильного питания не приведет к высочайшим результатам, но она способна значительно повлиять на общее состояние здоровья молодых спортсменов.""}, {""sentence_id"": 654, ""text"": ""Преступность и неприязнь по отношению к иностранцам практически неведомы в Гренландии. Даже в городах не существует \""опасных мест\"".""}]"
много ,'много ',14,"[{""sentence_id"": 413, ""text"": ""Мы знаем много греческих политиков, учёных и художников. Возможно, самая известная личность этой культуры — это Гомер, легендарный слепой поэт, который создал два шедевра греческой литературы — поэмы \""Илиада\"" и \""Одиссея\"".""}, {""sentence_id"": 478, ""text"": ""Убедитесь, что ваша рука расслаблена насколько это возможно и в то же время правильно попадает по всем нотам, также постарайтесь не делать много посторонних движений вашими пальцами.""}, {""sentence_id"": 688, ""text"": ""Посетителям, у которых не очень много времени, лучше провести его где-нибудь еще.""}]"
мон,'мон',14,"[{""sentence_id"": 421, ""text"": ""Некоторые немецкие монахи хотели донести до коренного народа слово Божье, поэтому они изобрели эстонский письменный язык.""}, {""sentence_id"": 436, ""text"": ""Другьел-дзонг — разрушенная крепость и буддийский монастырь в верхней части района Паро (в деревне Фондей).""}, {""sentence_id"": 437, ""text"": ""Говорят, что Шабдрунг Нгаванг Намгьял построил крепость в 1649 в память о своей победе над тибето-монгольскими силами.""}]"
тек,'тек',14,"[{""sentence_id"": 468, ""text"": ""Его огромные застеклённые окна и тонкие стены не могли бы долго устоять против мощной атаки.""}, {""sentence_id"": 506, ""text"": ""На эту страницу можно легко зайти, предоставив всего один веб-адрес, что облегчает запоминание и ввод текста для учащихся, которые могут испытывать трудности с использованием клавиатуры или правильным написанием адреса.""}, {""sentence_id"": 514, ""text"": ""Подход к получению информации был иным. Способность запоминать услышанное потеряла свою важность, вместо этого фокус сместился в сторону запоминания текстов.""}]"
разли,'разли',14,"[{""sentence_id"": 496, ""text"": ""Хирургам были известны различные седативные вещества, включая морфин из экстракта семян опиумного мака и скополамин из семян  чёрной белены.""}, {""sentence_id"": 538, ""text"": ""Туристы могут посетить различные достопримечательности отдельной страны или же сосредоточить своё внимание лишь на одной области.""}, {""sentence_id"": 567, ""text"": ""Существует множество различных строений глаз, сложность которых варьируется в зависимости от потребностей организма.""}]"
тавляет ,'тавляет ',14,"[{""sentence_id"": 759, ""text"": ""Сеть обмена гостеприимством — это организация, которая предоставляет путешественникам возможность пообщаться с местными жителями городов, которые они собираются посетить.""}, {""sentence_id"": 1024, ""text"": ""Это не только подтверждает, что, по крайней мере, у некоторых динозавров были перья, что является уже широко распространённой теорией, но и предоставляет детали, которые обычно нельзя получить из окаменелых остатков, такие как цвет и трехмерную структуру.""}, {""sentence_id"": 1155, ""text"": ""Диаметр всех входов в пещеру, которые были названы \""Семь сестёр\"", составляет не менее 100-250 метров (328-820 футов).""}]"
ах.,'ах.',13,"[{""sentence_id"": 1, ""text"": ""Ведущие исследователи утверждают, что он может помочь в раннем выявлении рака, туберкулеза, ВИЧ и малярии у пациентов в странах с низким уровнем дохода, где показатели выживаемости при таких болезнях, как рак молочной железы, могут быть в два раза ниже, чем в более богатых странах.""}, {""sentence_id"": 754, ""text"": ""Некоторые отели имеют наследие со времён золотого века паровых железных дорог и океанских лайнеров до Второй мировой войны в 19 и 20 веках.""}, {""sentence_id"": 884, ""text"": ""Семьи в Шарлотт, как правило, не используют такси, хотя от них может быть некоторая польза в определённых обстоятельствах.""}]"
официальн,'официальн',13,"[{""sentence_id"": 7, ""text"": ""Протест начался около 11:00 по местному времени (UTC+1) на улице Уайтхолл напротив охраняемого полицией въезда на Даунинг-стрит, официальную резиденцию премьер-министра.""}, {""sentence_id"": 47, ""text"": ""Штурман команды из Новой Зеландии A1GP Джонни Рид сегодня вошел в историю, проехав по официальным данным быстрее всех по 48-летнему мосту Окленд Харбор Бридж в Новой Зеландии.""}, {""sentence_id"": 50, ""text"": ""За последние 3 месяца более 80 арестованных были освобождены из центра предварительного заключения без предъявления им официальных обвинений.""}]"
ков,'ков',13,"[{""sentence_id"": 16, ""text"": ""Документы показали, что четырнадцать банков помогли состоятельным клиентам спрятать миллиарды долларов США, чтобы избежать уплаты налогов и выполнения прочих нормативных требований.""}, {""sentence_id"": 22, ""text"": ""Несмотря на эти обвинения, Ма легко победил, выступая за более тесные связи с материковой частью Китая.""}, {""sentence_id"": 126, ""text"": ""Эл Гор и генерал Томми Фрэнкс непринуждённо составили список своих любимых заголовков (у Гора это был заголовок, в котором The Onion сообщил, что у них с Типпер был лучший секс в их жизни после его поражения на выборах, по решению Коллегии выборщиков, в 2000 году).""}]"
вид ,'вид ',13,"[{""sentence_id"": 19, ""text"": ""Ма родился в Гонконге, учился в Нью-Йоркском университете и Гарвардской юридической школе. Он также когда-то имел постоянный вид на жительство в Америке (\""грин-карту\"").""}, {""sentence_id"": 81, ""text"": ""Hesperonychus elizabethae – это вид семейства Dromaeosauridae, который является родственником велоцираптора.""}, {""sentence_id"": 287, ""text"": ""Дэвид О'Шаннесси, главный инспектор RSPCA в Новом Южном Уэльсе, сообщил ABC, что инспекции и наблюдения за скотобойнями в Австралии должны стать обыденностью.""}]"
ичн,'ичн',13,"[{""sentence_id"": 21, ""text"": ""Се также утверждал, что фотогеничный Ма больше выделялся внешностью, чем харизмой.""}, {""sentence_id"": 698, ""text"": ""Эквадор требует, чтобы граждане Кубы перед прибытием в Эквадор через международные аэропорты или пограничные пункты пропуска получили пригласительное письмо.""}, {""sentence_id"": 952, ""text"": ""Хотя вам может показаться, что логичнее присоединиться к авиакомпании, рейсами которой вы летаете чаще всего, следует иметь в виду, что предлагаемые привилегии часто различаются, и другая авиакомпания из того же альянса может оказаться более щедрой при раздаче баллов в рамках программы поощрения часто летающих пассажиров.""}]"
эти ,'эти ',13,"[{""sentence_id"": 22, ""text"": ""Несмотря на эти обвинения, Ма легко победил, выступая за более тесные связи с материковой частью Китая.""}, {""sentence_id"": 372, ""text"": ""Другие учёные заявляют, что эти растения очень ядовиты, поэтому вряд ли динозавр ел их, даже несмотря на то, что на сегодняшний день ленивцы и другие животные, такие как попугай (потомок динозавров), могут есть ядовитые листья или фрукты.""}, {""sentence_id"": 466, ""text"": ""Но основана ли наши фантазия на действительности? Зачем вообще строились эти замки? Как их спроектировали и возвели?""}]"
связи ,'связи ',13,"[{""sentence_id"": 22, ""text"": ""Несмотря на эти обвинения, Ма легко победил, выступая за более тесные связи с материковой частью Китая.""}, {""sentence_id"": 87, ""text"": ""Среди населения Ред-Лейк во время похорон Джеффри Уиза и трёх из девяти жертв прошли новости, что еще один студент был задержан в связи со стрельбой в школе 21 марта.""}, {""sentence_id"": 120, ""text"": ""Австралийское управление связи и СМИ также установило, что, несмотря на то, что видео транслировалось в интернете, \""Большой брат\"" не нарушил законы о цензуре онлайн-контента, так как данный мультимедийный материал не хранился на сайте \""Большого брата\"".""}]"
Сегодн,'Сегодн',13,"[{""sentence_id"": 23, ""text"": ""Сегодняшний игрок дня — Алекс Овечкин из Washington Capitals.""}, {""sentence_id"": 130, ""text"": ""Сегодняшнее заявление также продолжает озвученное в марте этого года намерение правительства финансировать приобретение дополнительных вагонов.""}, {""sentence_id"": 206, ""text"": ""Сегодня было установлено место крушения, но к нему настолько трудно добраться, что двое полицейских были опущены в джунгли, чтобы они дошли до места происшествия и нашли выживших.""}]"
чил ,'чил ',13,"[{""sentence_id"": 28, ""text"": ""Он окончил колледж искусств и наук Виргинского университета в 1950 году и был важным спонсором этого учреждения.""}, {""sentence_id"": 142, ""text"": ""Решение NBA было принято после того, как игрок \""Юта Джаз\"" получил положительный результат теста на вирус COVID-19.""}, {""sentence_id"": 193, ""text"": ""Шумахер, который закончил карьеру в 2006 году после того, как стал семикратным чемпионом \""Формулы-1\"" должен был заменить получившего травму Фелипе Массу.""}]"
ских ,'ских ',13,"[{""sentence_id"": 30, ""text"": ""Тюрьма получила скандальную известность после раскрытия издевательств над заключенными, происходивших в ней, когда она перешла под контроль американских военных.""}, {""sentence_id"": 118, ""text"": ""Издатель игр Konami заявил сегодня в одной из японских газет, что они не будут выпускать игру Six Days in Fallujah.""}, {""sentence_id"": 218, ""text"": ""Не все поддерживали добавление женских званий.""}]"
ика ,'ика ',13,"[{""sentence_id"": 35, ""text"": ""Были установлены два источника света, лучи от которых были направлены в ночное небо.""}, {""sentence_id"": 123, ""text"": ""США утверждают, что получили из неназванного источника информацию, в которой непосредственно упоминается использование террористов-смертников, чтобы взорвать \""знаменитые достопримечательности\"" в Эфиопии и Кении.""}, {""sentence_id"": 379, ""text"": ""Фазы сменяются потому, что освещается только сторона Венеры (или Луны), обращённая к Солнцу. Фазы Венеры подтвердили теорию Коперника о том, что планеты вращаются вокруг Солнца.""}]"
омен,'омен',13,"[{""sentence_id"": 39, ""text"": ""Каждое шоу также даст рекомендацию по поводу книги, которую стоит искать детям, когда они пойдут в библиотеку.""}, {""sentence_id"": 521, ""text"": ""Основная причина этого феномена заключается в том, что осознанные сновидения увеличивают интервалы между фазами быстрого сна.""}, {""sentence_id"": 675, ""text"": ""Это можно сделать на обычном автомобиле с тщательным планированием, но настоятельно рекомендуется полноприводный автомобиль, так как до многих мест можно добраться только на машине с полным приводом и высокой колёсной базой.""}]"
ийся ,'ийся ',13,"[{""sentence_id"": 42, ""text"": ""Синоптики говорят, что шторм, находящийся примерно в 645 милях (1040 км) к западу от островов Кабо-Верде, скорее всего, закончится до того, как сможет стать угрозой каким-либо участкам суши.""}, {""sentence_id"": 324, ""text"": ""Шторм, находящийся примерно в 3000 милях от Майами в штате Флорида, имеет максимальную устойчивую скорость ветра 40 миль/ч (64 км/ч).""}, {""sentence_id"": 355, ""text"": ""Так как низ лезвия немного изогнут, при наклоне лезвия в одну или другую сторону край, соприкасающийся со льдом, тоже изгибается.""}]"
"ая, ","'ая, '",13,"[{""sentence_id"": 49, ""text"": ""У новозеландской полиции были трудности с радарами для замера скорости и определением того, как быстро ехал мистер Рид из-за того, что Black Beauty довольно низкая, и единственный раз, когда полиции удалось засечь мистера Рида, это было тогда, когда он сбавил скорость до 160 км/ч.""}, {""sentence_id"": 315, ""text"": ""Компания Modern Education обвинила его в том, что он печатал большие рекламные объявления на автобусах без соответствующего разрешения, и за то, что он лгал, утверждая, что является их старшим преподавателем английского языка.""}, {""sentence_id"": 499, ""text"": ""Простое оригами — разновидность оригами с ограничением на одну складку за раз, запретом на более сложные складки, такие как, например, обратная, и простым расположением каждой складки.""}]"
есен,'есен',13,"[{""sentence_id"": 52, ""text"": ""Комиссар полиции устанавливает залог (на случай его внесения) и формализует обвинения, выдвинутые офицером, который выполнил арест. После этого обвинения заносятся в компьютерную систему штата, в которой ведется дело задержанного.""}, {""sentence_id"": 183, ""text"": ""Министр здравоохранения выразил озабоченность и по поводу благополучия людей, пользующихся временной доступностью означенных веществ, и по поводу приговоров связанных с наркотиками, вынесенных со времени, когда теперь уже не конституционные изменения вступили в силу.""}, {""sentence_id"": 242, ""text"": ""Помимо трех важных научных инструментов, лунный зонд также нес на себе изображение государственного флага Индии, нанесенное на каждую из сторон.""}]"
разб,'разб',13,"[{""sentence_id"": 53, ""text"": ""На слушании также назначается срок, в течение которого должно быть соблюдено право подозреваемого на безотлагательное судебное разбирательство.""}, {""sentence_id"": 90, ""text"": ""На данный момент неизвестно, какие будут предъявлены обвинения и как сотрудники органов вышли на мальчика, но в федеральном суде началось разбирательство в отношении несовершеннолетнего.""}, {""sentence_id"": 274, ""text"": ""По словам представителя Komen Foundation Лесли Он (Leslie Aun), организация приняла новое правило, запрещающее предоставлять гранты или финансирование организациям, в отношении которых проводится судебное разбирательство.""}]"
иком ,'иком ',13,"[{""sentence_id"": 54, ""text"": ""Питер Костелло, казначей Австралии и человек, который, скорее всего, станет преемником Премьер-министра Джона Ховарда на посту лидера Либеральной партии, выразыл свою поддержку атомной энергетике Австралии.""}, {""sentence_id"": 96, ""text"": ""Ил-76 был важной составляющей российских и советских вооруженных сил с 1970-х гг. и в прошлом месяце уже стал участником серьезного происшествия в России.""}, {""sentence_id"": 252, ""text"": ""Леонов, также известный как \""космонавт № 11\"", был участником первой группы космонавтов Советского Союза.""}]"
атом,'атом',13,"[{""sentence_id"": 54, ""text"": ""Питер Костелло, казначей Австралии и человек, который, скорее всего, станет преемником Премьер-министра Джона Ховарда на посту лидера Либеральной партии, выразыл свою поддержку атомной энергетике Австралии.""}, {""sentence_id"": 56, ""text"": ""\""Если это станет коммерчески привлекательным, оно должно быть у нас. То есть нет никаких принципиальных возражений против атомной энергетики\"", — сказал г-н Костелло.""}, {""sentence_id"": 348, ""text"": ""Звёзды испускают свет и тепло, поскольку при слияние (или соединения) атомов водорода и образования из них более тяжёлых элементов создаётся энергия.""}]"
себе ,'себе ',13,"[{""sentence_id"": 58, ""text"": ""Полиция сказала, что Ло Пикколо был во главе, потому что он был правой рукой Провенцано в Палермо, и его больший опыт завоевал ему уважение старшего поколения боссов, поскольку они придерживались политики Провенцано, направленной на то, чтобы как можно меньше давать о себе знать и одновременно укреплять сеть своей власти.""}, {""sentence_id"": 242, ""text"": ""Помимо трех важных научных инструментов, лунный зонд также нес на себе изображение государственного флага Индии, нанесенное на каждую из сторон.""}, {""sentence_id"": 551, ""text"": ""Сама по себе практика правильного питания не приведет к высочайшим результатам, но она способна значительно повлиять на общее состояние здоровья молодых спортсменов.""}]"
выш,'выш',13,"[{""sentence_id"": 60, ""text"": ""Когда гендиректор компании Apple Стив Джобс презентовал iPhone, он вышел на сцену и вынул его из кармана джинсов.""}, {""sentence_id"": 79, ""text"": ""Обе стороны встретились в главном полуфинале, где \""Нуса\"" вышли победителями с отрывом в 11 очков.""}, {""sentence_id"": 90, ""text"": ""На данный момент неизвестно, какие будут предъявлены обвинения и как сотрудники органов вышли на мальчика, но в федеральном суде началось разбирательство в отношении несовершеннолетнего.""}]"
чить ,'чить ',13,"[{""sentence_id"": 66, ""text"": ""Когда стало ясно, что многие семьи хотели получить правовую помощь, чтобы защититься от выселения, 20 марта в Общественном юридическом центре Ист-Бэй была проведена встреча для жертв жилищного мошенничества.""}, {""sentence_id"": 587, ""text"": ""Жадность и эгоизм всегда будут нашими спутниками, и природа кооперации состоит в том, что, когда большинству выгодно, в краткосрочной перспективе всегда можно будет получить больше, если действовать только в своих интересах.""}, {""sentence_id"": 620, ""text"": ""Хотя понимание личной истории и не подразумевает понимание культуры, оно, по крайней мере, помогает людям получить представление об их месте в истории организации.""}]"
вопро,'вопро',13,"[{""sentence_id"": 75, ""text"": ""Робертс наотрез отказался говорить, когда, по его мнению, зарождается жизнь, что является важным вопросом при рассмотрении этической проблемы абортов, заявив, что было бы неэтично высказываться насчёт возможной специфики случаев.""}, {""sentence_id"": 589, ""text"": ""Многие мечтают о дне, когда люди смогут путешествовать к другим звездам и исследовать другие миры. Некоторые задаются вопросом: что там? Некоторые верят, что на других планетах могут быть инопланетяне или другая жизнь.""}, {""sentence_id"": 643, ""text"": ""Студенты также могут задавать вопросы преподавателям в любое время суток и рассчитывать на достаточно быстрые ответы, не дожидаясь следующей личной встречи.""}]"
частн,'частн',13,"[{""sentence_id"": 77, ""text"": ""Он также подтвердил, что верит в подразумеваемое право на неприкосновенность частной жизни, от которого зависело принятие решения в пользу Роу.""}, {""sentence_id"": 650, ""text"": ""В вашем отеле или у ваших хозяев (если вы остановились в гостевом или частном доме), скорее всего, будет Wi-Fi или компьютер с доступом в Интернет. Также во всех населённых пунктах есть интернет-кафе или какое-либо другое место с общедоступным Wi-Fi.""}, {""sentence_id"": 696, ""text"": ""В связи с религиозным значением города и, в частности, многочисленными достопримечательностями Старого города, Иерусалим является одним из главных туристических пунктов назначений в Израиле.""}]"
ало,'ало',13,"[{""sentence_id"": 82, ""text"": ""Полагалось, что эта полностью оперённая теплокровная хищная птица ходила прямо на двух лапах с когтями, как у велоцираптора.""}, {""sentence_id"": 120, ""text"": ""Австралийское управление связи и СМИ также установило, что, несмотря на то, что видео транслировалось в интернете, \""Большой брат\"" не нарушил законы о цензуре онлайн-контента, так как данный мультимедийный материал не хранился на сайте \""Большого брата\"".""}, {""sentence_id"": 143, ""text"": ""Судя по этим ископаемым, разделение произошло намного раньше, чем предполагалось на основании молекулярных сведений.""}]"
пти,'пти',13,"[{""sentence_id"": 82, ""text"": ""Полагалось, что эта полностью оперённая теплокровная хищная птица ходила прямо на двух лапах с когтями, как у велоцираптора.""}, {""sentence_id"": 271, ""text"": ""Доктор Ли также выразил свою обеспокоенность насчёт поступающих сообщений о том, что в настоящее время дети в Турции заражаются вирусом птичьего гриппа A(H5N1) и не имеют симптомов болезни.""}, {""sentence_id"": 613, ""text"": ""На протяжении девятнадцатого и двадцатого веков долгое время считалось, что первыми обитателями Новой Зеландии были представители народа маори, которые охотились на гигантских птиц моа.""}]"
Сог,'Сог',13,"[{""sentence_id"": 92, ""text"": ""Согласно заявлению дипломатов, в конституции Афганистана было обнаружено достаточно неконкретных положений, позволяющих признать следующий тур ненужным.""}, {""sentence_id"": 189, ""text"": ""Согласно прогнозам, тайфун движется в сторону Китая со скоростью одиннадцать километров в час.""}, {""sentence_id"": 723, ""text"": ""Согласно труду Бартоломе де лас Касаса (История Индий) испанские завоеватели уничтожили около 100 000 индейцев Таино между 1492 и 1498 годами.""}]"
ым.,'ым.',13,"[{""sentence_id"": 92, ""text"": ""Согласно заявлению дипломатов, в конституции Афганистана было обнаружено достаточно неконкретных положений, позволяющих признать следующий тур ненужным.""}, {""sentence_id"": 431, ""text"": ""Турция с трёх сторон окружена морями: на западе — Эгейским, на севере — Чёрным и на юге — Средиземным.""}, {""sentence_id"": 520, ""text"": ""Некоторые люди считают, что достаточно частое переживание многочисленных осознанных, искусственно вызванных сновидений может быть очень изнурительным.""}]"
т.,'т.',13,"[{""sentence_id"": 103, ""text"": ""Передача комментариев в прямом эфире по телевидению стала первым случаем, когда высокопоставленные иранские источники признали, что санкции всё же имеют определенный эффект.""}, {""sentence_id"": 284, ""text"": ""В прошлом месяце, когда страна подписала соглашение ACTA, в Польше прошли значительные протесты. В результате них правительство Польши решило пока не ратифицировать данный документ.""}, {""sentence_id"": 338, ""text"": ""Во время разминочного круга Ленц упал с мотоцикла, после чего его сбил коллега по гонке Ксавьер Заят.""}]"
тато,'тато',13,"[{""sentence_id"": 109, ""text"": ""Капсула будет перемещаться со скоростью 12,8 км или 8 миль в секунду, достаточно быстро, чтобы добраться из Сан-Франциско в Лос-Анджелес за 1 минуту.""}, {""sentence_id"": 520, ""text"": ""Некоторые люди считают, что достаточно частое переживание многочисленных осознанных, искусственно вызванных сновидений может быть очень изнурительным.""}, {""sentence_id"": 522, ""text"": ""При меньшем количестве фаз быстрого сна за ночь это состояние, в котором вы испытываете настоящий сон и ваше тело восстанавливает запас сил, случается достаточно редко, чтобы стать проблемой.""}]"
ит ,'ит ',13,"[{""sentence_id"": 110, ""text"": ""Stardust установит новый мировой рекорд и станет космическим кораблём, который быстрее всего вернётся на Землю, побив предыдущий рекорд, установленный в мае 1969 года во время возвращения модуля команды Apollo X.""}, {""sentence_id"": 228, ""text"": ""Эти эскарпы были обнаружены на всей поверхности Луны, и, кажется, подвергались минимальным атмосферным воздействиям, что говорит о том, что геологические активности, в результате которых они образовались, были относительно недавно.""}, {""sentence_id"": 374, ""text"": ""Человек, который весит 200 фунтов (90 кг) на Земле, будет весить около 36 фунтов (16 кг) на Ио. Так что эта гравитация, конечно, тянет тебя слабее.""}]"
возв,'возв',13,"[{""sentence_id"": 110, ""text"": ""Stardust установит новый мировой рекорд и станет космическим кораблём, который быстрее всего вернётся на Землю, побив предыдущий рекорд, установленный в мае 1969 года во время возвращения модуля команды Apollo X.""}, {""sentence_id"": 706, ""text"": ""У северной границы Мачу-Пикчу возвышается эта крутая гора, которую часто можно увидеть на заднем плане на многих фотографиях руин.""}, {""sentence_id"": 847, ""text"": ""Если вы хотите научиться бросать бумеранг, который возвращается вам в руки, убедитесь, что у вас есть подходящий для возвращения бумеранг.""}]"
улярн,'улярн',13,"[{""sentence_id"": 115, ""text"": ""Компания надеется расширить источники прибыли и завоевать популярность в тех регионах, где Skype занимает прочные позиции, например, в Китае, Восточной Европе и Бразилии.""}, {""sentence_id"": 414, ""text"": ""Софокл и Аристофан по-прежнему являются популярными драматургами, и их пьесы считаются одними из величайших произведений мировой литературы.""}, {""sentence_id"": 661, ""text"": ""Частое изображение в музыкальных произведениях, фильмах, литературе и популярной культуре принесло городу и его достопримечательностям всемирную известность.""}]"
С ,'С ',13,"[{""sentence_id"": 125, ""text"": ""С момента своего создания The Onion стала настоящей империей пародий на новости, имея печатное издание, сайт, который в октябре посетили 5 000 000 пользователей, службу персональных объявлений, круглосуточную новостную сеть, подкасты и недавно вышедший атлас мира под названием \""Наш глупый мир\"".""}, {""sentence_id"": 146, ""text"": ""С принятием данного соглашения эта свобода может закончиться.""}, {""sentence_id"": 270, ""text"": ""С тех пор бразилец провел за клуб 53 матча во всех турнирах и забил 24 гола.""}]"
