sentence_id,split,row_index,text,segments,segment_count
180,dev,180,"Таким образом, улика показала, что бумаги были сфальсифицированы, и Холлу вместе с 34-мя другими чиновниками системы образования было предъявлено обвинение в 2013 году.","[""Т"",""ак"",""им "",""образом"","", "",""улик"",""а "",""пок"",""азала, "",""что "",""бумаг"",""и "",""были "",""сфальсиф"",""ициров"",""ан"",""ы, "",""и Холл"","" "",""вместе "",""с "",""34-мя "",""друг"",""ими "",""чин"",""ов"",""н"",""иками "",""систем"",""ы "",""образов"",""ан"",""ия "",""было "",""пред"",""ъявлен"",""о "",""обвин"",""ен"",""ие "",""в "",""2013 "",""году.""]",43
181,dev,181,"Ирландское правительство подчеркивает срочную необходимость парламентского законодательства, чтобы разрешить ситуацию.","[""И"",""лан"",""дск"",""ое "",""прав"",""ительств"",""о "",""под"",""ер"",""ивает "",""сро"",""н"",""ую "",""необходим"",""о"",""ть "",""пар"",""амен"",""тск"",""ого "",""зак"",""он"",""одательств"",""а, "",""чтоб"",""ы "",""раз"",""ешить "",""ситуаци"",""ю.""]",30
182,dev,182,"""Сейчас очень важно с точки зрения как общественного здоровья, так и уголовного правосудия, чтобы закон был принят как можно скорее"", — сказал пресс-секретарь правительства.","[""\"""",""Сей"",""а"","" "",""очен"",""ь "",""важн"",""о "",""с "",""то"",""ки "",""зрен"",""ия "",""как"","" "",""общ"",""еств"",""ен"",""ного "",""здо"",""ов"",""ья, "",""так"","" "",""и уголов"",""н"",""ого "",""прав"",""осудия, "",""чтоб"",""ы "",""зак"",""он"","" "",""был "",""при"","""",""ят "",""как"","" "",""можн"",""о "",""ск"",""орее\"", "",""— "",""ск"",""азал "",""пре"",""с-"",""сек"",""ретарь "",""прав"",""ительств"",""а.""]",54
183,dev,183,"Министр здравоохранения выразил озабоченность и по поводу благополучия людей, пользующихся временной доступностью означенных веществ, и по поводу приговоров связанных с наркотиками, вынесенных со времени, когда теперь уже не конституционные изменения вступили в силу.","[""М"",""ин"",""ист"","" "",""зд"",""ав"",""оо"",""ран"",""ен"",""ия "",""выразил "",""озаб"",""очен"",""ность "",""и по "",""пов"",""оду "",""благ"",""оп"",""ол"",""чия "",""людей, "",""пол"",""зующ"",""ихся "",""врем"",""ен"",""ной "",""до"",""тупн"",""остью "",""озн"",""ачен"",""ных "",""веществ"","", "",""и по "",""пов"",""оду "",""при"",""ов"",""оров"","" "",""связан"",""ных "",""с "",""нар"",""отиками, "",""вын"",""есен"",""ных "",""со "",""врем"",""ен"",""и, "",""когда "",""теп"",""ер"","" "",""уже "",""не "",""кон"",""ституци"",""он"",""ные "",""измен"",""ен"",""ия "",""вступили "",""в "",""силу.""]",71
184,dev,184,"Ранее тем же днем Харке тренировался во время предсезонной подготовки в Коверчано в Италии. Он оставался в отеле команды перед запланированным на воскресенье матчем против ""Болоньи"".","[""Р"","""",""н"",""ее "",""тем"","" "",""же "",""днем "",""Харк"",""е "",""трен"",""иров"",""ался "",""во "",""врем"",""я "",""пред"",""сезон"",""ной "",""под"",""отов"",""ки "",""в "",""Ковер"",""ан"",""о "",""в "",""Италии. "",""Он"","" "",""оставался "",""в "",""отеле "",""ком"",""ан"",""ды "",""пер"",""д "",""зап"",""лан"",""иров"",""ан"",""ным "",""на "",""во"",""к"",""ресен"",""ье "",""матчем"","" "",""про"",""ив "",""\""Болон"",""ьи\"".""]",54
185,dev,185,"Он проживал в отеле команды перед матчем с Болоньей, запланированным на воскресенье.","[""Он"","" "",""проживал "",""в "",""отеле "",""ком"",""ан"",""ды "",""пер"",""д "",""матчем"","" "",""с "",""Болон"",""ьей, "",""зап"",""лан"",""иров"",""ан"",""ным "",""на "",""во"",""к"",""ресен"",""ье.""]",25
186,dev,186,"Автобус следует в Six Flags St. Louis в Миссури, где музыканты должны будут сыграть перед огромной аудиторией.","[""Ав"",""то"","""",""ус "",""след"",""ет "",""в "",""Six "",""Flags "",""St. "",""Louis "",""в "",""Миссури, "",""где "",""музык"",""ан"",""ты "",""должн"",""ы "",""буд"",""т "",""сыг"",""ать "",""пер"",""д "",""огром"",""н"",""ой "",""ауди"",""о"",""ией.""]",31
187,dev,187,"В 01:15 в субботу, по словам очевидцев, автобус проезжал на зелёный свет, когда автомобиль сделал поворот перед ним.","[""В"","" "",""01:15 "",""в "",""суббо"",""у, "",""по "",""слов"",""ам "",""очев"",""ид"",""ев"","", "",""авто"","""",""ус "",""проезжал "",""на "",""зелён"",""ый "",""све"","", "",""когда "",""авто"","""",""обиль "",""сделал "",""пов"",""орот "",""пер"",""д "",""ним.""]",32
188,dev,188,В ночь на 9 августа глаз Моракота находился примерно в семидесяти километрах от китайской провинции Фуцзянь.,"[""В"","" "",""ночь "",""на "",""9 авг"",""ста "",""глаз "",""Моракота "",""находился "",""при"",""ерн"",""о "",""в "",""сем"",""идес"",""я"",""и "",""килом"",""етра"","" "",""от "",""китай"",""к"",""ой "",""пров"",""инции "",""Фуцз"",""н"",""ь.""]",29
189,dev,189,"Согласно прогнозам, тайфун движется в сторону Китая со скоростью одиннадцать километров в час.","[""Сог"",""ла"",""н"",""о "",""прог"",""н"",""озам"","", "",""тай"",""ун"","" "",""движется "",""в "",""сто"",""он"",""у "",""Китая "",""со "",""ск"",""оростью "",""один"",""над"",""ать "",""килом"",""етров"","" "",""в "",""час.""]",28
190,dev,190,"Пассажирам дали воду, пока они ждали на жаре в 90 градусов по Фаренгейту.","[""П"",""а"","""",""аж"",""и"",""ам"","" "",""дали "",""вод"","", "",""пок"",""а "",""он"",""и "",""ждали "",""на "",""жаре "",""в "",""90 "",""градусов"","" "",""по "",""Фарен"",""гейту.""]",24
191,dev,191,"Начальник пожарной команды Скотт Коунс сказал: ""Сегодня в Санта-Кларе был жаркий день, было в районе 90 градусов.","[""Н"",""а"",""альн"",""ик "",""пож"",""рн"",""ой "",""ком"",""ан"",""ды "",""Ск"",""отт "",""Ко"",""н"",""с "",""ск"",""азал: "",""\""Сегодн"",""я "",""в "",""Сан"",""та-"",""Кларе "",""был "",""жарк"",""ий "",""ден"",""ь, "",""было "",""в "",""район"",""е "",""90 "",""градусов"","".""]",35
192,dev,192,"Любое количество времени, проведенное в застрявшем положении на американских горках, было бы, мягко говоря, неприятным, и на то, чтобы вытащить первого человека из состава вагонеток, ушел по крайней мере час.","[""Л"","""",""б"",""ое "",""кол"",""честв"",""о "",""врем"",""ен"",""и, "",""пров"",""еден"",""ное "",""в "",""за"",""трявш"",""ем "",""пол"",""жен"",""ии "",""на "",""американ"",""ск"",""их "",""го"",""ках, "",""было "",""бы, "",""мягк"",""о "",""гово"",""я, "",""неп"",""ри"",""тн"",""ым, "",""и на "",""то, "",""чтобы "",""вытащ"",""ить "",""пер"",""ого "",""челов"",""ека "",""из "",""со"",""тава "",""вагон"",""еток"","", "",""ушел "",""по "",""крайн"",""ей "",""мер"","" "",""час.""]",58
193,dev,193,"Шумахер, который закончил карьеру в 2006 году после того, как стал семикратным чемпионом ""Формулы-1"" должен был заменить получившего травму Фелипе Массу.","[""Ш"",""ма"",""е"","", "",""кото"",""ый "",""зак"",""он"",""чил "",""карьер"","" "",""в "",""2006 "",""году "",""по"",""ле "",""того, "",""как"","" "",""стал "",""сем"",""икратн"",""ым "",""чем"",""пион"",""ом "",""\""Форм"",""улы-"",""1\"" "",""должен"","" "",""был "",""зам"",""ен"",""ить "",""пол"",""чив"","""",""его "",""трав"",""му "",""Фелип"",""е "",""Массу.""]",44
194,dev,194,Бразилец получил серьёзную травму головы после аварии на гран-при в Венгрии в 2009 году.,"[""Б"",""разиле"","" "",""пол"",""чил "",""сер"",""ёзн"",""ую "",""трав"",""му "",""голов"",""ы "",""по"",""ле "",""аварии "",""на "",""гран"",""-"",""при "",""в "",""Вен"",""грии "",""в "",""2009 "",""году.""]",25
195,dev,195,"Масса не будет нигде участвовать, по крайней мере, до конца сезона 2009 года.","[""М"",""а"","""",""а "",""не "",""будет "",""нигде "",""уча"",""тв"",""ов"",""ать, "",""по "",""кра"",""н"",""ей "",""мер"","", "",""до "",""кон"",""ца "",""сезон"",""а "",""2009 "",""года.""]",24
196,dev,196,"Премьер-министр Родриго Ариас сказал, что тест Ариаса показал положительный результат на лёгкий случай вируса.","[""П"",""рем"",""ье"",""-"",""мин"",""истр "",""Родриго "",""Ариа"","" "",""ск"",""азал, "",""что "",""тес"",""т "",""Ариа"",""а "",""пок"",""азал "",""пол"",""жительн"",""ый "",""рез"",""льта"","" "",""на "",""лёгк"",""ий "",""случай "",""вир"",""са.""]",30
197,dev,197,"Состояние президента стабильное, но он самоизолируется на несколько дней у себя дома.","[""Со"",""то"",""н"",""ие "",""президен"",""та "",""стаб"",""ильн"",""ое, "",""но "",""он"","" "",""сам"",""оизол"",""ир"",""ется "",""на "",""неск"",""олько "",""дней "",""у "",""себя "",""дом"",""а.""]",24
198,dev,198,"Помимо высокой температуры и боли в горле, я чувствую себя нормально и нахожусь в хорошей форме, чтобы выполнять свою работу в дистанционном режиме.","[""П"",""ом"",""им"",""о "",""высок"",""ой "",""тем"",""пер"",""туры "",""и боли "",""в "",""го"",""ле, "",""я чувств"",""ую "",""себя "",""нормальн"",""о "",""и нахожусь "",""в "",""хорош"",""ей "",""форм"",""е, "",""чтобы "",""выполнять "",""сво"","" "",""рабо"",""у "",""в "",""дис"",""тан"",""цион"",""ном "",""режиме.""]",36
199,dev,199,"""Я планирую вернуться к своим обязанностям в полном объеме в понедельник"", — сообщил Ариас в заявлении.","[""\"""",""Я план"",""ир"",""ю "",""вер"","""",""уться "",""к "",""своим "",""обязан"",""ностям "",""в "",""пол"",""ом "",""объем"",""е "",""в "",""пон"",""едельн"",""ик\"", "",""— "",""сообщ"",""ил "",""Ариа"","" "",""в "",""за"",""влен"",""ии.""]",29
200,dev,200,"Фелиция, которой ранее был присвоена категория 4 по шкале ураганов Саффира-Симпсона, ослабла до тропической депрессии, а затем окончательно рассеялась во вторник.","[""Фел"","""",""и"","", "",""ко"",""о"",""ой "",""ран"",""ее "",""был "",""при"",""воен"",""а "",""катего"",""ия "",""4 по "",""шк"",""але "",""ураган"",""ов"","" "",""Саффира-"",""Сим"",""псон"",""а, "",""ослаб"",""ла "",""до "",""троп"",""ическ"",""ой "",""деп"",""ресси"",""и, "",""а за"",""ем"","" "",""ок"",""он"",""чательн"",""о "",""рас"",""еялась "",""во "",""вто"",""н"",""ик.""]",47
201,dev,201,"Его остаточное влияние принесло ливни на большинстве островов, хотя на данный момент не сообщалось о каких-либо повреждениях или затоплениях.","[""Ег"",""о "",""оста"",""о"",""н"",""ое "",""влиян"",""ие "",""при"","""",""есло "",""лив"",""н"",""и "",""на "",""больш"",""ин"",""ств"",""е "",""остров"",""ов"","", "",""хотя "",""на "",""дан"",""ный "",""момен"",""т "",""не "",""сообщ"",""ало"",""ь "",""о "",""как"",""их-"",""либ"",""о "",""пов"",""режден"",""иях "",""или "",""за"",""оп"",""лен"",""иях.""]",45
202,dev,202,"Осадки, достигающие 6,34 дюйма по осадкомеру на острове Оаху, были охарактеризованы как ""полезные"".","[""О"",""адк"",""и, "",""до"",""тигающ"",""ие "",""6,34 "",""дюйм"",""а "",""по "",""осадк"",""омер"","" "",""на "",""остров"",""е "",""Оах"","", "",""были "",""оха"",""ак"",""тер"",""зов"",""ан"",""ы "",""как"","" "",""\""пол"",""зн"",""ые\"".""]",30
203,dev,203,Некоторые из ливней сопровождались грозовыми бурями и частыми молниями.,"[""Н"",""ек"",""ото"",""ые "",""из "",""лив"",""н"",""ей "",""соп"",""ров"",""ождали"",""ь "",""грозов"",""ыми "",""бур"",""ми "",""и частыми "",""молн"",""иями.""]",19
204,dev,204,"Вчера Twin Otter уже пытался зайти на посадку в Кокоде как рейс CG4684 компании Airlines PNG, но не смог завершить попытку.","[""В"",""чер"","" "",""Twin "",""Ot te r "",""уже "",""пытался "",""зайти "",""на "",""по"",""адку "",""в "",""Кок"",""оде "",""как"","" "",""рейс "",""CG4684 "",""ком"",""пан"",""ии "",""Airlin es  "",""PNG, "",""но "",""не "",""смог "",""зав"",""ершить "",""поп"",""ытку.""]",30
205,dev,205,Примерно за 10 минут до планируемой посадки со второго захода он исчез.,"[""П"",""ри"",""ерн"",""о "",""за "",""10 "",""мин"",""ут "",""до "",""план"",""ир"",""ем"",""ой "",""по"",""адки "",""со "",""вто"",""ого "",""за"",""ода "",""он"","" "",""исчез.""]",23
206,dev,206,"Сегодня было установлено место крушения, но к нему настолько трудно добраться, что двое полицейских были опущены в джунгли, чтобы они дошли до места происшествия и нашли выживших.","[""Сегодн"",""я "",""было "",""устан"",""ов"",""лен"",""о "",""место "",""кру"",""ен"",""ия, "",""но "",""к "",""нем"",""у "",""настол"",""ько "",""тр"",""дн"",""о "",""доб"",""раться, "",""что "",""двое "",""пол"",""цейск"",""их "",""были "",""опущен"",""ы "",""в "",""джун"",""гли, "",""чтобы "",""он"",""и "",""до"",""ли "",""до "",""места "",""происш"",""еств"",""ия "",""и наш"",""ли "",""выжив"","""",""их.""]",48
207,dev,207,"Эти поиски затруднялись из-за той же плохой погоды, которая помешала завершить посадку.","[""Э"",""и "",""поиск"",""и "",""за"",""рудн"",""ялись "",""из-"",""за "",""той "",""же "",""пло"",""ой "",""пог"",""оды, "",""кото"",""ая "",""пом"",""ешала "",""зав"",""ершить "",""по"",""адку.""]",23
208,dev,208,"Сообщается, что взрыв в квартире на улице Макбет произошел из-за утечки газа.","[""Сооб"",""щ"",""ается, "",""что "",""вз"","""",""в "",""в "",""ква"",""тире "",""на "",""улице "",""Мак"",""бет "",""произо"",""ел "",""из-"",""за "",""утечки "",""газа.""]",20
209,dev,209,Представитель газовой компании прибыл на место происшествия после звонка соседа об утечке газа.,"[""П"",""ред"",""став"",""ител"","" "",""газов"",""ой "",""ком"",""пан"",""ии "",""при"",""ыл "",""на "",""место "",""происш"",""еств"",""ия "",""по"",""ле "",""звон"",""ка "",""со"",""еда "",""об утечке "",""газа.""]",25
210,dev,210,"Когда прибыл официальный представитель, в квартире произошел взрыв.","[""К"",""ог"",""да "",""при"",""ыл "",""официальн"",""ый "",""пред"",""став"",""ител"","", "",""в "",""квартире "",""произо"",""ел "",""вз"","""",""в.""]",18
211,dev,211,"О серьезных ранениях не сообщалось, но по крайней мере пятерым людям с симптомами шока, находившимся на месте происшествия в момент взрыва, понадобилась медицинская помощь.","[""О "",""сер"",""езн"",""ых "",""ран"",""ен"",""иях "",""не "",""сообщ"",""ало"",""ь, "",""но "",""по "",""крайн"",""ей "",""мер"","" "",""пятер"",""м "",""людям "",""с "",""сим"",""птом"",""ами "",""шок"",""а, "",""находив"",""имся "",""на "",""месте "",""происш"",""еств"",""ия "",""в "",""момен"",""т "",""вз"","""",""ва, "",""пон"",""адоб"",""илась "",""мед"",""цин"",""ск"",""ая "",""пом"",""ощь.""]",48
212,dev,212,В квартире никого не было.,"[""В"","" "",""ква"",""тире "",""никого "",""не "",""было.""]",7
213,dev,213,Тогда из этого района было эвакуировано почти 100 жителей.,"[""Т"",""ог"",""да "",""из "",""этого "",""район"",""а "",""было "",""эвак"",""уиров"",""ан"",""о "",""по"",""ти "",""100 "",""жител"",""й.""]",17
214,dev,214,Гольф и регби вернутся в программу Олимпийских игр.,"[""Г"",""ол"","""","" "",""и регби "",""вер"","""",""утся "",""в "",""прог"",""рамму "",""Олим"",""пийск"",""их "",""игр.""]",15
215,dev,215,"Международный олимпийский комитет проголосовал за включение этих видов на заседании исполнительного комитета сегодня в Берлине. Регби, а конкретнее регби-юнион, и гольф выбрали вместо пяти других видов спорта, чтобы рассмотреть их участие в программе Олимпийских игр.","[""М"",""ежд"",""н"",""ародн"",""ый "",""олим"",""пийск"",""ий "",""ком"",""итет "",""прог"",""оло"",""ов"",""ал "",""за "",""включен"",""ие "",""этих "",""вид"",""в"","" "",""на "",""за"",""едан"",""ии "",""исполн"",""ительн"",""ого "",""ком"",""итета "",""сегодн"",""я "",""в "",""Бер"",""ин"",""е. "",""Регби, "",""а кон"",""кретн"",""ее "",""регби-"",""юн"",""ион"","", "",""и гольф "",""выбрали "",""вместо "",""пяти "",""друг"",""их "",""вид"",""в"","" "",""спо"",""та, "",""чтоб"",""ы "",""рас"",""мо"",""реть "",""их "",""уча"",""тие "",""в "",""прог"",""рамме "",""Олим"",""пийск"",""их "",""игр.""]",70
216,dev,216,"Сквош, карате и катание на роликовых коньках  пытались включить в олимпийскую программу, также, как бейсбол и софтбол, которые по результату голосования были исключены из Олимпийских игр в 2005 году.","[""Ск"",""вош, "",""кар"","""",""е "",""и катан"",""ие "",""на "",""ролик"",""ов"",""ых "",""кон"",""ьках "","" "",""пытались "",""включить "",""в "",""олим"",""пийск"",""ую "",""прог"",""рамму, "",""так"",""же, "",""как"","" "",""бейсбол "",""и со"",""тбол, "",""кото"",""ые "",""по "",""рез"",""льта"",""у "",""голо"",""ов"",""ан"",""ия "",""были "",""иск"",""лючен"",""ы "",""из "",""Олим"",""пийск"",""их "",""игр "",""в "",""2005 "",""году.""]",51
217,dev,217,Голосование еще должно быть ратифицировано полным составом МОК на заседании в Копенгагене в октябре.,"[""Г"",""оло"",""ов"",""ан"",""ие "",""еще "",""должн"",""о "",""быть "",""рати"",""ициров"",""ан"",""о "",""пол"",""ым "",""со"",""тавом "",""МОК "",""на "",""за"",""едан"",""ии "",""в "",""Копен"",""гаген"",""е "",""в "",""ок"",""тябре.""]",29
218,dev,218,Не все поддерживали добавление женских званий.,"[""Н"",""е "",""все "",""под"",""ерживали "",""доб"",""авлен"",""ие "",""жен"",""ских "",""зван"",""ий.""]",12
219,dev,219,"Серебряный медалист Олимпийских игр 2004 года Амир Хан сказал: ""В глубине души я считаю, что женщины не должны драться. Это мое личное мнение"".","[""Се"","""",""б"",""рян"",""ый "",""медали"",""т "",""Олим"",""пийск"",""их "",""игр "",""2004 "",""года "",""Амир "",""Хан"","" "",""ск"",""азал: "",""\""В "",""глубин"",""е "",""души "",""я считаю, "",""что "",""жен"",""щин"",""ы "",""не "",""должн"",""ы "",""драться. "",""Это "",""мое "",""личн"",""ое "",""мнен"",""ие\"".""]",37
220,dev,220,"Несмотря на свои комментарии, он заявил, что будет поддерживать британских спортсменов на Олимпийских играх 2012 года, проходящих в Лондоне.","[""Н"",""есмо"",""р"","" "",""на "",""свои "",""ком"",""мен"",""тарии, "",""он"","" "",""за"",""вил, "",""что "",""будет "",""под"",""ерживать "",""бри"",""ан"",""ских "",""спо"",""тсмен"",""ов"","" "",""на "",""Олим"",""пийск"",""их "",""играх "",""2012 "",""года, "",""про"",""одящ"",""их "",""в "",""Лон"",""дон"",""е.""]",38
221,dev,221,Процесс проходил в Бирмингемском Суде короны и завершился 3 августа.,"[""П"",""ро"",""есс "",""про"",""одил "",""в "",""Бирмин"",""гем"",""ск"",""ом "",""Суд"","" "",""корон"",""ы "",""и зав"",""ершился "",""3 авг"",""ста.""]",18
222,dev,222,"Ведущий, который был арестован на месте происшествия, отрицал нападение и утверждал, что использовал палку для защиты от бутылок, которые в него бросали почти тридцать человек.","[""В"",""ед"",""щ"",""ий, "",""кото"",""ый "",""был "",""арестов"",""ан"","" "",""на "",""месте "",""происш"",""еств"",""ия, "",""отр"",""цал "",""нап"",""аден"",""ие "",""и утвержд"",""ал, "",""что "",""испол"",""зов"",""ал "",""пал"",""у "",""для "",""за"",""иты "",""от "",""бутылок"","", "",""кото"",""ые "",""в "",""него "",""бро"",""али "",""по"",""ти "",""три"",""цать "",""челов"",""ек.""]",46
223,dev,223,Блейк так же был обвинён в попытке извратить ход правосудия.,"[""Б"",""лейк"","" "",""так"","" "",""же "",""был "",""обвин"",""ён"","" "",""в "",""попытке "",""извратить "",""ход "",""прав"",""осудия.""]",16
224,dev,224,"Судья сказал Блейку, что это ""почти неизбежно"" и он будет отправлен в тюрьму.","[""С"",""д"",""я "",""ск"",""азал "",""Блейк"",""у, "",""что "",""это "",""\""по"",""ти "",""неизб"",""ежн"",""о\"" "",""и он"","" "",""будет "",""отправ"",""лен"","" "",""в "",""тюрьму.""]",22
225,dev,225,"Темная энергия – это абсолютно невидимая сила, которая постоянно влияет на Вселенную.","[""Т"",""ем"",""н"",""ая "",""эн"",""ер"",""ия "",""– "",""это "",""абсолютн"",""о "",""нев"",""идим"",""ая "",""сила, "",""кото"",""ая "",""по"",""то"",""н"",""но "",""влияет "",""на "",""Вселен"",""ную.""]",25
226,dev,226,О ее существовании известно только благодаря ее влиянию на расширение Вселенной.,"[""О "",""ее "",""существ"",""ов"",""ан"",""ии "",""известн"",""о "",""тольк"",""о "",""благ"",""ода"",""я "",""ее "",""влиян"",""ию "",""на "",""рас"",""ирен"",""ие "",""Вселен"",""ной.""]",22
227,dev,227,"В разных местах на поверхности Луны учеными были выявлены формы рельефа, называемые лопастными уступами, которые скорей всего возникли в процессе очень медленного сокращения Луны.","[""В"","" "",""разн"",""ых "",""местах "",""на "",""пов"",""ерхн"",""ости "",""Лун"",""ы "",""учен"",""ыми "",""были "",""выявлен"",""ы "",""форм"",""ы "",""рел"",""ефа, "",""называем"",""ые "",""лоп"",""астн"",""ыми "",""уступам"",""и, "",""кото"",""ые "",""ск"",""орей "",""всего "",""возн"",""икли "",""в "",""про"",""ессе "",""очен"",""ь "",""мед"",""ен"",""ного "",""сок"",""ращен"",""ия "",""Лун"",""ы.""]",47
228,dev,228,"Эти эскарпы были обнаружены на всей поверхности Луны, и, кажется, подвергались минимальным атмосферным воздействиям, что говорит о том, что геологические активности, в результате которых они образовались, были относительно недавно.","[""Э"",""и "",""эск"",""арпы "",""были "",""обн"",""аружен"",""ы "",""на "",""всей "",""пов"",""ерхн"",""ости "",""Лун"",""ы, "",""и, "",""кажется, "",""под"",""ергали"",""ь "",""мин"",""имальн"",""ым "",""атмо"",""фер"","""",""ым "",""возд"",""йств"",""иям, "",""что "",""гово"",""ит "",""о "",""том, "",""что "",""геол"",""ог"",""ическ"",""ие "",""ак"",""тивн"",""ости, "",""в "",""рез"",""льта"",""е "",""кото"",""ых "",""он"",""и "",""образов"",""али"",""ь, "",""были "",""отн"",""осительн"",""о "",""нед"",""вн"",""о.""]",61
229,dev,229,"Эта теория противоречит утверждению, что Луна полностью лишена геологической активности.","[""Э"",""а "",""тео"",""ия "",""про"",""иво"",""ечит "",""утвержд"",""ен"",""ию, "",""что "",""Лун"",""а "",""пол"",""остью "",""ли"",""ен"",""а "",""геол"",""ог"",""ическ"",""ой "",""ак"",""тивн"",""ости.""]",25
230,dev,230,"Мужчина предположительно въехал в толпу на трехколесном транспортном средстве, в котором находилась взрывчатка.","[""М"",""уж"","""",""ин"",""а "",""пред"",""пол"",""жительн"",""о "",""въехал "",""в "",""толпу "",""на "",""тре"",""к"",""ол"",""сн"",""ом "",""тран"",""спо"",""тн"",""ом "",""средств"",""е, "",""в "",""кото"",""ом "",""находилась "",""вз"","""",""вчатка.""]",31
231,dev,231,"Мужчина, подозреваемый в совершении взрыва, был арестован после получения травм от взрыва.","[""М"",""уж"","""",""ин"",""а, "",""под"",""зрев"",""аем"",""ый "",""в "",""сов"",""ершен"",""ии "",""вз"","""",""ва, "",""был "",""арестов"",""ан"","" "",""по"",""ле "",""пол"",""чен"",""ия "",""трав"",""м "",""от "",""вз"","""",""ва.""]",31
232,dev,232,"Его имя до сих пор не известно властям, хотя они знают, что он является представителем уйгурской этнической группы.","[""Ег"",""о "",""имя "",""до "",""сих "",""по"","" "",""не "",""известн"",""о "",""вла"",""тям, "",""хо"",""я "",""он"",""и "",""зн"",""ают, "",""что "",""он"","" "",""является "",""пред"",""став"",""ител"",""м"","" "",""уйг"",""рск"",""ой "",""этн"",""ическ"",""ой "",""гр"",""ппы.""]",35
233,dev,233,"Надя, родившаяся 17 сентября 2007 года с помощью кесарева сечения в роддоме российского города Алейск, весила целых 17 фунтов и одну унцию.","[""Н"",""ад"","", "",""родив"",""аяся "",""17 "",""сен"",""тября "",""2007 "",""года "",""с "",""пом"",""ощью "",""кесарев"",""а "",""сечен"",""ия "",""в "",""роддом"",""е "",""российск"",""ого "",""го"",""ода "",""Алей"",""к"","", "",""вес"",""ила "",""целых "",""17 "",""фун"",""тов"","" "",""и одн"",""у "",""ун"",""цию.""]",38
234,dev,234,"""Мы все были просто в шоке"", —  сказала мать.","[""\"""",""Мы все "",""были "",""про"",""то "",""в "",""шок"",""е\"", "",""— "","" ск"",""азала "",""мать.""]",12
235,dev,235,"Когда её спросили, что сказал отец, она ответила: ""Он не мог ничего сказать, он просто стоял и моргал"".","[""К"",""ог"",""да "",""её "",""спро"",""или, "",""что "",""ск"",""азал "",""отец, "",""он"",""а "",""ответила: "",""\""Он"","" "",""не "",""мог "",""ничего "",""ск"",""азать, "",""он"","" "",""про"",""то "",""сто"",""л "",""и мо"",""гал\"".""]",28
236,dev,236,"Они должны вести себя, как вода. Они точно такие же прозрачные, как вода.","[""Он"",""и "",""должн"",""ы "",""вес"",""ти "",""себя, "",""как"","" "",""вода. "",""Он"",""и "",""то"",""н"",""о "",""так"",""ие "",""же "",""проз"",""рачн"",""ые, "",""как"","" "",""вода.""]",24
237,dev,237,"Так что, если бы вы стояли у берега, то смогли бы увидеть на дне что угодно, камешки или мусор.","[""Т"",""ак"","" "",""что, "",""если "",""бы "",""вы сто"",""ли "",""у "",""бер"",""га, "",""то "",""смогли "",""бы "",""увидеть "",""на "",""дне "",""что "",""угодн"",""о, "",""камешк"",""и "",""или "",""мусо"","".""]",25
238,dev,238,"""Насколько мы знаем, есть только одно планетарное тело, которое проявляет большую активность, чем Титан, и оно называется Земля"", — добавил Стофан.","[""\"""",""На"",""к"",""олько "",""мы зн"",""аем"","", "",""есть "",""тольк"",""о "",""одн"",""о "",""план"",""етарн"",""ое "",""тел"","", "",""кото"",""ое "",""про"",""вляет "",""больш"",""ую "",""ак"",""тивн"",""ость, "",""чем"","" "",""Титан"","", "",""и он"",""о "",""называется "",""Зем"",""ля\"", "",""— "",""доб"",""авил "",""Сто"",""ан"","".""]",41
239,dev,239,"Ситуация возникла 1 января, когда десятки местных жителей начали жаловаться в почтовое управление Обанадзавы, что не получили свои традиционные регулярно приходившие новогодние открытки.","[""Си"",""уа"",""и"","""","" "",""возн"",""икла "",""1 ян"",""варя, "",""когда "",""дес"",""ятки "",""местн"",""ых "",""жител"",""й "",""начали "",""жалов"",""аться "",""в "",""по"",""тов"",""ое "",""управ"",""лен"",""ие "",""Обан"",""адзав"",""ы, "",""что "",""не "",""пол"",""чили "",""свои "",""традицион"",""ные "",""рег"",""ля"",""н"",""о "",""при"",""одив"",""ие "",""нов"",""огодн"",""ие "",""отк"",""рытки.""]",48
240,dev,240,"Вчера почтовое отделение принесло свои извинения гражданам и СМИ, обнаружив, что этот мальчик спрятал более 600 почтовых документов, в том числе 429 новогодние открытки, которые не были доставлены получателям, для которых они предназначались.","[""В"",""чер"","" "",""по"",""тов"",""ое "",""отделен"",""ие "",""при"","""",""есло "",""свои "",""извин"",""ен"",""ия "",""гражд"",""ан"",""ам "",""и СМИ, "",""обн"",""аружив, "",""что "",""это"","" "",""мал"",""ч"",""ик "",""спрятал "",""более "",""600 "",""по"",""тов"",""ых "",""док"",""умен"",""тов"","", "",""в "",""том "",""числе "",""429 "",""нов"",""огодн"",""ие "",""отк"",""рытки, "",""кото"",""ые "",""не "",""были "",""до"",""тавлен"",""ы "",""пол"",""чателям"","", "",""для "",""кото"",""ых "",""он"",""и "",""пред"",""н"",""азн"",""ачали"",""ь.""]",66
