segment,segment_display,count,example_occurrences
పౌర,'పౌర',11,"[{""sentence_id"": 168, ""text"": ""ప్రజల భద్రతను కాపాడేందుకు చర్యలు తీసుకుంటున్నట్లు ఆ అధికారులతో కలిసి ఆయన టెక్సాస్ పౌరులకు హామీ ఇచ్చారు.""}, {""sentence_id"": 240, ""text"": ""నిన్న, ఆ అబ్బాయి 600 పోస్టల్ డాక్యుమెంట్‌లను దాచి పెట్టాడని తెలుసుకొన్న తర్వాత, పోస్ట్ ఆఫీస్ వారు పౌరులందరికీ, ఇంకా మీడియాకు తమ క్షమాపణలు చెప్పారు, తాను డెలివరీ చేయని వాటిలో 429 కొత్త సంవత్సరం పోస్ట్ కార్డులు కూడా ఉన్నాయి, వాటిని కోరుకున్న గ్రహీతలకు అందించలేదు.""}, {""sentence_id"": 250, ""text"": ""హాస్టల్ అతిథులు ఎక్కువగా యునైటెడ్ అరబ్ ఎమిరేట్స్‌కు సంబంధించిన పౌరులు.""}]"
కంగ,'కంగ',11,"[{""sentence_id"": 169, ""text"": ""\""\""\""పెర్రీ ప్రత్యేకంగా ఇలా అన్నాడు, \""\""ఈ సందర్భంలో ఎదురయ్యే సవాలును ఎదుర్కొనడానికి ప్రపంచంలో కొన్ని ప్రదేశాలు మెరుగ్గా సన్నద్ధంతో ఉన్నాయి.\""\""\""""}, {""sentence_id"": 215, ""text"": ""అంతర్జాతీయ ఒలింపిక్ కమిటీ నేడు బెర్లిన్ లో జరిగిన ఎగ్జిక్యూటివ్ బోర్డు సమావేశంలో క్రీడలను చేర్చేందుకు ఓటు వేసింది. రగ్బీ, ప్రత్యేకంగా రగ్బీ యూనియన్, ఇంకా గోల్ఫ్ ఒలింపిక్స్ లో పాల్గొనేందుకు పరిగణించ బడే ఐదు ఇతర క్రీడలకు ఎంపిక చేయబడ్డాయి.""}, {""sentence_id"": 239, ""text"": ""జనవరి 1న కొంతమంది డజన్ల కొద్దీ స్థానిక నివాసితులు వారికి సాంప్రదాయకంగా మరియు సాధారంణగా అందాల్సిన కొత్త సంవత్సరం గ్రీటింగ్ కార్డులు అందలేదని Obanazawa Post Officeకు ఫిర్యాదు చేయడంతో ఈ సమస్య మొదలైంది.""}]"
పాఠశా,'పాఠశా',11,"[{""sentence_id"": 170, ""text"": ""\""\""\""కొంతమంది పాఠశాల వయస్సు పిల్లలు రోగిని ముట్టుకున్నట్లు గుర్తించారని మేము ఈ రోజు తెలుసుకున్నాము\""\"", అని గవర్నర్ కూడా పేర్కొన్నారు.\""""}, {""sentence_id"": 177, ""text"": ""అవార్డు సమయంలో, అట్లాంటా పాఠశాలలు టెస్ట్ స్కోర్లలో పెద్ద మెరుగుదలను చూశాయి.""}, {""sentence_id"": 179, ""text"": ""నివేదిక టెస్ట్ స్కోర్లు వేగంగా పెరిగినట్లు చూపించింది, మరియు పాఠశాల అంతర్గతంగా సమస్యలను గుర్తించింది కానీ కనుగొన్న దానిపై చర్య తీసుకోలేదు.""}]"
"ల, ","'ల, '",11,"[{""sentence_id"": 207, ""text"": ""ఆ అన్వేషణ కు అంతరాయం కలిగింది, అదే వాతావరణం వల్ల, ల్యాండింగ్ కు అంతరాయం కలిగింది.""}, {""sentence_id"": 365, ""text"": ""బల్బ్ యొక్క లోహపు భాగం సాకెట్ లో విద్యుత్ ప్రవహించడం వల్ల, సాకెట్ లో భాగం గా ఉన్నప్పుడు బల్బ్ యొక్క లోపల లేదా లోహపు బేస్ ని తాకినప్పుడు మీకు తీవ్రమైన విద్యుత్ షాక్ ఇవ్వబడుతుంది.""}, {""sentence_id"": 671, ""text"": ""అందువల్ల, మే లో ఏదైనా ప్రారంభ తేదీ కొరకు బ్యాక్ కంట్రీ పర్మిట్ జనవరి 1నాడు లభ్యం అవుతుంది.""}]"
ఎవర,'ఎవర',11,"[{""sentence_id"": 212, ""text"": ""అపార్ట్‌మెంట్ లోపల ఎవరూ లేరు.""}, {""sentence_id"": 543, ""text"": ""ఫెన్స్ ముందు గ్రిడ్లీ లేదా స్టార్క్  100 అడుగుల (30 మీ) ఉన్న స్టేక్ ని ఉంచి రెగ్యులర్లు దాన్ని దాటే వరకు ఎవరూ కాల్పులు జరపకూడదని ఆదేశించారు.""}, {""sentence_id"": 632, ""text"": ""ఉదాహరణకు, ఎవరైనా కారు కిటికీ పగలగొట్టడాన్ని మీరు చూస్తే గనుక, అతను ఎవరో కారును దొంగిలించడానికి ప్రయత్నిస్తున్నాడని మీరు అనుకోవచ్చు.""}]"
నీర,'నీర',11,"[{""sentence_id"": 236, ""text"": ""\""\""\""\""\""\""\""ఇది నీటిలా బివాయింగ్ గొన్న ఉంది. ఇది నీరు ఎలా పారదర్శకంగా ఉంది.\""\""\""""}, {""sentence_id"": 1081, ""text"": ""100 అడుగుల వెడల్పు ఉన్న విభాగంలో లెవీపై నీరు చిమ్ముతోంది.""}, {""sentence_id"": 1091, ""text"": ""స్థానిక అధికారులు ప్లాంట్ చుట్టుప్రక్కల నివాసితులను ఇండోర్ లో ఉండమని, ఎయిర్-కండిషనర్లను ఆఫ్ చేయాలని మరియు కుళాయి నీరు తాగవద్దని హెచ్చరిస్తున్నారు.""}]"
పంల,'పంల',11,"[{""sentence_id"": 241, ""text"": ""మానవ రహిత లునార్ ఆర్బిటర్ చంద్రయాన్-1 దాని  మూన్ ఇంపాక్ట్ ప్రోబ్ (ఎంఐపి)ను బయటకు తీసింది, ఇది చంద్రుడి ఉపరితలంపై సెకనుకు 1.5 కిలోమీటర్ల (గంటకు 3000 మైళ్లు) వేగంతో దూసుకుపోయి, విజయవంతంగా చంద్రుడి దక్షిణ ధ్రువం సమీపంలో బలంగా కొట్టుకొని దిగింది.""}, {""sentence_id"": 395, ""text"": ""అయితే, చాలా తక్కువ రాయల్ నేవీ నౌకలు జర్మన్ వైమానిక దాడి ద్వారా మునిగిపోతామని అడ్మిరల్స్ భయపడిన సంభవమైన ఆక్రమణ మార్గాల సమీపంలో నే ఉన్నాయి.""}, {""sentence_id"": 427, ""text"": ""యూరోపియన్ టర్కీ (బాల్కన్ ద్వీపకల్పంలోని తూర్పు థ్రేస్ లేదా రుమేలియా) దేశం 3% ను కలిగి ఉంది.""}]"
యాత,'యాత',11,"[{""sentence_id"": 249, ""text"": ""ఈ భవనంలో హజ్ యాత్ర సందర్భంగా పవిత్ర నగరాన్ని సందర్శించడానికి వచ్చిన యాత్రికుల సంఖ్య చాలా ఎక్కువగా ఉంది.""}, {""sentence_id"": 595, ""text"": ""ఒక జీవిలో కణం అనేది అతి చిన్న నిర్మాణ మరియు క్రియాత్మక యూనిట్.""}, {""sentence_id"": 828, ""text"": ""ఈ సలహా ప్రకారం, యాత్రికులు దొంగిలించడం, చొరబాటు, అక్రమ మార్కెట్లో పాల్గొనడం, బిచ్చం, లేదా ఇతర వ్యక్తులను తమ స్వంత లాభం కోసం ఉపయోగించుకోవడం చేయరాదు.""}]"
డబ్బ,'డబ్బ',11,"[{""sentence_id"": 275, ""text"": ""ప్లాన్డ్ పేరెంట్ హుడ్ ఏవిధంగా ఖర్చు చేస్తుంది మరియు రిప్రజెంటివ్ క్లిఫ్ స్టిర్న్స్ ద్వారా నిర్వహించబడుతున్న దాని డబ్బును నివేదించడం పై పెండింగ్ లో ఉన్న ఇన్వెస్టిగేషన్ కారణంగా కోమెన్ పాలసీ ప్లాన్డ్ పేరెంట్ హుడ్ ని అనర్హత కు గురిచేసింది.""}, {""sentence_id"": 758, ""text"": ""కుప్పలుగా డబ్బులున్న ఓ ప్రయాణికుడు విమానంలో ప్రపంచాన్ని చుట్టేయాలనుకోవచ్చు, అక్కడక్కడా ఈ హోటళ్ళలోనే చాలా వరకు బస చేస్తారు.""}, {""sentence_id"": 910, ""text"": ""ఆ కంపెనీలకు వారి మార్కెట్లపై మరింత నియంత్రణ ఇవ్వడమే అసలు ప్రయోజనం; ఇదంతా డబ్బు స్పిన్నింగ్ గురించే.""}]"
కాప,'కాప',11,"[{""sentence_id"": 283, ""text"": ""లండన్ లో, కొన్ని ప్రధాన కాపీరైట్లు కలిగి ఉన్నవారి ఆఫీసుల బయట సుమారు 200 మంది ప్రజలు నిరసన వ్యక్తం చేశారు.""}, {""sentence_id"": 316, ""text"": ""అతను కాపీరైట్ ఉల్లంఘనకు సంబంధించి గతంలో ఆరోపణలు కూడా ఎదుర్కొన్నాడు, కానీ అతన్ని ఖైదు చేయలేదు.""}, {""sentence_id"": 794, ""text"": ""మీ పాలసీ యొక్క కాపీలను తయారు చేసి ఇంకా దానితో పాటు మీ భీమాను చేసేవారి కాంటాక్ట్ వివరాలతో కొనసాగండి.""}]"
ఎత్త,'ఎత్త',11,"[{""sentence_id"": 284, ""text"": ""గత నెలలో, పోలాండ్  దేశం ఏ సి టి ఏ పై సంతకం చేసినప్పుడు అక్కడ  పెద్ద ఎత్తున  నిరసనలు జరిగాయి, ఇది ప్రస్తుతం  ఒప్పందాన్ని ఆమోదించకూడదని పోలాండ్ ప్రభుత్వం నిర్ణయించడానికి కారణమయింది.""}, {""sentence_id"": 315, ""text"": ""ఆధునిక విద్య అతను ప్రధాన ఆంగ్ల బోధకుడు అని చెప్పి, అనుమతి లేకుండా బస్సులపై పెద్ద ఎత్తున ప్రకటనలు ముద్రించి, అబద్దపు మాటలు చెబుతున్నారని ఆరోపించారు.""}, {""sentence_id"": 706, ""text"": ""మాచు పిచ్చూ యొక్క ఉత్తర కొన పైన ఎత్తైన ఈ ఏటవాలు గా ఉన్న పర్వతం ఉంది, చాలాసార్లు  శిథిలావస్థ యొక్క అనేక ఫోటోలకు నేపథ్యంగా ఉంటుంది.""}]"
సంబంధం ,'సంబంధం ',11,"[{""sentence_id"": 292, ""text"": ""అగ్నిపర్వతానికి సంబంధం లేని నల్లని మేఘాలు కొండ అడుగుభాగంలో నివేదించబడ్డాయి.""}, {""sentence_id"": 534, ""text"": ""బహుశా అత్యంత సాధారణ మైన పర్యాటక రకం ఏమిటంటే, చాలామంది ప్రజలు ప్రయాణాలతో సంబంధం కలిగి ఉంటారు: రిక్రియేషన్ టూరిజం.""}, {""sentence_id"": 739, ""text"": ""కుక్ దీవులు న్యూజిలాండ్ తో స్వేచ్ఛా యుత మైన సంబంధం కలిగిన ఒక ద్వీప దేశం, ఇది దక్షిణ పసిఫిక్ మహాసముద్రం మధ్యలో ఉన్న పాలినేషియాలో ఉంది.""}]"
మీటర,'మీటర',11,"[{""sentence_id"": 294, ""text"": ""లూనో 120–160 క్యూబిక్ మీటర్ల ఇంధనాన్ని కలిగి ఉంది, ఇది విరిగిపోయినప్పుడు మరియు అధిక గాలులు మరియు అలలు బ్రేక్ వాటర్ లోనికి నెట్టబడ్డాయి.""}, {""sentence_id"": 296, ""text"": ""ఈ 100 మీటర్ల ఓడ తన మాములు ఎరువుల సరుకును తీసుకొని రావడానికి దారిలో ఉంది మరియు మొదట్లో అధికారులు వెస్సెల్ పగిలి లోడ్ చిందుతుందేమో అని భయపడ్డారు.""}, {""sentence_id"": 429, ""text"": ""సరస్సులతో సహా టర్కీ వైశాల్యం 783,562 చదరపు కిలోమీటర్లను (300,948 చదరపు మైళ్ళు) ఆక్రమించింది, వీటిలో 755,688 చదరపు కిలోమీటర్లు (291,773 చదరపు మైళ్ళు) దక్షిణ పశ్చిమ ఆసియాలో ఇంకా ఐరోపాలో 23,764 చదరపు కిలోమీటర్లు (9,174 చదరపు మైళ్ళు) కలవు.""}]"
పైన ,'పైన ',11,"[{""sentence_id"": 351, ""text"": ""సర్ఫేస్ టెన్షన్ కారణంగా స్టీల్ సూది నీటి పైన తేలుతుంది.""}, {""sentence_id"": 352, ""text"": ""నీటి ఉపరితలం వద్ద ఉన్న నీటి అణువులు వాటి పైన ఉన్న గాలి అణువుల కంటే ఒకదానికొకటి బలంగా ఆకర్షిస్తున్నందు వల్ల ఉపరితల బిగువు జరుగుతుంది.""}, {""sentence_id"": 353, ""text"": ""నీటి అణువులు నీటి ఉపరితలంపై ఒక అదృశ్య త్వచాన్ని ఏర్పాటు చేస్తాయి, ఇది సూది వంటి వాటిని నీటి పైన తేలేలా చేస్తుంది.""}]"
రకమ,'రకమ',11,"[{""sentence_id"": 359, ""text"": ""\""\""\""ఈ ప్రక్రియను \""\""\""\""ఉత్తేజిత మైన వికిరణాన్ని\""\""\""\"" అని శాస్త్రవేత్తలు అంటారు, ఎందుకంటే కాంతి కిరణాలు కాంతి కిరణాల ను ప్రేరేపించి, కాంతి యొక్క ఒక కాంతి ని వెలువరించడానికి కారణం, మరియు కాంతి ఒక రకమైన వికిరణం.\""\""\""""}, {""sentence_id"": 369, ""text"": ""కొంతమంది శాస్త్రవేత్తలు ట్రైసెరాటోప్ లు సైకాడ్ లను తిన్నారు, ఇది క్రెటేషియస్ లో సాధారణంగా ఉండే ఒక రకమైన మొక్క.""}, {""sentence_id"": 537, ""text"": ""ఒక నిర్దిష్ట ప్రదేశానికి 1  సందర్శన యొక్క లక్ష్యం దాని చరిత్ర మరియు సంస్కృతిని తెలుసుకోవడమే అయితే, ఈ రకమైన పర్యాటకాన్ని సాంస్కృతిక పర్యాటకం అంటారు.""}]"
ఫోట,'ఫోట',11,"[{""sentence_id"": 377, ""text"": ""\""సూర్యుడిని చూసినప్పుడు మనం చూసే బయటి భాగాన్ని ఫోటోస్పియర్ అంటారు, అంటే దాని అర్ధం \""\""గుండ్రని అగ్నిగోళం\""\"".\""""}, {""sentence_id"": 782, ""text"": ""వైల్డ్ లైఫ్ ఫోటోగ్రఫీ ని తరచుగా తీసుకుంటారు, కానీ సాధారణంగా ఫోటోగ్రఫీ లాగా, ఒక చిత్రం వెయ్యి పదాల విలువ కలిగి ఉంటుంది.""}, {""sentence_id"": 783, ""text"": ""వన్యప్రాణుల ఫోటోగ్రఫీకి తరచూ పొడవైన టెలిఫోటో లెన్స్ అవసరం ఉంటాయి, అయితే పక్షుల గుంపు లేదా చిన్న జీవి వంటి వాటి కోసం ఇతర లెన్సులు అవసరం.""}]"
నంగ,'నంగ',11,"[{""sentence_id"": 393, ""text"": ""\""జర్మనీ ఈ దాడికి \""\""ఆపరేషన్ సీలయోన్\""\"" అని పేరు పెట్టింది. డంకిర్క్ నుంచి ఖాళీ చేసినప్పుడు బ్రిటిష్ సైన్యం యొక్క భారీ ఆయుధాలు సరఫరాలు చాలా వరకు పోయాయి, అందువలన సైన్యం చాలా బలహీనంగా ఉంది.\""""}, {""sentence_id"": 397, ""text"": ""యుద్ధం  ప్రారంభించడానికి ముందే  వారు నాలుగు కొత్త నౌకలను నిర్మించినప్పటికీ, వారి సైన్యం మరియు నౌకాదళం  బలహీనంగా ఉంది.""}, {""sentence_id"": 419, ""text"": ""హిందీ మరియు ఉర్దూ మాట్లాడటానికి ఒకేలా ఉంటాయి కాని వాటి లిపి భిన్నంగా ఉంటుంది; సాధారణంగా ఈ రెండు భాషలు మాట్లాడేవారు, వారి రోజూవారి సంభాషణలో ఒకరి భాషను ఇంకొకరు అర్ధం చేసుకోగలరు.""}]"
బహుశా ,'బహుశా ',11,"[{""sentence_id"": 413, ""text"": ""మనకు ఎంతోమంది గ్రీకు రాజకీయ నాయకులు, శాస్త్రవేత్తలు మరియు కళాకారులు తెలుసు. గ్రీకు సాహిత్యం యొక్క 2 అద్భుతమైన కవితలను రచించిన అంధ కవి Homer, బహుశా ఈ సంస్కృతిలో బాగా తెలిసిన వ్యక్తి కావచ్చు: ఆ కవితలు Iliad మరియు Odyssey.""}, {""sentence_id"": 509, ""text"": ""\""ఇది అభ్యసన వైకల్యం కాదు, ఇది అభ్యసన రుగ్మత; ఇది \""\""మొత్తం పిల్లలలో 3 నుండి 5 శాతం, బహుశా 2 మిలియన్ల అమెరికన్ పిల్లలపై ప్రభావం చూపుతుంది\""\"".\""""}, {""sentence_id"": 746, ""text"": ""దీని ప్రకారం,  అటువంటి అత్యుత్తమ సౌకర్యాలలో  అత్యంత విలాసవంతమైన బెడ్డింగ్, బహుశా చేతితో తయారు చేసిన పరుపు  లేదా పురాతన బెడ్ ని తీసుకోవడం మంచిది.""}]"
బట్టి,'బట్టి',11,"[{""sentence_id"": 417, ""text"": ""మాతృభాష మాట్లాడే వారి సంఖ్య, సంబంధిత భాషలను వారు మాట్లాడే తీరు, వైఖరిని బట్టి మారుతూ ఉంటుంది.""}, {""sentence_id"": 567, ""text"": ""జీవుల అవసరాలను బట్టి సంక్లిష్టతతో కూడిన వివిధ రకాల నిర్మాణాలు న్నాయి.""}, {""sentence_id"": 769, ""text"": ""చాలా దేవాలయాల వార్షికోత్సవాలు దాదాపుగా నవంబర్ నెల మధ్య నుండి, మే నెల మధ్య వరకూ జరుగుతుంటాయి, ఇవి ఒకొక్క దేవాలయం సంవత్సర క్యాలెండర్‌ను బట్టి వాటి తేదీలు ఉంటాయి.""}]"
భిన,'భిన',11,"[{""sentence_id"": 419, ""text"": ""హిందీ మరియు ఉర్దూ మాట్లాడటానికి ఒకేలా ఉంటాయి కాని వాటి లిపి భిన్నంగా ఉంటుంది; సాధారణంగా ఈ రెండు భాషలు మాట్లాడేవారు, వారి రోజూవారి సంభాషణలో ఒకరి భాషను ఇంకొకరు అర్ధం చేసుకోగలరు.""}, {""sentence_id"": 512, ""text"": ""ADD ప్రభావం వలన తోటి పిల్లలతో సంబంధాలు దెబ్బ తింటాయి. ఎందుకంటే మిగతా పిల్లలు ఆ లక్షణాలు ఉన్న పిల్లలు ఎందుకలా వ్యవహరిస్తున్నారో అలాగే వారు ఎందుకలా మాట్లాడుతున్నారో అర్థం చేసుకోలేరు. ఇంకా వారి మానసిక ప్రవర్తన మిగతా పిల్లలతో పోలిస్తే చాలా భిన్నంగా ఉంటుంది.""}, {""sentence_id"": 514, ""text"": ""సమాచారం పొందే విధానం భిన్నంగా ఉంది. ఇకపై వ్యక్తిగత స్మరణలో ఒత్తిడి ఉండదు, కానీ టెక్స్టును గుర్తుచేసుకునే సామర్థ్యంపై ఎక్కువ దృష్టి పెట్టబడింది.""}]"
పొడవ,'పొడవ',11,"[{""sentence_id"": 428, ""text"": ""టర్కీ భూభాగం 1,600 కిలోమీటర్ల (1,000 మై) పొడవు ఇంకా 800 కిమీ (500 మై) వెడల్పుకలిగి, సుమారు దీర్ఘచతురస్రాకార ఆకృతిని కలిగి ఉంది.""}, {""sentence_id"": 456, ""text"": ""ఇది  స్థిరంగా  ఫోకల్ పొడవుతో ఉన్న లెన్సులతో  పోల్చితే నాణ్యత కలిగిన చిత్రాలను ఉత్పత్తి చేయడానికి జూమ్ లెన్సులు కి వీలు కల్పించింది.""}, {""sentence_id"": 517, ""text"": ""చింపాంజీ  చెయ్యి మరియు పాదం పరిమాణం మరియు పొడవులో  సమానంగా ఉంటాయి, ఇది పిడికిలి పై  నడవడంలో బరువును మోయడానికి చేతులు ఉపయోగించడానికి వీలుగా ఉంటుంది.""}]"
సరిహద,'సరిహద',11,"[{""sentence_id"": 461, ""text"": ""ఆ కారణంగా, మీరు టీవీలో చూసే ప్రతిదానికీ సరిహద్దుల కత్తిరింపు, పైభాగం, కిందిభాగం మరియు పక్క వైపులా కలదు.""}, {""sentence_id"": 679, ""text"": ""విక్టోరియా జలపాతం జింబాబ్వే పశ్చిమ భాగాన   లివింగ్ స్టోన్, జాంబియా మరియు  బోత్స్వానా సరిహద్దు సమీపంలో ఉన్న  ఒక పట్టణం.""}, {""sentence_id"": 698, ""text"": ""క్యూబా పౌరులు అంతర్జాతీయ విమానాశ్రయాలు లేదా సరిహద్దు ప్రవేశ కేంద్రాల ద్వారా ఈక్వెడార్‌లోకి ప్రవేశించడానికి ముందే ఆహ్వాన లేఖ పొందాలని ఈక్వెడార్ కోరుతోంది.""}]"
మన ,'మన ',11,"[{""sentence_id"": 466, ""text"": ""కానీ మన ఊహ వాస్తవికతపై ఆధారపడి ఉందా? మొదట కోటలు ఎందుకు నిర్మించారు? వాటిని ఎలా రూపొందించారు మరియు నిర్మించారు?""}, {""sentence_id"": 605, ""text"": ""సమయం అనేది మన చుట్టుపక్కల ఆవరించి ఉంటుంది, ఇంకా అది మనం చేసే ప్రతి దాన్ని ప్రభావితం చేస్తుంది, కానీ దాన్ని అర్ధం చేసుకోవడం అంత సులభం కాదు.""}, {""sentence_id"": 618, ""text"": ""దశాబ్దాల తరబడి ఉన్నవారు మన సమస్యలను, అపజయాలను పక్షపాత రహితంగా అంచనా వేస్తూనే మన శక్తి సామర్థ్యాలను మరియు అభిరుచులను ప్రోత్సహించడంలో సహాయపడ్డారు.""}]"
పా ,'పా ',11,"[{""sentence_id"": 471, ""text"": ""ఐరోపా దేశాలన్నీ ఒక దేశం శక్తివంతమై పోకుండా నిరోధించాలని కోరాలి. ఆ విధంగా జాతీయ ప్రభుత్వాలు తరచూ తమ పొత్తులను మార్చుకొని, సమతౌల్యాన్ని కాపాడుకోవాలని.""}, {""sentence_id"": 493, ""text"": ""ఈ నాగరికత కూడా ప్రస్తుతం ఎండిపోయిన సరస్వతీ నది పరీవాహక ప్రాంతాల్లో నే ఉందని కొందరు పండితులు ఊహి౦చినప్పటికీ, దాన్ని సింధు-సరస్వతీ నాగరికత అని పిలుస్తారు, అయితే 1920లలో త్రవ్విన వాటిలో మొదటిది హరప్పా నాగరికత అని కొందరు అంటారు.""}, {""sentence_id"": 649, ""text"": ""ఐరోపా మరియు బ్రాడ్ బ్యాండ్ శాటిలైట్ లకు అండర్ సీ ఫైబర్ ఆప్టిక్ కేబుల్ లింక్ ల ద్వారా, గ్రీన్ లాండ్ ఇంటర్నెట్ యాక్సెస్ ఉన్న 93% జనాభాతో బాగా అనుసంధానించబడింది.""}]"
ండి.,'ండి.',11,"[{""sentence_id"": 479, ""text"": ""ఈ విధంగా, మీరు కొంచెం అలసిపోతారు. పియానో లాగా ఎక్కువ సౌండు కోసం కీలను బలంగా  నొక్కాల్సిన అవసరం లేదని గుర్తుంచుకోండి.""}, {""sentence_id"": 789, ""text"": ""మీరు అనుకుంటే, టోర్రొంటోలోని ఒక రెస్టారెంట్‌లో మన్‌కునియన్,  బోస్టోనియన్, జమైకా, ఇంకా సిడ్నీసైడర్ అందరూ ఒకే టేబుల్‌పై కూర్చొని డిన్నర్ చేస్తుంటే ఎలా ఉంటుందో ఊహించుకోండి.""}, {""sentence_id"": 805, ""text"": ""మరిముఖ్యంగా బీమా కవర్ అయితే, ఇంటి వద్ద కంటి పరీక్ష చేయించండి మరియు మరోచోట దాఖలు చేయడం కొరకు ప్రిస్క్రిప్షన్ ని తీసుకురావడాన్ని పరిగణనలోకి తీసుకోండి.""}]"
నాగరి,'నాగరి',11,"[{""sentence_id"": 491, ""text"": ""ఇండస్ లోయ నాగరికత వాయువ్య భారత ఉపఖండంలోని కాంస్య యుగం నాగరికత, ఇది ఎక్కువ భాగం ప్రస్తుత పాకిస్తాన్ మరియువాయువ్య భారతదేశం ఇంకా ఈశాన్య ఆఫ్ఘనిస్తాన్ లోని కొన్ని ప్రాంతాలను కలిగి ఉంది.""}, {""sentence_id"": 492, ""text"": ""సింధు నది పరీవాహక ప్రాంతాల్లో నాగరికత విలసిల్లింది.""}, {""sentence_id"": 493, ""text"": ""ఈ నాగరికత కూడా ప్రస్తుతం ఎండిపోయిన సరస్వతీ నది పరీవాహక ప్రాంతాల్లో నే ఉందని కొందరు పండితులు ఊహి౦చినప్పటికీ, దాన్ని సింధు-సరస్వతీ నాగరికత అని పిలుస్తారు, అయితే 1920లలో త్రవ్విన వాటిలో మొదటిది హరప్పా నాగరికత అని కొందరు అంటారు.""}]"
పోలి,'పోలి',11,"[{""sentence_id"": 512, ""text"": ""ADD ప్రభావం వలన తోటి పిల్లలతో సంబంధాలు దెబ్బ తింటాయి. ఎందుకంటే మిగతా పిల్లలు ఆ లక్షణాలు ఉన్న పిల్లలు ఎందుకలా వ్యవహరిస్తున్నారో అలాగే వారు ఎందుకలా మాట్లాడుతున్నారో అర్థం చేసుకోలేరు. ఇంకా వారి మానసిక ప్రవర్తన మిగతా పిల్లలతో పోలిస్తే చాలా భిన్నంగా ఉంటుంది.""}, {""sentence_id"": 581, ""text"": ""ఇతర హింసాత్మక తుఫానులతో పోలిస్తే సుడిగాలి ఒక చిన్న ప్రాంతాన్ని దెబ్బతీస్తుంది, కానీ అవి వాటి మార్గంలో ని౦డిపోయిన ప్రతిదాన్ని నాశన౦ చేయగలవు.""}, {""sentence_id"": 685, ""text"": ""ఇతర రాజ సమాధులతో పోలిస్తే, టుటన్ఖమున్ సమాధిని సందర్శించడం అంత ప్రాముఖ్యం కాదు, ఎందుకంటే ఇది ఇతర సమాధులకంటే చాలా చిన్నది ఇంకా తక్కువ అలంకరణతో ఉంటుంది.""}]"
విస్తరి,'విస్తరి',11,"[{""sentence_id"": 515, ""text"": ""ప్రాథమికంగా, పునరుజ్జీవనం అనేది అభ్యాసానికి ఇంకా జ్ఞానాన్ని విస్తరింపజేయడంలో గణనీయమైన మార్పుని తెచ్చింది.""}, {""sentence_id"": 521, ""text"": ""ఈ దృగ్విషయానికి ప్రధాన కారణం సుస్పష్టమైన స్వప్నాల ఫలితాలు REM స్థితుల మధ్య సమయం నిడివిని విస్తరించడం.""}, {""sentence_id"": 542, ""text"": ""తక్కువ ఆటుపోట్లు ద్వీపకల్పపు ఈశాన్య దిశలో Mystic నది వెంబడి ఒక అంతరాన్ని ఏర్పరిచినపుడు, వారు త్వరగా ఒక చిన్నరాతి గోడతో కంచెను, ఉత్తరాన ఉన్న ఒక చిన్న బీచ్‌లోని నీటి అంచుల వరకు విస్తరిస్తారు.""}]"
నిమి,'నిమి',11,"[{""sentence_id"": 523, ""text"": ""ఇరవై, ముప్పై నిమిషాలకు ఒక ఇరవై, ముప్పై నిమిషాలకు నిద్రలేచి టీవీ చూడటం అంతే ఎగ్జైటింగ్ గా ఉంటుంది.""}, {""sentence_id"": 531, ""text"": ""ఒక సాధారణ రౌండ్ సమయంలో పద్దెనిమిది రంధ్రాలు ఆడతారు, సాధారణంగా ఆటగాళ్ళు మొదటి రంధ్రం పై ప్రారంభమై పద్దెనిమిదలో పూర్తి చేయబడతాయి.""}, {""sentence_id"": 549, ""text"": ""నిజానికి ఫస్ట్-క్లాస్ హాఫ్-మైలర్, రెండు నిమిషాలలో విజయం సాధించగల వ్యక్తి, సమంజసమైన వేగాన్ని కలిగి ఉండాలి, అయితే అన్ని రకాల ప్రమాదాలలో ఓర్పుని ప్రదర్శించాలి.""}]"
సాధా,'సాధా',11,"[{""sentence_id"": 531, ""text"": ""ఒక సాధారణ రౌండ్ సమయంలో పద్దెనిమిది రంధ్రాలు ఆడతారు, సాధారణంగా ఆటగాళ్ళు మొదటి రంధ్రం పై ప్రారంభమై పద్దెనిమిదలో పూర్తి చేయబడతాయి.""}, {""sentence_id"": 534, ""text"": ""బహుశా అత్యంత సాధారణ మైన పర్యాటక రకం ఏమిటంటే, చాలామంది ప్రజలు ప్రయాణాలతో సంబంధం కలిగి ఉంటారు: రిక్రియేషన్ టూరిజం.""}, {""sentence_id"": 675, ""text"": ""దీనిని జాగ్రత్తగా ప్లాన్ చేయడం ద్వారా సాధారణ కారులో చేయవచ్చు, అయితే 4x4 అనేది అత్యంత సలహా ఇవ్వబడుతుంది మరియు హై వీల్ బేస్ 4x4తో మాత్రమే అనేక లొకేషన్ లు యాక్సెస్ చేసుకోబడతాయి.""}]"
