segment,segment_display,count,example_occurrences
ичай ,'ичай ',34,"[{""sentence_id"": 419, ""text"": ""Мови хінді та урду подібні за словниковим запасом, але відмінні на письмі; в повсякденному спілкуванні носії обох мов зазвичай можуть зрозуміти один одного.""}, {""sentence_id"": 531, ""text"": ""Звичайний раунд охоплює вісімнадцять лунок. Гравці зазвичай починають із першої лунки й закінчують на вісімнадцятій.""}, {""sentence_id"": 713, ""text"": ""Більшість людей резервують свої місця завчасно (оскільки у високий сезон човни зазвичай заповнені).""}]"
ж ,'ж ',33,"[{""sentence_id"": 10, ""text"": ""Близько 11:29 учасники протесту рушили вгору по Уайтхолл, повз Трафальгарську площу, уздовж Стренд, повз Алдвіча і вгору Королівським трактом у бік Холборну, де Консервативна партія проводила свій Весняний форум в готелі Гранд Конноут Румз.""}, {""sentence_id"": 184, ""text"": ""Раніше того ж дня Ярке практикувався під час передсезонного тренування в Коверчано в Італії. Він зупинився в готелі команди перед матчем проти Болоньї, що мав відбутися в неділю.""}, {""sentence_id"": 258, ""text"": ""Хоч влада і не певна, чи загроза справжня, Транспортне управління Меріленду все ж перекрило рух за наполяганням ФБР.""}]"
м ,'м ',33,"[{""sentence_id"": 10, ""text"": ""Близько 11:29 учасники протесту рушили вгору по Уайтхолл, повз Трафальгарську площу, уздовж Стренд, повз Алдвіча і вгору Королівським трактом у бік Холборну, де Консервативна партія проводила свій Весняний форум в готелі Гранд Конноут Румз.""}, {""sentence_id"": 26, ""text"": ""його другий гол цього вечора став його 60-м голом цього сезону, що робить з нього першого гравця, котрий забив 60 або більше голів за сезон після 1995-96 років, коли Яромир Ягр та Маріо Лем'є дійшли до цієї відмітки.""}, {""sentence_id"": 64, ""text"": ""Початковий закон був створений колишнім мером Сан-Паулу Мартою Саплісі. Запропоноване законодавство, після внесення змін, тепер у руках Роберто Джефферсона.""}]"
с ,'с ',33,"[{""sentence_id"": 23, ""text"": ""Сьогоднішній гравець дня — Алекс Овечкін з Вашингтон Кепіталс.""}, {""sentence_id"": 46, ""text"": ""Через 250 років Гіннес виріс до рівня глобального бізнесу з щорічним оборотом у 10 мільярдів євро (14,7 мільярдів доларів США).""}, {""sentence_id"": 60, ""text"": ""Генеральний директор Епл Стів Джобс представив пристрій, пройшовшися сценою і вийнявши iPhone з кишені своїх джинсів.""}]"
ім ,'ім ',33,"[{""sentence_id"": 38, ""text"": ""Кожен епізод шоу буде присвячений певній темі в конкретній книзі, а потім ця тема буде досліджена за допомогою декількох історій.""}, {""sentence_id"": 52, ""text"": ""Пристав встановлює заставу, якщо дозволено, і формалізує обвинувачення, висунуті офіцером, що проводив арешт. Обвинувачення потім вводяться до комп'ютерної системи штату, в якій відстежується справа.""}, {""sentence_id"": 64, ""text"": ""Початковий закон був створений колишнім мером Сан-Паулу Мартою Саплісі. Запропоноване законодавство, після внесення змін, тепер у руках Роберто Джефферсона.""}]"
змін,'змін',33,"[{""sentence_id"": 41, ""text"": ""Деякі люди, включаючи Джона Гранта, вважають, що на завершення серіалу вплинули криза фінансування та зміна філософії програм навчального телебачення.""}, {""sentence_id"": 64, ""text"": ""Початковий закон був створений колишнім мером Сан-Паулу Мартою Саплісі. Запропоноване законодавство, після внесення змін, тепер у руках Роберто Джефферсона.""}, {""sentence_id"": 133, ""text"": ""Знак не був фізично пошкоджений; його було змінено за допомогою чорного брезенту, прикрашеного знаками миру та серцями, щоб перетворити \""О\"" на \""е\"".""}]"
тичн,'тичн',33,"[{""sentence_id"": 44, ""text"": ""Фред – найсильніший тропічний циклон із тих, що коли-небудь фіксували на півдні та сході Атлантичного океану з часу появи супутникових знімків, і лише третій сильний ураган на сході від 35-го меридіану західної довготи.""}, {""sentence_id"": 149, ""text"": ""Норверн Рок потребував підтримки через свою фактичну заборгованість під час іпотечної кризи у 2007.""}, {""sentence_id"": 246, ""text"": ""Після оголошення у 1947 році незалежності Пакистану від британского управління, Президент Пакистану призначив \""політичних агентів\"" для керівництва ФКПТ, які впровадили практично повний автономний контроль над районами.""}]"
найбільш,'найбільш',33,"[{""sentence_id"": 62, ""text"": ""Бразилія — найбільша римо-католицька країна на Землі, і Римо-католицька церква незмінно виступає проти легалізації одностатевих шлюбів у країні.""}, {""sentence_id"": 114, ""text"": ""Це найбільше злиття в історії eBay.""}, {""sentence_id"": 128, ""text"": ""Цей культурний захід також є частиною кампанії адміністрації Бухаресту, яка має на меті перезапустити імідж румунської столиці як креативного та цікавого найбільшого міста.""}]"
ить ,'ить ',33,"[{""sentence_id"": 77, ""text"": ""Він також підтвердив, що вірить у право на недоторканність приватного життя, від якого залежить прийняття рішення щодо Ру.""}, {""sentence_id"": 107, ""text"": ""Коли капсула досягне Землі та ввійде в атмосферу, приблизно о 5 ранку (за східним часом), очікується, що мешканці Північної Каліфорнії, Орегону, Невади та Юти побачать досить яскраве шоу.""}, {""sentence_id"": 144, ""text"": ""\""Це означає, що все повинно бути поставлено на місце\"", — говорить дослідник з Дослідницької служби Рифтової долини в Ефіопії і співавтор дослідження Берхан Асфо.""}]"
Х,'Х',33,"[{""sentence_id"": 258, ""text"": ""Хоч влада і не певна, чи загроза справжня, Транспортне управління Меріленду все ж перекрило рух за наполяганням ФБР.""}, {""sentence_id"": 293, ""text"": ""Хмари вносили ймовірність плутанини щодо того, чи справді сталося виверження.""}, {""sentence_id"": 305, ""text"": ""Хітоші Сайто, японський дзюдоїст та володар двох золотих медалей Олімпійських ігор, помер у віці 54-х років.""}]"
ран,'ран',32,"[{""sentence_id"": 1, ""text"": ""Провідні дослідники кажуть, що це може сприяти ранньому виявленню раку, туберкульозу, ВІЛ і малярії у пацієнтів з країн з низьким рівнем доходу, де показники виживання людей з такими захворюваннями, як рак грудей, можуть бути вдвічі нижчі, ніж у заможніших країнах.""}, {""sentence_id"": 2, ""text"": ""Винищувач JAS 39C Gripen обрушився на злітно-посадкову смугу близько 9:30 ранку за місцевим часом (02:30 UTC) та вибухнув, внаслідок чого аеропорт закрив небо для комерційних рейсів.""}, {""sentence_id"": 34, ""text"": ""Рівно о 8:46 ранку в місті запала тиша, знаменуючи той самий момент, коли перша ракета потрапила в ціль.""}]"
близ,'близ',32,"[{""sentence_id"": 2, ""text"": ""Винищувач JAS 39C Gripen обрушився на злітно-посадкову смугу близько 9:30 ранку за місцевим часом (02:30 UTC) та вибухнув, внаслідок чого аеропорт закрив небо для комерційних рейсів.""}, {""sentence_id"": 7, ""text"": ""Протестування почалося близько 11:00 за місцевим часом (всесвітній координований час + 1) в Уайтхолі, біля входу на Даунінг-стріт, офіційної резиденції прем'єр-міністра, що охороняється поліцією.""}, {""sentence_id"": 17, ""text"": ""Британська газета The Guardian припустила, що Deutsche Bank контролював близько третини з 1200 фіктивних компаній, що використовувались для цього.""}]"
прог,'прог',32,"[{""sentence_id"": 12, ""text"": ""Нещодавно він програв Раоничу на Брисбен Оупен.""}, {""sentence_id"": 41, ""text"": ""Деякі люди, включаючи Джона Гранта, вважають, що на завершення серіалу вплинули криза фінансування та зміна філософії програм навчального телебачення.""}, {""sentence_id"": 189, ""text"": ""За прогнозами тайфун рухатиметься у бік Китаю зі швидкістю 11 км/год.""}]"
певн,'певн',32,"[{""sentence_id"": 19, ""text"": ""Ма народився у Гонконзі, навчався у Нью-Йоркському університеті та на юридичному факультеті Гарварду, і в певний період часу мав американську \""зелену картку\"" постійного мешканця.""}, {""sentence_id"": 38, ""text"": ""Кожен епізод шоу буде присвячений певній темі в конкретній книзі, а потім ця тема буде досліджена за допомогою декількох історій.""}, {""sentence_id"": 258, ""text"": ""Хоч влада і не певна, чи загроза справжня, Транспортне управління Меріленду все ж перекрило рух за наполяганням ФБР.""}]"
є ,'є ',32,"[{""sentence_id"": 26, ""text"": ""його другий гол цього вечора став його 60-м голом цього сезону, що робить з нього першого гравця, котрий забив 60 або більше голів за сезон після 1995-96 років, коли Яромир Ягр та Маріо Лем'є дійшли до цієї відмітки.""}, {""sentence_id"": 52, ""text"": ""Пристав встановлює заставу, якщо дозволено, і формалізує обвинувачення, висунуті офіцером, що проводив арешт. Обвинувачення потім вводяться до комп'ютерної системи штату, в якій відстежується справа.""}, {""sentence_id"": 108, ""text"": ""Капсула виглядатиме майже як зірка, що падає і перетинає небо.""}]"
тран,'тран',32,"[{""sentence_id"": 36, ""text"": ""На цьому місці будують п’ять нових хмарочосів із транспортним центром і меморіальним парком посередині.""}, {""sentence_id"": 120, ""text"": ""Австралійське управління зв’язку та засобів масової інформації також виявило, що, незважаючи на те, що відео транслюється онлайн, реаліті-шоу \""Великий брат\"" не порушувало законів про цензуру онлайн-контенту, оскільки це медіа не зберігалося на веб-сайті \""Великого брата\"".""}, {""sentence_id"": 230, ""text"": ""Чоловік нібито врізався на триколісному транспорті з вибухівкою у натовп.""}]"
ачен,'ачен',32,"[{""sentence_id"": 41, ""text"": ""Деякі люди, включаючи Джона Гранта, вважають, що на завершення серіалу вплинули криза фінансування та зміна філософії програм навчального телебачення.""}, {""sentence_id"": 95, ""text"": ""Для розслідування було призначене опитування.""}, {""sentence_id"": 105, ""text"": ""У свіжому щомісячному звіті ОПЕК відзначено, що експорт неочищеної нафти впав до найнижчої за два десятиріччя позначки – 2,8 мільйона барелів на день.""}]"
без ,'без ',32,"[{""sentence_id"": 50, ""text"": ""За останні 3 місяці більше 80 заарештованих були звільнені з приміщення Центрального ізолятору без пред'явлення офіційного звинувачення.""}, {""sentence_id"": 97, ""text"": ""7 жовтня двигун відділився при зльоті, обійшлося без поранених. Росія на короткий час відмінила польоти Іл-76 після того інциденту.""}, {""sentence_id"": 315, ""text"": ""Школа Сучасна освіта звинуватила його у розміщенні великих рекламних оголошень на автобусах без дозволу, а також брехні щодо того, що він головний репетитор з англійської мови.""}]"
п',"""п'""",32,"[{""sentence_id"": 52, ""text"": ""Пристав встановлює заставу, якщо дозволено, і формалізує обвинувачення, висунуті офіцером, що проводив арешт. Обвинувачення потім вводяться до комп'ютерної системи штату, в якій відстежується справа.""}, {""sentence_id"": 153, ""text"": ""Вважається, що це вже п'ятий випадок в історії, коли люди спостерігали за тим, що виявилося хімічно підтвердженими уламками з Марсу, які падали на Землю.""}, {""sentence_id"": 159, ""text"": ""На третьому місці перебуває Хемлін, який відстає на двадцять очок, але на п'ять випереджає Боєра. Кане і Труекс-молодший займають п'яте та шосте місця, відповідно з 2220 і 2207 очками.""}]"
систем,'систем',32,"[{""sentence_id"": 52, ""text"": ""Пристав встановлює заставу, якщо дозволено, і формалізує обвинувачення, висунуті офіцером, що проводив арешт. Обвинувачення потім вводяться до комп'ютерної системи штату, в якій відстежується справа.""}, {""sentence_id"": 99, ""text"": ""Збій електропостачання, що послідував за черговим випробуванням системи пожежогасіння, призвів до відкриття запобіжного клапану, і неочищена нафта розлилася поруч із насосною станцією № 9 у Форті-Грілі.""}, {""sentence_id"": 100, ""text"": ""Відкриття клапанів призвело до зниження тиску в системі, і нафта потекла на платформу резервуара, яка може вмістити 55 000 барелів (2,3 мільйона галонів).""}]"
прод,'прод',32,"[{""sentence_id"": 55, ""text"": ""Пан Костелло сказав, що коли виробництво ядерної енергії стане економічно життєздатним, Австралії слід продовжити її використання.""}, {""sentence_id"": 127, ""text"": ""Багато їхніх письменників продовжили мати великий вплив на шоу пародій на новини Джона Стюарта та Стефана Кольберта.""}, {""sentence_id"": 156, ""text"": ""Деякі з каменів, які є дуже рідкісними на Землі, продаються за ціною від 11000 до 22500 доларів за унцію, що приблизно в 10 разів більше, ніж вартість золота.""}]"
х ,'х ',32,"[{""sentence_id"": 60, ""text"": ""Генеральний директор Епл Стів Джобс представив пристрій, пройшовшися сценою і вийнявши iPhone з кишені своїх джинсів.""}, {""sentence_id"": 96, ""text"": ""ІЛ-76 був основним елементом як російської, так і радянської армій з 1970-х років, і минулого місяця вже постраждав у серйозній аварії в Росії.""}, {""sentence_id"": 199, ""text"": ""\""Я сподіваюся повернутися до виконання всіх своїх обов'язків у понеділок\"", – оголосив Аріас у своїй заяві.""}]"
мати ,'мати ',32,"[{""sentence_id"": 127, ""text"": ""Багато їхніх письменників продовжили мати великий вплив на шоу пародій на новини Джона Стюарта та Стефана Кольберта.""}, {""sentence_id"": 479, ""text"": ""Таким чином, ви будете втомлюватись значно менше. Пам'ятайте, що вам не треба натискати клавіші з великими зусиллями, щоб отримати додатковий звук, як на піаніно.""}, {""sentence_id"": 506, ""text"": ""Доступ до цієї сторінки можна легко отримати, увівши лише одну інтернет-адресу, завдяки чому її легко запам’ятати і легко набирати студентам, які можуть мати проблеми з використанням клавіатури або орфографією.""}]"
зазв,'зазв',32,"[{""sentence_id"": 134, ""text"": ""Червоний приплив викликається вищою, ніж зазвичай, концентрацією Кареніа бревіс, природного одноклітинного морського організму.""}, {""sentence_id"": 419, ""text"": ""Мови хінді та урду подібні за словниковим запасом, але відмінні на письмі; в повсякденному спілкуванні носії обох мов зазвичай можуть зрозуміти один одного.""}, {""sentence_id"": 531, ""text"": ""Звичайний раунд охоплює вісімнадцять лунок. Гравці зазвичай починають із першої лунки й закінчують на вісімнадцятій.""}]"
лан,'лан',32,"[{""sentence_id"": 181, ""text"": ""Ірландський уряд наголошує, що з метою впорядкування ситуації парламент повинен негайно прийняти відповідне законодавство.""}, {""sentence_id"": 214, ""text"": ""Планується повернення до програми Олімпійських ігор як гольфу, так і регбі.""}, {""sentence_id"": 282, ""text"": ""Протести також відбулися у Парижі, Софії (Болгарія), Вільнюсі (Литва), Валетті (Мальта), Таллінні (Естонія), Единбурзі та Ґлазґо (Шотландія).""}]"
ем,'ем',32,"[{""sentence_id"": 225, ""text"": ""Темна енергія – це абсолютно невидима сила, яка має постійний вплив на всесвіт.""}, {""sentence_id"": 350, ""text"": ""Однак, цю проблему дуже важко вирішити, і пройде багато років, перш ніж ми станемо свідками будівництва придатних термоядерних реакторів.""}, {""sentence_id"": 415, ""text"": ""Іншим знаменитим греком є ​​математик Піфагор, відомий в основному своєю знаменитою теоремою про співвідношення сторін правильного трикутника.""}]"
тварин,'тварин',32,"[{""sentence_id"": 286, ""text"": ""Організація Звільнення тварин і Королівське товариство із запобігання жорстокому поводженню з тваринами (КТЗЖПТ) знову закликають до обов'язкової установки камер спостереження на всіх австралійських бійнях.""}, {""sentence_id"": 288, ""text"": ""\""Система відеоспостереження неодмінно нагадає людям, які працюють з тваринами, про те, що добробут тварин є найвищим пріоритетом\"".""}, {""sentence_id"": 372, ""text"": ""Інші вчені пропонують твердження, що дані рослини надзвичайно отруйні, тож навряд їх динозаври вживали в їжу, хоча навіть сьогодні лінивець та інші тварини, наприклад, папуга (нащадок динозаврів) вживають в їжу отруйне листя чи фрукти.""}]"
ли ,'ли ',31,"[{""sentence_id"": 18, ""text"": ""У світі відбулися протести, кілька кримінальних переслідувань, а обидва лідери урядів Ісландії та Пакистану пішли у відставку.""}, {""sentence_id"": 26, ""text"": ""його другий гол цього вечора став його 60-м голом цього сезону, що робить з нього першого гравця, котрий забив 60 або більше голів за сезон після 1995-96 років, коли Яромир Ягр та Маріо Лем'є дійшли до цієї відмітки.""}, {""sentence_id"": 92, ""text"": ""Дипломати сказали, що знайшли достатньо двозначності в афганській конституції, щоб довести непотрібність другого туру.""}]"
ер ,'ер ',31,"[{""sentence_id"": 37, ""text"": ""Шоу PBS має більш ніж дві дюжини нагород Еммі, а його тривалість коротша тільки за Вулицю Сезам та Містер Роджерс Нейборгуд.""}, {""sentence_id"": 49, ""text"": ""Новозеландській поліції не вдавалося використати свої радари, щоб дізнатися, наскільки швидко їхав містер Рід, з причини низької посадки \""Чорної красуні\"", і єдиний раз, коли поліції вдалося зареєструвати містера Ріда, був момент, коли він cповільнився до 160 км/год.""}, {""sentence_id"": 54, ""text"": ""Пітер Костелло, австралійський скарбник і людина, яка швидше за все стане наступником Прем'єр-міністра Джона Ховарда на посаді лідера Ліберальної партії, кинув свою підтримку атомної енергетики в Австралії.""}]"
пред,'пред',31,"[{""sentence_id"": 50, ""text"": ""За останні 3 місяці більше 80 заарештованих були звільнені з приміщення Центрального ізолятору без пред'явлення офіційного звинувачення.""}, {""sentence_id"": 60, ""text"": ""Генеральний директор Епл Стів Джобс представив пристрій, пройшовшися сценою і вийнявши iPhone з кишені своїх джинсів.""}, {""sentence_id"": 65, ""text"": ""Протестувальники сподіваються зібрати 1,2 мільйона підписів, щоб представити їх Національному конгресу у листопаді.""}]"
дозв,'дозв',31,"[{""sentence_id"": 52, ""text"": ""Пристав встановлює заставу, якщо дозволено, і формалізує обвинувачення, висунуті офіцером, що проводив арешт. Обвинувачення потім вводяться до комп'ютерної системи штату, в якій відстежується справа.""}, {""sentence_id"": 135, ""text"": ""Природні фактори можуть накладатися один на одного, створюючи ідеальні умови, що дозволяють цим водоростям суттєво збільшитися у кількості""}, {""sentence_id"": 274, ""text"": ""Леслі Аун, спікер фонду Комен, повідомила, що організація розробила нове правило, що не дозволяє надавати гранти або фінансування організаціям, щодо яких ведеться розслідування.""}]"
один,'один',31,"[{""sentence_id"": 87, ""text"": ""Сьогодні в громаді міста Ред-Лейк, де відбулися похорони Джеффа Вайза та трьох з дев'яти жертв, поширилася новина, що ще один учень потрапив під арешт у зв'язку зі стріляниною у школі 21 березня.""}, {""sentence_id"": 131, ""text"": ""Додано ще 300 вагонів, що доводить їх загальне число до 1300 одиниць, які будуть закуплені для зниження пасажирського навантаження.""}, {""sentence_id"": 135, ""text"": ""Природні фактори можуть накладатися один на одного, створюючи ідеальні умови, що дозволяють цим водоростям суттєво збільшитися у кількості""}]"
обм,'обм',31,"[{""sentence_id"": 104, ""text"": ""Вони включають фінансові обмеження та заборону від Європейського Союзу на експорт нафти-сирця, яка забезпечує 80% закордонних надходжень до іранської економіки.""}, {""sentence_id"": 268, ""text"": ""Це перший випадок, коли було висунуто обвинувачення відповідно до закону, прийнятого у 2003 році, з метою обмеження розсилки електронних листів користувачам, тобто спама, від небажаних відправників.""}, {""sentence_id"": 402, ""text"": ""Підводні човни використовувались під час Першої та Другої світових воєн. Тоді вони були дуже повільними і мали вельми обмежену дальність стрільби.""}]"
ьо,'ьо',31,"[{""sentence_id"": 201, ""text"": ""Відголоски його стали наслідком злив на багатьох островах, хоча поки що немає інформації про нанесену шкоду чи повені.""}, {""sentence_id"": 391, ""text"": ""Санскрит — дуже складна і багата мова, яка стала джерелом багатьох сучасних індійських мов, так само як латина була джерелом європейських мов, таких як французька та іспанська.""}, {""sentence_id"": 520, ""text"": ""Деякі люди вважають, що переживання багатьох штучно викликаних усвідомлених сновидінь занадто часто може бути дуже виснажливим.""}]"
нев,'нев',31,"[{""sentence_id"": 225, ""text"": ""Темна енергія – це абсолютно невидима сила, яка має постійний вплив на всесвіт.""}, {""sentence_id"": 353, ""text"": ""Молекули води утворюють на її поверхні невидиму плівку, яка дозволяє таким предметам, як голка, плавати на поверхні води.""}, {""sentence_id"": 384, ""text"": ""Після початкових військових невдач Етельред зміг домовитися з Олафом, який повернувся до Норвегії, щоб спробувати зі змінним успіхом підкорити своє королівство.""}]"
мед,'мед',30,"[{""sentence_id"": 0, ""text"": ""У понеділок, науковці зі Школи медицини Стенфордського університету оголосили про винайдення нового діагностичного інструменту, що може сортувати клітини за їх видами: це малесенький друкований чіп, який можна виготовити за допомогою стандартних променевих принтерів десь по одному центу США за штуку.""}, {""sentence_id"": 120, ""text"": ""Австралійське управління зв’язку та засобів масової інформації також виявило, що, незважаючи на те, що відео транслюється онлайн, реаліті-шоу \""Великий брат\"" не порушувало законів про цензуру онлайн-контенту, оскільки це медіа не зберігалося на веб-сайті \""Великого брата\"".""}, {""sentence_id"": 219, ""text"": ""Володар срібної медалі Олімпійських ігор 2004 року Аамір Хан сказав: \""У глибині душі я вважаю, що жінкам не слід змагатися. Це моя точка зору\"".""}]"
тро,'тро',30,"[{""sentence_id"": 9, ""text"": ""Об 11:20 поліція попросила протестувальників відступити на тротуар, заявивши, що їм потрібно врівноважити право на протест і пожвавлення дорожнього руху.""}, {""sentence_id"": 202, ""text"": ""Опади, які досягали 6,34 дюйма на вимірювальних пристроях на Оаху, були описані як \""корисні\"".""}, {""sentence_id"": 206, ""text"": ""Місце катастрофи було знайдене сьогодні, і воно є настільки недоступним, що двох поліцейських було скинуто у джунглі для того, щоб вони пройшли до цього місця пішки і пошукали тих, хто вижив.""}]"
"ою, ","'ою, '",30,"[{""sentence_id"": 30, ""text"": ""В'язниця стала сумнозвісною, коли були виявлені факти знущання над ув'язненими після переходу в'язниці під контроль військових США.""}, {""sentence_id"": 56, ""text"": ""\""Якщо вона стане рентабельною, то вона стане нам потрібною. Тобто, немає принципового заперечення проти ядерної енергії\"" — сказав пан Костелло.""}, {""sentence_id"": 344, ""text"": ""Вже транслюючи англійською та японською, ця всесвітня організація запускає мовні програми іспанською, італійською та корейською мовами для телебачення, Інтернету та мобільних пристроїв.""}]"
чи,'чи',30,"[{""sentence_id"": 40, ""text"": ""Джон Грант з WNED Буффало (домашня станція Reading Rainbow) сказав: \""Reading Rainbow навчила дітей того, навіщо читати,... любов до читання  — [шоу] спонукала дітей взяти книгу і читати\"".""}, {""sentence_id"": 131, ""text"": ""Додано ще 300 вагонів, що доводить їх загальне число до 1300 одиниць, які будуть закуплені для зниження пасажирського навантаження.""}, {""sentence_id"": 309, ""text"": ""Принаймні 100 людей відвідали вечірку на честь святкування першої річниці пари, чиє весілля відбулося минулого року.""}]"
сн,'сн',30,"[{""sentence_id"": 45, ""text"": ""24 вересня 1759 Артур Гіннесс підписав контракт на 9000-річну аренду пивоварні в районі воріт святого Джеймса в Дубліні, Ірландія.""}, {""sentence_id"": 70, ""text"": ""Компанія-менеджер гурту, ГК Менеджмент Інкорпорейтед, не назвала попередньої причини скасування концерту 20 вересня, але послалася на логістичні причини наступного дня.""}, {""sentence_id"": 233, ""text"": ""Надя, народжена 17 вересня 2007 року за допомогою кесаревого розтину у пологовому будинку в Алейську, Росія, важила 17 фунтів 1 унцію.""}]"
щод,'щод',30,"[{""sentence_id"": 58, ""text"": ""Поліція повідомила, що Ло Пікколо мав деяку перевагу, оскільки він був першим помічником Провенцано в Палермо. Його кращий досвід завоював повагу старшого покоління начальників, так як вони підтримували політику Провенцано щодо зміцнення владної мережі та привертання якнайменшої кількості уваги.""}, {""sentence_id"": 77, ""text"": ""Він також підтвердив, що вірить у право на недоторканність приватного життя, від якого залежить прийняття рішення щодо Ру.""}, {""sentence_id"": 113, ""text"": ""Австралійський уряд, в минулому консервативний, відмовилося ратифікувати Кіотський протокол, стверджуючи, що це зашкодить економіці країни з її серйозною залежністю від експорту вугілля, тоді як такі країни, як Індія і Китай, зовсім не дали згоду на обов'язковість щодо викидів парникових газів.""}]"
дан,'дан',30,"[{""sentence_id"": 63, ""text"": ""Національний конгрес Бразилії обговорював питання про легалізацію протягом 10 років, і в даний час такі цивільні шлюби є легальними тільки в Ріу-Гранді-ду-Сул.""}, {""sentence_id"": 169, ""text"": ""Перрі, зокрема, сказав: \""У світі мало місць, які були б краще оснащені для вирішення завдань, які ставляться в даному випадку\"".""}, {""sentence_id"": 174, ""text"": ""Один з найбагатших людей світу, Аллен, як кажуть, інвестував значну частину свого багатства в морські дослідження та поставив собі завдання знайти Мусасі, наснажений зацікавленістю свого життя — війною.""}]"
рез,'рез',30,"[{""sentence_id"": 72, ""text"": ""Як результат, в юридичному співтоваристві Греції вибухнув великий скандал, пов'язаний з викриттям незаконних дій, вчинених суддями, адвокатами, юрисконсультами та юристами протягом попередніх років.""}, {""sentence_id"": 142, ""text"": ""НБА винесло це рішення після того, як гравець \""Юта Джаз\"" отримав позитивний результат тесту на вірус COVID-19.""}, {""sentence_id"": 177, ""text"": ""Станом на момент нагороджування, у школах Атланти значно покращились результати тестів.""}]"
івн,'івн',30,"[{""sentence_id"": 73, ""text"": ""Декілька тижнів тому, коли інформацію було оприлюднено журналістом Макісом Тріантафилопоулосом у його популярному телешоу \""Зоунгла\"" на Альфа ТБ, член Парламенту та юрист Петрос Мантоувалос склав із себе повноваження, адже працівники його офісу були замішані у нелегальних підкупах і корупції.""}, {""sentence_id"": 209, ""text"": ""Працівник газової компанії був викликаний на місце події після дзвінка сусіда з приводу витоку газу.""}, {""sentence_id"": 389, ""text"": ""Санскрит — давня мова, її можна порівняти з латинською мовою у Європі.""}]"
тин,'тин',30,"[{""sentence_id"": 108, ""text"": ""Капсула виглядатиме майже як зірка, що падає і перетинає небо.""}, {""sentence_id"": 203, ""text"": ""Частина опадів супроводжувалася грозами й частими блискавками.""}, {""sentence_id"": 261, ""text"": ""Раніше Нігерія оголосила, що планувала приєднатися до Африканської континентальної зони вільної торгівлі тиждень перед самітом.""}]"
вла,'вла',30,"[{""sentence_id"": 145, ""text"": ""У зв'язку із широким використанням у Сполучених Штатах, дотепер АОЛ могли просувати і розвивати ринок МП у власному темпі.""}, {""sentence_id"": 283, ""text"": ""Близько 200 осіб протестували біля офісів великих власників авторських прав у Лондоні.""}, {""sentence_id"": 511, ""text"": ""Такі діти схильні часто потрапляти у халепи, тому що \""вдаються до ризикованої поведінки, влаштовують бійки та не слухаються старших\"", щоб простимулювати свій мозок, оскільки це не вдається зробити звичними способами.""}]"
соб,'соб',30,"[{""sentence_id"": 174, ""text"": ""Один з найбагатших людей світу, Аллен, як кажуть, інвестував значну частину свого багатства в морські дослідження та поставив собі завдання знайти Мусасі, наснажений зацікавленістю свого життя — війною.""}, {""sentence_id"": 388, ""text"": ""Існує багато теорій про те як санскрит виникнув. Одна з них стосується міграції аріїв із заходу в Індію, які принесли із собою свою мову.""}, {""sentence_id"": 453, ""text"": ""Інтерактивний дизайн вимагає того, щоб компоненти проекту поєднувалися між собою і водночас мали сенс як окремі одиниці.""}]"
