segment,segment_display,count,example_occurrences
इतनी ,'इतनी ',9,"[{""sentence_id"": 110, ""text"": ""स्टारडस्ट धरती की ओर इतनी तेज़ी से वापस लौटेगा कि अब तक के सारे रिकॉर्ड टूट जाएँगे. फ़िलहाल यह रिकॉर्ड अपोलो X के कमांड मॉड्यूल के नाम है जो मई, 1969 में सबसे तेज़ गति से धरती में वापस लौटा था.""}, {""sentence_id"": 578, ""text"": ""कोशिकाएं जीवन के अध्ययन के लिए इतनी बुनियादी और महत्वपूर्ण हैं कि वास्तव में उन्हें अक्सर “जीवन का बिल्डिंग ब्लॉक” के रूप में संदर्भित किया जाता है।""}, {""sentence_id"": 580, ""text"": ""ये तंत्रिका आवेग को पूरे शरीर में इतनी जल्दी भेजा जा सकते हैं जो शरीर को किसी भी होने वाले खतरे से सुरक्षित रखने में मदद करता है।""}]"
ब्रा,'ब्रा',9,"[{""sentence_id"": 115, ""text"": ""चीन, पूर्वी यूरोप और ब्राज़ील जैसे क्षेत्रों में जहाँ स्काइप की पकड़ मज़बूत है, कंपनी को अपने लाभ स्रोतों में विभिन्नता लाने और लोकप्रियता पाने की उम्मीद है.""}, {""sentence_id"": 194, ""text"": ""2009 के हंगेरियन ग्रैंड प्री के दौरान दुर्घटना के बाद ब्राज़िली को सिर में गंभीर चोट लगी थी.""}, {""sentence_id"": 269, ""text"": ""21 वर्षीय जीसस पिछले साल जनवरी 2017 में ब्राज़ील के क्लब पालमीरास से £ 27 मिलियन की कथित फीस के लिए मैनचेस्टर सिटी में शामिल हुए थे.""}]"
भ,'भ',9,"[{""sentence_id"": 116, ""text"": ""वैज्ञानिकों ने एन्सेलेडस को भूगर्भीय रूप से सक्रिय और शनि के बर्फीले ई वलय के संभावित स्रोत के रूप में संदेह प्रकट किया है.""}, {""sentence_id"": 228, ""text"": ""ये प्रपात पूरे चंद्रमा पर पाए गए और न्यूनतम रूप से मौसम के कारण ख़राब हुए दिखाई देते हैं, जो यह दर्शाता है कि किसी भूगर्भीय घटनाओं ने उन्हें हाल ही में बनाया था।""}, {""sentence_id"": 229, ""text"": ""यह सिद्धांत इस दावे का खंडन करता है कि चांद पूरी तरह से भूगर्भीय गतिविधि से रहित है.""}]"
कहना ,'कहना ',9,"[{""sentence_id"": 123, ""text"": ""अमेरिका का कहना है कि उसे एक अज्ञात स्रोत से जानकारी मिली है जो विशेष रूप से कहता है कि आत्मघाती हमलावरों के उपयोग से इथियोपिया और केन्या में “प्रमुख स्थलों” को उड़ा दिया जायेगा।""}, {""sentence_id"": 192, ""text"": ""यह कहना कम है कि किसी लंबे समय तक रोलर कॉस्टर में फंस जाना असहज होगा और पहले व्यक्ति को सवारी पर से उतारने में कम से कम एक घंटा लगा था.""}, {""sentence_id"": 1025, ""text"": ""वैज्ञानिकों का यह कहना है कि इस जानवर के रोमछिद्र भूरे और कैरोटीनॉयड के नीचे का रंग भूरा-भूरा था।""}]"
डी ,'डी ',9,"[{""sentence_id"": 124, ""text"": ""द डेली शो और द कोलबर्ट रिपोर्ट से बहुत पहले, जब वे 1988 में UW में छात्र थे, तो हेक और जॉनसन ने एक प्रकाशन की कल्पना की, जो समाचार और समाचार रिपोर्टिंग की पैरोडी करेगा -.""}, {""sentence_id"": 125, ""text"": ""अपनी स्थापना के बाद से, द अनियन प्रिंट संस्करण के साथ एक सत्य समाचार पैरोडी साम्राज्य बन गया है, उनका एक वेबसाइट जिससे अक्टूबर के महीने में 5,000,000 अद्वितीय आगंतुक आकर्षित हुए, व्यक्तिगत विज्ञापन हैं, 24 घंटे का समाचार नेटवर्क है, पॉडकास्ट हैं, और हाल ही में हमारी मूर्ख दुनिया नामक विश्व एटलस भी लौंच हुआ है।""}, {""sentence_id"": 127, ""text"": ""उनके कई लेखक जॉन स्टीवर्ट और स्टीफ़न कोलबर्ट के समाचार पैरोडी शो पर बहुत बड़ा प्रभाव डालते हैं.""}]"
"ही, ","'ही, '",9,"[{""sentence_id"": 130, ""text"": ""इसी साल मार्च में, सरकार ने माल ढुलाई करने वाले कुछ और वाहनों को वित्तीय मदद देने का वादा किया था. आज की इस घोषणा के साथ ही, सरकार का वह वादा भी पूरा हुआ.""}, {""sentence_id"": 695, ""text"": ""इस शहर के ज़्यादातर लोग तीन धर्मों में आस्था रखते हैं - यहूदी, ईसाई और इस्लाम. साथ ही, यह शहर आध्यात्मिक, धार्मिक और सांस्कृतिक केंद्र के रूप में भी मशहूर है.""}, {""sentence_id"": 912, ""text"": ""यह भी ज़रूरी नहीं है कि आप जिस समुदाय में रहते हैं आपके पास वहाँ का स्थानीय नंबर हो. आप अलास्का स्थित चिकन के जंगलों में सैटेलाइट इंटरनेट कनेक्शन पा सकते हैं. साथ ही, आप ऐसा नंबर चुन सकते हैं जो यह दावा करे कि आप खिली धूप वाले एरिज़ोना में मौजूद हैं.""}]"
विभा,'विभा',9,"[{""sentence_id"": 132, ""text"": ""लॉस एंजेलिस पुलिस विभाग के एक प्रवक्ता क्रिस्टोफर गार्सिया ने कहा कि संदिग्ध पुरुष अपराधी की गुंडागिरी के बजाय अतिक्रमण के लिए जाँच की जा रही है।""}, {""sentence_id"": 143, ""text"": ""“जीवाश्मों के आधार पर, इसका मतलब है कि विभाजन आणविक साक्ष्य द्वारा प्रत्याशित होने की तुलना में बहुत पुराना है।""}, {""sentence_id"": 485, ""text"": ""सिख धर्म भारतीय उपमहाद्वीप का एक धर्म है। यह 15वीं शताब्दी के दौरान पंजाब क्षेत्र में हिंदू परंपरा के भीतर एक सांप्रदायिक विभाजन से उत्पन्न हुआ था।""}]"
रमण ,'रमण ',9,"[{""sentence_id"": 132, ""text"": ""लॉस एंजेलिस पुलिस विभाग के एक प्रवक्ता क्रिस्टोफर गार्सिया ने कहा कि संदिग्ध पुरुष अपराधी की गुंडागिरी के बजाय अतिक्रमण के लिए जाँच की जा रही है।""}, {""sentence_id"": 1007, ""text"": ""जबकि एक प्रायोगिक वैक्सीन इबोला से मृत्यु दर में कमी हो सकती है, अब तक, कोई भी ड्रग्स स्पष्ट रूप से संक्रमण का इलाज करने के लिए प्रमाणितनहीं हुआ है.""}, {""sentence_id"": 1033, ""text"": ""उन्होंने पाया कि सूर्य अन्य सितारों के समान मूल सिद्धांतों पर संचालित होता है: मंडल के सभी सितारों की गतिविधि उनके प्रकाश, उनके परिक्रमण द्वारा संचालित थी, किसी और कारण से नहीं।""}]"
धन ,'धन ',9,"[{""sentence_id"": 133, ""text"": ""संकेत शारीरिक रूप से क्षतिग्रस्त नहीं था; “O” को बदलकर लोअरकेस “e” में पढ़ने के लिए शांति और दिल के संकेतों के साथ सजाए गए काले तिरपाल का इस्तेमाल करके संशोधन किया गया था.""}, {""sentence_id"": 297, ""text"": ""प्रस्तावित संशोधन को 2011 में दोनों सदनों द्वारा पारित कर दिया गया ।""}, {""sentence_id"": 584, ""text"": ""मनुष्य हज़ारों और हज़ारों सालों से आवर्धन के लिए लेंस बना रहे हैं और इस्तेमाल कर रहे हैं.""}]"
सेवा,'सेवा',9,"[{""sentence_id"": 147, ""text"": ""Yahoo!और Microsoft सेवाओं के उपयोगकर्ताओं की संख्या एकसाथ AOL के ग्राहकों की संख्या का सामना करेगी.""}, {""sentence_id"": 247, ""text"": ""ये एजेंट पाकिस्तानी संविधान के अनुच्छेद 247 के तहत सरकार और न्यायिक सेवाएँ प्रदान करने के लिए ज़िम्मेदार हैं।""}, {""sentence_id"": 660, ""text"": ""सबसे बड़े रोज़गार के क्षेत्र पेशेवर सेवाएँ, सरकारी नौकरी, फ़ाइनेंस, व्यापार और पर्यटन हैं.""}]"
देखा ,'देखा ',9,"[{""sentence_id"": 153, ""text"": ""यह इतिहास में पांचवीं बार माना गया है कि लोगों ने देखा धरती पर गीरते हुए युद्ध सामग्री की रासायनिक रूप से पुष्टि की गई हैं |""}, {""sentence_id"": 177, ""text"": ""पुरस्कार के समय, अटलांटा स्कूलों ने टेस्ट स्कोर में एक बड़ा सुधार देखा था.""}, {""sentence_id"": 378, ""text"": ""करीब 3000 साल बाद, 1610 में इटली के खगोलविद गैलिलियो गैलीलेई ने एक दूरबीन का इस्तेमाल करते हुए यह देखा कि शुक्र के चरण हैं, ठीक वैसे ही जैसे चंद्रमा के हैं।""}]"
षक ,'षक ',9,"[{""sentence_id"": 176, ""text"": ""2009 में उन्हें (डॉ. बेवरली हॉल) राष्ट्रीय अधीक्षक की उपाधि से सम्मानित किया गया.""}, {""sentence_id"": 439, ""text"": ""आग लगने के बाद किले को संरक्षित और सुरक्षित रखा गया, भूटान का सबसे शानदार आकर्षक जगहों में से एक बना हुआ है.""}, {""sentence_id"": 463, ""text"": ""दुर्भाग्य से, जब आप एक डीवीडी बनाते हैं, तो अधिक सम्भावना है कि सीमाएँ कट जाएँगी, और यदि वीडियो में उपशीर्षक भी निचले भाग के अत्यधिक पास था, तो वे पूरी तरह से नहीं दिखाए जाएँगे।""}]"
रिप,'रिप',9,"[{""sentence_id"": 178, ""text"": ""तुरंत बाद, टेस्ट रिज़ल्ट्स में हुई परेशानियों को बताते हुए द अटलांटा जर्नल-कॉन्स्टिट्यूशन ने एक रिपोर्ट प्रकाशित की.""}, {""sentence_id"": 298, ""text"": ""इस लेजिस्लेटिव सेशन में तब बदलाव हुए जब दूसरी सज़ा पहले हाउस ऑफ़ रिप्रेजेन्टेटिव्ज़ द्वारा ख़त्म कर दी गई और फिर सोमवार को सीनेट ने उसी रूप में पास किया.""}, {""sentence_id"": 1050, ""text"": ""यह रिपोर्ट इराक के प्रति प्रशासन की वर्तमान नीति के लगभग सभी पहलुओं के प्रति बेहद आलोचनात्मक है और यह इसकी दिशा में तत्काल परिवर्तन का आग्रह करती है।""}]"
अधिकतर ,'अधिकतर ',9,"[{""sentence_id"": 201, ""text"": ""इसके अवशेषों से अधिकतर द्वीपों में मूसलाधार बारिश हुई, हालाँकि अभी तक क्षति या बाढ़ की ऐसी कोई सूचना नहीं मिली है.""}, {""sentence_id"": 250, ""text"": ""छात्रावास के मेहमान अधिकतर संयुक्त अरब अमीरात के नागरिक थे।""}, {""sentence_id"": 592, ""text"": ""जानवर कई कोशिकाओं से बने होते हैं. वे जो चीज़ें खाते हैं और उन्हें अंदर ही पचाते हैं. अधिकतर जानवर चल सकते हैं.""}]"
लन ,'लन ',9,"[{""sentence_id"": 243, ""text"": ""“मेरे जैसे एक दोषी का समर्थन करने वालों का धन्यवाद,” सिरीपॉर्न ने एक संवाददाता सम्मेलन में ऐसा कहा।""}, {""sentence_id"": 471, ""text"": ""संकल्पना यह थी कि सभी यूरोपीय देश किसी एक राष्ट्र को शक्तिशाली बनने से रोकें, और इसलिए राष्ट्रीय सरकारों ने संतुलन बनाए रखने के लिए अक्सर अपने गठबंधनों को बदल दिया।""}, {""sentence_id"": 472, ""text"": ""स्पेनिश उत्तराधिकार का युद्ध पहला ऐसा युद्ध था जिसका मूल मुद्दा शक्ति संतुलन स्थापित करना था।""}]"
रोकन,'रोकन',9,"[{""sentence_id"": 268, ""text"": ""यह पहली बार है जब बल्क ई-मेल और स्पैम को, अनचाहे डिस्ट्रिब्यूटर से उपयोगकर्ता के मेलबॉक्स में आने से रोकने के लिए, 2003 में बनाए गए कानून का इस्तेमाल करके विश्वास हासिल किया गया.""}, {""sentence_id"": 497, ""text"": ""वे अवसाद के साथ-साथ रक्त प्रवाह को रोकने के लिए टर्नकीकेट और धमनी जकड़ने से मरीजों को बचाने के लिए अंग-विच्छेद में कुशल हो गए थे.""}, {""sentence_id"": 908, ""text"": ""मीडिया कंपनियाँ “पायरेसी को रोकने” का दावा करते हुए नियमित रूप से इस उद्देश्य के बारे में झूठ बोल रही हैं.""}]"
मर,'मर',9,"[{""sentence_id"": 273, ""text"": ""इस बात की चिंता है कि यदि फ़्लू के लक्षण हल्के बने रहे तो अपने रोज़ाना के रूटीन से मरीज़ ज़्यादा से ज़्यादा लोगों को संक्रमित करना जारी रखेंगे.""}, {""sentence_id"": 497, ""text"": ""वे अवसाद के साथ-साथ रक्त प्रवाह को रोकने के लिए टर्नकीकेट और धमनी जकड़ने से मरीजों को बचाने के लिए अंग-विच्छेद में कुशल हो गए थे.""}, {""sentence_id"": 846, ""text"": ""बूमरैंग फेंकना एक मशहूर हुनर है जिसे कई पर्यटक सीखना चाहते हैं.""}]"
शन,'शन',9,"[{""sentence_id"": 276, ""text"": ""स्टर्न्स इस बात की जाँच कर रहे हैं कि क्या करों का इस्तेमाल ओवरडाइट एंड इन्वेस्टिगेशन्स उपसमिति के अध्यक्ष के रूप में उनकी भूमिका में नियोजित पेरेंटहुड के माध्यम से गर्भपात के लिए किया जाता है, जो कि हाउस एनर्जी एंड कॉमर्स कमेटी के अंतर्गत आता है.""}, {""sentence_id"": 711, ""text"": ""गैलापागोस के दर्शनीय स्थलों और वन्यजीवों को सबसे अच्छे से नाव द्वारा देखा जा सकता है, ठीक वैसे ही जैसे चार्ल्स डार्विन ने 1835 में किया था।""}, {""sentence_id"": 774, ""text"": ""अंतर्राष्ट्रीय बाग़वानी प्रदर्शनी ख़ास कार्यक्रम है, जिसमें फूलों का प्रदर्शन, वनस्पति उद्यान और पौधों के साथ कुछ और करने की प्रदशर्नी होती है.""}]"
जी ,'जी ',9,"[{""sentence_id"": 276, ""text"": ""स्टर्न्स इस बात की जाँच कर रहे हैं कि क्या करों का इस्तेमाल ओवरडाइट एंड इन्वेस्टिगेशन्स उपसमिति के अध्यक्ष के रूप में उनकी भूमिका में नियोजित पेरेंटहुड के माध्यम से गर्भपात के लिए किया जाता है, जो कि हाउस एनर्जी एंड कॉमर्स कमेटी के अंतर्गत आता है.""}, {""sentence_id"": 788, ""text"": ""कई पूरे राष्ट्र अंग्रेजी में पूरी तरह से धाराप्रवाह हैं, और उनसे भी अधिक में आप सीमित ज्ञान की आशा रख सकते हैं - विशेष रूप से युवा लोगों में।""}, {""sentence_id"": 1197, ""text"": ""वे नीदरलैंड में शामिल हैं, जो अन्ना जोचेमसेन के साथ कल सुपर-जी में महिलाओं के स्टैंडिंग क्लास में नौवें स्थान पर रहा और फ़िनलैंड उसी प्रतियोगिता में काटजा सरीनन के साथ दसवें स्थान पर रहा.""}]"
कॉप,'कॉप',9,"[{""sentence_id"": 283, ""text"": ""लंदन में, लगभग 200 लोगों ने कुछ प्रमुख कॉपीराइट धारकों के कार्यालयों के बाहर विरोध प्रदर्शन किया""}, {""sentence_id"": 316, ""text"": ""इन पर पहले भी कॉपीराइट उल्लंघन का आरोप लगाया जा चुका है, लेकिन दोषी नहीं बनाया गया.""}, {""sentence_id"": 796, ""text"": ""अपनी भाषा में और ऑनलाइन अपने पास एक कॉपी रखें (अटैचमेंट के साथ खुद को ई-मेल करें, या “क्लाउड” में सेव करें).""}]"
पोल,'पोल',9,"[{""sentence_id"": 284, ""text"": ""पिछले महीने पोलैंड में बड़े विरोध प्रदर्शन हुए थे जब उस देश ने एसीटीए पर हस्ताक्षर किए थे, जिसके कारण पोलैंड की सरकार ने इस समझौते अभी मंजूर नहीं करने का फैसला किया है।""}, {""sentence_id"": 489, ""text"": ""हालाँकि, जून 1956 में, पोलैंड में दंगों के दौरान क्रुश्चेव के वादों को परखने के लिए रखा गया था, जहाँ भोजन की कमी और मज़दूरी में कटौती का विरोध कर रहे मज़दूर, साम्यवाद के ख़िलाफ़ एक सामान्य विरोध में बदल गए थे.""}, {""sentence_id"": 1059, ""text"": ""इटली के कई अन्य शहरों और दुनिया के बाकी हिस्सों में, खासकर पोलैंड में, इस तरह के सेटअप बनाए गए थे, जिन्हें बड़ी संख्या में लोगों ने देखा था।""}]"
बदल ,'बदल ',9,"[{""sentence_id"": 302, ""text"": ""फ़्रांसीसी कानून बदल दिया गया था. द्वितीय विश्व युद्ध के दौरान जब वे फ़्रांसीसी विरोध में शामिल हुए थे तब वे महज़ 15 साल के थे.""}, {""sentence_id"": 471, ""text"": ""संकल्पना यह थी कि सभी यूरोपीय देश किसी एक राष्ट्र को शक्तिशाली बनने से रोकें, और इसलिए राष्ट्रीय सरकारों ने संतुलन बनाए रखने के लिए अक्सर अपने गठबंधनों को बदल दिया।""}, {""sentence_id"": 489, ""text"": ""हालाँकि, जून 1956 में, पोलैंड में दंगों के दौरान क्रुश्चेव के वादों को परखने के लिए रखा गया था, जहाँ भोजन की कमी और मज़दूरी में कटौती का विरोध कर रहे मज़दूर, साम्यवाद के ख़िलाफ़ एक सामान्य विरोध में बदल गए थे.""}]"
शब,'शब',9,"[{""sentence_id"": 314, ""text"": ""अपने नोट्स में उन्होंने ऐसे शब्दों का इस्तेमाल किया, जिन्हें कुछ माता-पिता भद्दा मानते थे और कथित तौर पर उन्होंने कक्षा में अपवित्रता का इस्तेमाल किया.""}, {""sentence_id"": 596, ""text"": ""सेल लैटिन शब्द सेला से आता है जिसका अर्थ है छोटा कमरा।""}, {""sentence_id"": 652, ""text"": ""जब आप ग्रीनलैंडिक मूल निवासी द्वारा प्रयुक्त शब्द सुन सकते हैं, तो इसके उपयोग को विदेशियों से बचना चाहिए।""}]"
"है,","'है,'",9,"[{""sentence_id"": 342, ""text"": ""हमारे पास एक साल का वित्तीय संकट है,जो पिछले दो महीनों में सबसे विकट क्षण रहा है और मुझे लगता है कि अब वित्तीय बाज़ार ठीक होने लगे हैं. “""}, {""sentence_id"": 739, ""text"": ""कुक आइलैंड्स दक्षिण प्रशांत महासागर के बीच में पोलिनेशिया में स्थित एक द्वीप देश है,जिसका नूजीलैंड के साथ खुला सहयोग है ।""}, {""sentence_id"": 801, ""text"": ""शराबी बोहत संयम से शराब पीते हैं. शराब हर किसी को अलग अलग तरह से प्रभावित करती है,और आपको अपनी सीमा का पता होना बहुत जरुरी है।""}]"
ुओं ,'ुओं ',9,"[{""sentence_id"": 348, ""text"": ""जब भारी तत्वों को बनाने के लिए हाइड्रोजन परमाणुओं का विलय (या फ्यूजन होता है) होता है, तो जो उर्जा निकलती है, उसी से सितारे प्रकाश और गर्मी प्रदान करते हैं।""}, {""sentence_id"": 359, ""text"": ""वैज्ञानिक इस प्रक्रिया को “विकिरण का उत्तेजित उत्सर्जन” कहते हैं, क्योंकि परमाणुओं को तेज़ प्रकाश द्वारा उत्तेजित किया जाता है, जिससे प्रकाश के फ़ोटोन का उत्सर्जन होता है और प्रकाश एक तरह का विकिरण है.""}, {""sentence_id"": 360, ""text"": ""अगली फ़ोटो में फोटॉन निकलने वाले परमाणुओं को दिखाया गया है. बेशक, असल में फोटॉन, फ़ोटो की तुलना में बहुत छोटे होते हैं.""}]"
खीं,'खीं',9,"[{""sentence_id"": 373, ""text"": ""आयो का गुरुत्वाकर्षण मुझे कैसे खींचेगा? यदि आप आयो की सतह पर खड़े होंगे, तो आपका वजन पृथ्वी वाले वजन से कम होगा।""}, {""sentence_id"": 892, ""text"": ""यह दरारें भरी हुई और झंडे द्वारा चिह्नित ठोस बर्फ है। इसे केवल विशेष ट्रैक्टरों द्वारा ले जाया जा सकता है, जिसमें खींचकर ले जाने वाली स्लेज के साथ ईंधन और आपूर्ति हो।""}, {""sentence_id"": 902, ""text"": ""बवंडर बहुत कम दबाव वाली हवा का एक घुमता हुवा स्तंभ होता है, जो आसपास की हवा को अंदर और ऊपर की तरफ खींचता है।""}]"
प्ला,'प्ला',9,"[{""sentence_id"": 375, ""text"": ""सूर्य के पास पृथ्वी जैसी सतह नहीं है जिस पर आप खड़े हो सकें. पूरा सूर्य गैस, अग्नि और प्लाज़्मा से बना है.""}, {""sentence_id"": 725, ""text"": ""अब यह केंद्रीय प्लाजा के रूप में कार्य करता है, और जहा दिन और रात बहुत सारी काम चलते हैं |""}, {""sentence_id"": 1034, ""text"": ""एक तारे की रॉस्बी संख्या, जो प्लाज़्मा फ़्लो से संबंधित है, का पता लगाने के लिए उसकी चमक और रोटेशन का एक साथ इस्तेमाल किया जाता है,""}]"
मन,'मन',9,"[{""sentence_id"": 393, ""text"": ""जर्मनी ने इस हमले को “ऑपरेशन सीलियन” नाम दिया. डनक्रिक से निकाले जाने पर ब्रिटिश सेना के अधिकांश भारी हथियार और सामान खो गए थे, इसलिए सेना काफी कमज़ोर थी.""}, {""sentence_id"": 404, ""text"": ""जर्मनी के लोग पनडुब्बियों को 'यू-बोट' कहते थे. वे अपनी पनडुब्बियों को ऑपरेट करने और उन्हें नेविगेट करने में माहिर थे.""}, {""sentence_id"": 584, ""text"": ""मनुष्य हज़ारों और हज़ारों सालों से आवर्धन के लिए लेंस बना रहे हैं और इस्तेमाल कर रहे हैं.""}]"
बनी ,'बनी ',9,"[{""sentence_id"": 415, ""text"": ""ग्रीस की एक और मशहूर हस्ती गणितज्ञ पाइथागोरस, जिन्हें समकोण त्रिकोण की भुजाओं पर बनी थ्योरम के लिए जाना जाता है.""}, {""sentence_id"": 492, ""text"": ""सिंधु नदी के घाटों में पनपी सभ्यता के कारण यह इसके नाम पर बनी है.""}, {""sentence_id"": 597, ""text"": ""यदि आप एक माइक्रोस्कोप में से जीवित चीजों को देखेंगे, तो आप देखेंगे कि वे छोटे वर्गों या गेंदों से बनी हैं।""}]"
वीं ,'वीं ',9,"[{""sentence_id"": 420, ""text"": ""15 वीं शताब्दी के आसपास, उत्तरी एस्टोनिया जर्मनी के महान सांस्कृतिक के प्रभाव में था।""}, {""sentence_id"": 488, ""text"": ""धर्म की स्थापना 15 वीं शताब्दी में गुरु नानक (1469-1539) ने की थी। उसके बाद नौ गुरु एक के बाद एक करके आए।""}, {""sentence_id"": 716, ""text"": ""16 वीं शताब्दी में स्पेनी लोगों के आने से पहले, उत्तरी चिली इंका के अधीन था, जबकि स्वदेशी अरुकेनियन (मापुचे) मध्य और दक्षिणी चिली में बसे हुए थे।""}]"
सदी ,'सदी ',9,"[{""sentence_id"": 441, ""text"": ""थाई लोगों ने 18वीं सदी में कई बार कंबोडिया पर हमला किया और साल 1772 में नोम पेन्ह को नष्ट कर दिया.""}, {""sentence_id"": 754, ""text"": ""कुछ होटलों में स्टीम रेलवे और समुद्री लाइनर के स्वर्णिम युग की परंपरा देखने को मिलती है; जो कि दूसरे विश्व युद्ध से पहले 19वीं सदी या शुरुआती 20वीं सदी के हैं.""}, {""sentence_id"": 1476, ""text"": ""जिस समय घटनाएँ हुई उसके युग को सामान्य रूप से यूरोप के इतिहास में 11वीं, 12वीं और 13वीं सदी (AD 1000-1300) में यूरोपियन इतिहास के उच्च मध्य युग की अवधि के रूप में बताया जाता है.""}]"
षज,'षज',9,"[{""sentence_id"": 446, ""text"": ""देश की स्वतंत्रता के शुरुआत में, सिंगापुर वनस्पति उद्यान की विशेषज्ञता ने द्वीप को एक उष्णकटिबंधीय उद्यान शहर में बदलने में सहायता की।""}, {""sentence_id"": 519, ""text"": ""जीवाश्म के हाथ की हड्डियाँ दो मिलियन से तीन मिलियन साल पुरानी हैं, यह हाथ की विशेषज्ञता को लोकोमोशन से मैनिपुलेशन तक बदलने के बारे में बताती हैं.""}, {""sentence_id"": 714, ""text"": ""इस बात में पूरी तरह निश्चिंत हो जाएँ कि आपने जिस एजेंट के जरिये बुक किया है, वह जहाजों की कई किस्मों के अच्छे ज्ञान के साथ एक गैलापागोस का विशेषज्ञ है.""}]"
सीमा,'सीमा',9,"[{""sentence_id"": 461, ""text"": ""इस कारण से, आप जो कुछ भी टीवी पर देखते हैं, उसमें ऊपर, नीचे और दाएँ-बाएँ सीमाएँ कटी होती हैं।""}, {""sentence_id"": 463, ""text"": ""दुर्भाग्य से, जब आप एक डीवीडी बनाते हैं, तो अधिक सम्भावना है कि सीमाएँ कट जाएँगी, और यदि वीडियो में उपशीर्षक भी निचले भाग के अत्यधिक पास था, तो वे पूरी तरह से नहीं दिखाए जाएँगे।""}, {""sentence_id"": 698, ""text"": ""इक्वाडोर चाहता है कि क्यूबा के नागरिकों को अंतर्राष्ट्रीय हवाई अड्डों या सीमांत प्रवेश बिंदुओं से इक्वाडोर में प्रवेश करने से पहले एक आमंत्रण पत्र मिले.""}]"
जब आप ,'जब आप ',9,"[{""sentence_id"": 463, ""text"": ""दुर्भाग्य से, जब आप एक डीवीडी बनाते हैं, तो अधिक सम्भावना है कि सीमाएँ कट जाएँगी, और यदि वीडियो में उपशीर्षक भी निचले भाग के अत्यधिक पास था, तो वे पूरी तरह से नहीं दिखाए जाएँगे।""}, {""sentence_id"": 652, ""text"": ""जब आप ग्रीनलैंडिक मूल निवासी द्वारा प्रयुक्त शब्द सुन सकते हैं, तो इसके उपयोग को विदेशियों से बचना चाहिए।""}, {""sentence_id"": 692, ""text"": ""जब आप टोनले सेप की ओर बढ़ रहे हों, तो अपने साथ पासपोर्ट लाना न भूलें क्योंकि मंदिर में प्रवेश के लिए अंगकोर पास की ज़रूरत पड़ती है.""}]"
समूह,'समूह',9,"[{""sentence_id"": 469, ""text"": ""1480 में, जब लॉर्ड हेस्टिंग्स द्वारा इसका निर्माण शुरू किया गया था, तब देश अपेक्षाकृत रूप से शांत था. इसके साथ ही बचाव की ज़रूरत केवल घुमक्कड़ उपद्रवियों के छोटे समूहों के खिलाफ़ होती थी.""}, {""sentence_id"": 547, ""text"": ""2,400 लोगों का मुख्य दल ट्रेंटन से नौ मील उत्तर की ओर नदी को पार करेगा और फिर दो समूहों में बंट जाएगा. इसके बाद, सुबह होने से पहले हमला करने के लिए एक समूह ग्रीन में और दूसरा सुलिवान में जाएगा.""}, {""sentence_id"": 703, ""text"": ""बड़े समूहों के लिए यात्राएँ सस्ती हो जाती हैं, इसलिए अगर आप अकेले या सिर्फ़ किसी एक दोस्त के साथ यात्रा करते हैं, तो उस यात्रा में चार से छह लोगों को जोड़ने की कोशिश करें, ताकि आपको प्रति व्यक्ति के हिसाब से पड़ने वाला खर्च कम हो जाए.""}]"
रखें ,'रखें ',9,"[{""sentence_id"": 479, ""text"": ""इस तरह, आप जितना हो सकेगा, अपने को थका लेंगे. याद रखें कि ज़्यादा आवाज़ के लिए उसकी कुंजियों को ज़्यादा ज़ोर से दबाने की ज़रूरत नहीं होती है, जैसा कि पियानो में होता है.""}, {""sentence_id"": 676, ""text"": ""योजना बनाते समय ध्यान रखें कि यद्यपि दक्षिण अफ़्रीका में शांति है, सभी पड़ोसी देशों में नहीं.""}, {""sentence_id"": 796, ""text"": ""अपनी भाषा में और ऑनलाइन अपने पास एक कॉपी रखें (अटैचमेंट के साथ खुद को ई-मेल करें, या “क्लाउड” में सेव करें).""}]"
जैसा ,'जैसा ',9,"[{""sentence_id"": 479, ""text"": ""इस तरह, आप जितना हो सकेगा, अपने को थका लेंगे. याद रखें कि ज़्यादा आवाज़ के लिए उसकी कुंजियों को ज़्यादा ज़ोर से दबाने की ज़रूरत नहीं होती है, जैसा कि पियानो में होता है.""}, {""sentence_id"": 1158, ""text"": ""उनका ऊष्मीय व्यवहार पृथ्वी की बड़ी गुफाओं जैसा स्थिर नहीं है जो अक्सर काफी स्थिर तापमान बनाए रखती हैं, लेकिन यह जमीन के इन गहरे छेद के अनुरूप है,” यूनाइटेड स्टेट्स जियोलॉजिकल सर्वे (यूएसजीएस) की भूगर्भीय टीम और फ्लैगस्टाफ, एरिजोना में स्थित उत्तरी एरिजोना विश्वविद्यालय के ग्लेन कुशिंग ने कहा।""}, {""sentence_id"": 1260, ""text"": ""सभी लोगों से मेरा बस यही कहना है की आप हमारे साथ वैसा ही व्यवहार करें जैसा हम आपसे करते हैं |""}]"
